date,Google Maps
2022-02-21,2.786674006728949
2022-02-22,2.0900055050467117
2022-03-01,1.5675041287850338
2022-03-02,1.175628096588775
2022-03-03,0.8817210724415813
2022-03-04,3.71337413766452
2022-03-05,7.149613936581725
2022-03-06,10.070543785769628
2022-03-07,13.011241172660554
2022-03-08,14.268430879495416
2022-03-09,14.190906492954896
2022-03-10,13.966096536382839
2022-03-11,12.495405735620464
2022-03-12,9.371554301715348
2022-03-13,7.02866572628651
2022-03-14,5.271499294714882
2022-03-15,3.953624471036161
2022-03-16,2.9652183532771206
2022-03-17,2.22391376495784
2022-03-18,3.553351990385047
2022-03-19,6.081680659455452
2022-03-20,7.43626049459159
2022-03-21,8.858445370943693
2022-03-22,10.28383402820777
2022-03-23,11.723292187822492
2022-03-24,12.625802474200205
2022-03-25,10.511018522316819
2022-03-26,7.883263891737614
2022-03-27,5.91244791880321
2022-03-28,4.434335939102407
2022-03-29,6.835751954326806
2022-03-30,7.355980632411772
2022-03-31,7.433652140975496
2022-04-01,7.3044057723982885
2022-04-02,7.144970995965384
2022-04-03,8.827478246974037
2022-04-04,9.120608685230527
2022-04-05,9.040456513922896
2022-04-06,9.499092385442172
2022-04-07,9.072235955748296
2022-04-08,8.595843633477887
2022-04-09,8.769799391775082
2022-04-10,9.108599543831312
2022-04-11,8.883532991206817
2022-04-12,17.912649743405115
2022-04-19,13.434487307553836
2022-04-20,10.075865480665376
2022-04-21,7.556899110499032
2022-04-22,7.813507666207608
2022-04-23,10.526797416322372
2022-04-24,11.270098062241779
2022-04-25,11.754656880014668
2022-04-26,8.815992660011
2022-05-03,9.674494495008249
2022-05-04,10.787120871256187
2022-05-05,11.048673986775473
2022-05-06,10.838588823414938
2022-05-07,8.128941617561203
2022-05-08,6.0967062131709024
2022-05-09,4.572529659878176
2022-05-10,4.6893972449086325
2022-05-11,5.162881267014807
2022-05-12,6.424244283594439
2022-05-13,5.443183212695829
2022-05-14,4.082387409521871
2022-05-15,3.0617905571414035
2022-05-16,2.296342917856052
2022-05-17,1.722257188392039
2022-05-18,1.291692891294029
2022-05-19,0.9687696684705217
2022-05-20,1.1953272513528914
2022-05-21,1.6569121051813354
2022-05-22,2.617684078886002
2022-05-23,4.234096392497835
2022-05-24,3.175572294373376
2022-05-25,2.3816792207800317
2022-05-26,1.7862594155850238
2022-05-27,2.6938612283554346
2022-05-28,4.832895921266576
2022-05-29,5.635088607616598
2022-05-30,7.559649789045782
2022-05-31,8.029737341784337
2022-06-01,8.28271967300492
2022-06-02,9.347456421420356
2022-06-03,9.010592316065265
2022-06-04,10.091277570382282
2022-06-05,10.380958177786711
2022-06-06,11.410718633340034
2022-06-07,11.778038975005025
2022-06-08,10.843945897920435
2022-06-09,9.84129275677366
2022-06-10,9.51638623424691
2022-06-11,7.1372896756851825
2022-06-12,5.352967256763886
2022-06-13,4.014725442572915
2022-06-14,3.0110440819296858
2022-06-15,2.258283061447264
2022-06-16,1.693712296085448
2022-06-17,4.311950888730753
2022-06-18,8.390213166548065
2022-06-19,11.438493208244383
2022-06-20,16.29761990618329
2022-06-21,12.223214929637466
2022-06-22,9.167411197228098
2022-06-23,6.875558397921074
2022-06-24,6.000418798440806
2022-06-25,6.6461474321639376
2022-06-26,7.6616939074562875
2022-06-27,9.183770430592217
2022-06-28,9.757827822944163
2022-06-29,9.964204200541456
2022-06-30,11.004403150406093
2022-07-01,11.794969029471234
2022-07-02,10.51289343877009
2022-07-03,9.540920079077567
2022-07-04,9.530690059308176
2022-07-05,8.488017544481131
2022-07-06,6.366013158360849
2022-07-07,4.774509868770636
2022-07-08,4.88296573491131
2022-07-09,5.047640967850149
2022-07-10,5.587814059220944
2022-07-11,7.399193877749042
2022-07-12,6.729395408311781
2022-07-13,7.890796556233836
2022-07-14,7.147264083842044
2022-07-15,6.693781396214867
2022-07-16,5.968252713827816
2022-07-17,7.79910620203753
2022-07-18,7.672246318194815
2022-07-19,5.75418473864611
2022-07-20,4.3156385539845825
2022-07-21,3.236728915488437
2022-07-22,3.8962966866163278
2022-07-23,8.97430584829558
2022-07-24,10.251562719555018
2022-07-25,12.126172039666265
2022-07-26,12.2546290297497
2022-07-27,14.33680510564561
2022-07-28,16.419270495900875
2022-07-29,14.001952871925656
2022-07-30,10.501464653944241
2022-07-31,7.876098490458181
2022-08-01,5.907073867843635
2022-08-02,6.240305400882727
2022-08-03,6.284395717328713
2022-08-04,7.098713454663201
2022-08-05,9.365701757664068
2022-08-06,8.68052631824805
2022-08-07,9.15622807201937
2022-08-08,9.502587720681195
2022-08-09,7.126940790510896
2022-08-10,5.345205592883171
2022-08-11,4.008904194662378
2022-08-12,3.92334481266345
2022-08-13,4.952925276164254
2022-08-14,7.266777290456524
2022-08-15,7.762582967842393
2022-08-16,5.821937225881794
2022-08-23,5.408119586078012
2022-08-24,4.056089689558509
2022-08-25,3.0420672671688815
2022-08-26,2.281550450376661
2022-08-27,1.7111628377824957
2022-08-28,1.2833721283368715
2022-08-29,0.9625290962526536
2022-08-30,0.7218968221894901
2022-09-06,2.281005949975451
2022-09-07,3.8357544624815887
2022-09-08,6.272649180194525
2022-09-09,7.8399035518125615
2022-09-10,7.588260997192754
2022-09-11,7.472445747894565
2022-09-12,7.114750977587591
2022-09-13,5.336063233190693
2022-09-20,6.4291307582263535
2022-09-21,8.551014735336432
2022-09-22,9.92367771816899
2022-09-23,11.026091621960076
2022-09-24,10.425818716470056
2022-09-25,9.63186403735254
2022-09-26,9.828064694681071
2022-09-27,8.821048521010804
2022-09-28,9.324119724091435
2022-09-29,8.503506459735243
2022-09-30,7.783879844801432
2022-10-01,7.317076550267741
2022-10-02,6.550307412700806
2022-10-03,6.371063892858938
2022-10-04,7.458297919644204
2022-10-05,8.395806773066488
2022-10-06,9.203105079799865
2022-10-07,9.298162143183232
2022-10-08,9.348621607387424
2022-10-09,8.042716205540566
2022-10-10,7.532037154155424
2022-10-11,8.269027865616568
2022-10-12,7.535104232545759
2022-10-13,6.911744841075986
2022-10-14,7.579641964140324
2022-10-15,7.945148139771909
2022-10-16,8.500527771495598
2022-10-17,8.156645828621699
2022-10-18,6.117484371466274
2022-10-25,5.411029945266372
2022-10-26,5.724939125616445
2022-10-27,5.106204344212333
2022-10-28,4.45465325815925
2022-10-29,4.20557327695277
2022-10-30,4.133346624381244
2022-10-31,4.152093301619266
2022-11-01,5.324069976214449
2022-11-02,6.555552482160838
2022-11-03,6.614581028287295
2022-11-04,6.971352437882139
2022-11-05,6.270180995078271
2022-11-06,5.74430241297537
2022-11-07,6.724893476398194
2022-11-08,6.263670107298645
2022-11-09,6.416502580473984
2022-11-10,6.551960268688822
2022-11-11,6.351470201516617
2022-11-12,6.61776931780413
2022-11-13,7.098743655019764
2022-11-14,6.782391074598156
2022-11-15,6.866793305948617
2022-11-16,6.712594979461463
2022-11-17,6.503196234596098
2022-11-18,7.054480509280408
2022-11-19,8.009610381960306
2022-11-20,7.705124453136896
2022-11-21,10.174676673186005
2022-11-22,10.821007504889502
2022-11-23,10.032422295333792
2022-11-24,11.211816721500343
2022-11-25,11.294279207791922
2022-11-26,11.804042739177275
2022-11-27,10.634282054382956
2022-11-28,10.12154487412055
2022-11-29,20.321158655590413
2022-11-30,28.667952325026146
2022-12-01,29.50096424376961
