date,Ristorante
2021-06-01,13.458333333333334
2021-06-02,16.458333333333332
2021-06-03,14.800675675675675
2021-06-04,14.538333333333334
2021-06-05,16.16469270166453
2021-06-06,17.394478269478267
2021-06-07,15.63374597919748
2021-06-08,16.16888367952522
2021-06-09,15.6502189836716
2021-06-10,15.787035524717028
2021-06-11,15.50546793125918
2021-06-12,17.90296146423711
2021-06-13,18.685392860774726
2021-06-14,17.78975284500793
2021-06-15,17.447744214760498
2021-06-16,18.723595502777
2021-06-17,18.530830959596557
2021-06-18,20.785836286032623
2021-06-19,24.971659390796592
2021-06-20,26.650735917291318
2021-06-21,24.71260894609248
2021-06-22,25.24540711852744
2021-06-23,24.46426027766009
2021-06-24,25.51591709819244
2021-06-25,27.711506766953033
2021-06-26,28.065079634426077
2021-06-27,29.95586010396072
2021-06-28,28.737341556923354
2021-06-29,27.962821747203854
2021-06-30,27.565795408609493
2021-07-01,28.51822412148983
2021-07-02,24.544518922791067
2021-07-03,18.407926865424933
2021-07-04,13.805685101747436
2021-07-05,10.354117554513985
2021-07-06,7.76550589003394
2021-07-07,5.824083138217039
2021-07-08,4.368036321913788
2021-07-09,3.2760125987292468
2021-07-10,2.457001212589182
2021-07-11,1.8427462764615792
2021-07-12,1.3820571013062277
2021-07-13,1.0365413600870323
2021-07-14,0.7774051955027059
2021-07-15,0.5830534328114456
2021-07-16,4.228963266929204
2021-07-17,12.213399835107937
2021-07-18,16.514220873038678
2021-07-19,18.073166831932152
2021-07-20,13.55487256514122
2021-07-21,10.16615298452695
2021-07-22,7.62461392877287
2021-07-23,10.624711163353732
2021-07-24,18.97895153615918
2021-07-25,22.67171414839265
2021-07-26,23.941285739258525
2021-07-27,17.95596385198459
2021-07-28,13.466972634480092
2021-07-29,10.100229332699127
2021-07-30,7.575171918996318
2021-07-31,5.681378893950224
2021-08-01,4.261034144983097
2021-08-02,3.195775594405065
2021-08-03,2.7822483582976902
2021-08-04,2.086686263459242
2021-08-05,1.5650146946334167
2021-08-06,6.652927709301025
2021-08-07,16.802195814379917
2021-08-08,23.88289687774016
2021-08-09,27.98508933233902
2021-08-10,29.68881700154909
2021-08-11,31.266612752755723
2021-08-12,30.804126230883053
2021-08-13,31.915594673793873
2021-08-14,32.999196005807214
2021-08-15,32.884813670985515
2021-08-16,32.49694358647949
2021-08-17,32.65270768988762
2021-08-18,33.66661410088577
2021-08-19,34.09371057570752
2021-08-20,29.914032931463606
2021-08-21,22.435524698172266
2021-08-22,16.82664352338989
2021-08-23,12.619982642407807
2021-08-24,12.054986981792295
2021-08-25,10.468323569648996
2021-08-26,9.56999267722462
2021-08-27,8.771244507910378
2021-08-28,8.72426671426576
2021-08-29,8.40778336903085
2021-08-30,7.326670860101853
2021-08-31,10.355003145086092
2021-09-01,14.41208569215765
2021-09-02,17.017397602456263
2021-09-03,15.940131535174075
2021-09-04,11.955098651376517
2021-09-05,8.966323988530116
2021-09-06,6.724742991396308
2021-09-07,5.043557243546512
2021-09-08,3.7826679326594794
2021-09-09,2.837000949494382
2021-09-10,6.565250712121459
2021-09-11,16.38227136742576
2021-09-12,21.14087019223647
2021-09-13,22.616069310844132
2021-09-14,16.962051983132774
2021-09-15,12.7215389873494
2021-09-16,9.541154240511947
2021-09-17,7.1558656803839025
2021-09-18,5.366899260287894
2021-09-19,4.025174445215902
2021-09-20,3.018880833911916
2021-09-21,5.295410625433955
2021-09-22,7.398641302408812
2021-09-23,9.444814310139952
2021-09-24,11.906527399271639
2021-09-25,14.700728882787068
2021-09-26,17.150546662090306
2021-09-27,15.800409996567728
2021-09-28,19.1003074974258
2021-09-29,14.325230623069345
2021-09-30,10.743922967302007
2021-10-01,8.057942225476504
2021-10-02,6.0434566691073766
2021-10-03,4.532592501830532
2021-10-04,3.399444376372899
2021-10-05,2.549583282279674
2021-10-06,1.9121874617097554
2021-10-07,1.4341405962823164
2021-10-08,4.929772113878404
2021-10-09,12.34316241874214
2021-10-10,17.382371814056604
2021-10-11,17.495112193875787
2021-10-12,19.11133414540684
2021-10-13,18.54183394238846
2021-10-14,18.291792123458013
2021-10-15,19.84384409259351
2021-10-16,22.8307997361118
2021-10-17,24.404349802083853
2021-10-18,22.157429018229557
2021-10-19,16.618071763672166
2021-10-20,12.463553822754124
2021-10-21,9.347665367065591
2021-10-22,7.0107490252991935
2021-10-23,5.258061768974394
2021-10-24,3.9435463267307953
2021-10-25,2.957659745048096
2021-10-26,2.2182448087860718
2021-10-27,1.6636836065895537
2021-10-28,1.2477627049421651
2021-10-29,0.9358220287066238
2021-10-30,0.7018665215299678
2021-10-31,0.5263998911474758
2021-11-01,0.3947999183606068
2021-11-02,0.29609993877045504
2021-11-03,0.22207495407784128
2021-11-04,0.16655621555838093
2021-11-05,0.12491716166878569
2021-11-06,0.09368787125158926
2021-11-07,0.07026590343869193
2021-11-08,0.05269942757901895
2021-11-09,7.279107904017599
2021-11-10,11.230164261346532
2021-11-11,15.2351231960099
2021-11-12,19.697175730340756
2021-11-13,25.449965131088902
2021-11-14,27.16039051498334
2021-11-15,26.526542886237507
2021-11-16,19.894907164678127
2021-11-17,14.921180373508594
2021-11-18,11.190885280131445
2021-11-19,8.393163960098583
2021-11-20,6.294872970073937
2021-11-21,4.721154727555453
2021-11-22,3.5408660456665895
2021-11-23,2.6556495342499415
2021-11-24,1.991737150687456
2021-11-25,1.4938028630155917
2021-11-26,1.1203521472616937
2021-11-27,0.8402641104462703
2021-11-28,0.6301980828347026
2021-11-29,0.4726485621260269
2021-11-30,7.604486421594522
2021-12-01,12.71378148286256
2021-12-02,17.087419445480254
2021-12-03,16.628064584110188
2021-12-04,12.47104843808264
2021-12-05,9.353286328561978
2021-12-06,7.014964746421484
