date,Ristorante
2021-12-07,5.261223559816112
2021-12-08,3.9459176698620837
2021-12-09,2.9594382523965623
2021-12-10,2.2195786892974216
2021-12-11,1.6646840169730661
2021-12-12,1.2485130127297994
2021-12-13,0.9363847595473496
2021-12-14,4.816871902993846
2021-12-15,6.987653927245385
2021-12-16,8.64699044543404
2021-12-17,11.214409500742198
2021-12-18,13.400390458889984
2021-12-19,14.060709510834155
2021-12-20,14.139282133125617
2021-12-21,10.60446159984421
2021-12-22,7.953346199883157
2021-12-23,5.965009649912367
2021-12-24,4.473757237434275
2021-12-25,3.355317928075706
2021-12-26,2.5164884460567793
2021-12-27,1.8873663345425844
2021-12-28,4.019691417573605
2021-12-29,5.90018522984687
2021-12-30,7.43555558905182
2021-12-31,8.462083358455532
2022-01-01,10.023645852174981
2022-01-02,10.767734389131236
2022-01-03,10.69038412518176
2022-01-04,13.01778809388632
2022-01-05,9.76334107041474
2022-01-06,7.322505802811055
2022-01-07,5.49187935210829
2022-01-08,4.118909514081217
2022-01-09,3.089182135560913
2022-01-10,2.316886601670684
2022-01-11,3.664748284586347
2022-01-12,5.852727880106427
2022-01-13,5.5770459100798195
2022-01-14,5.599451099226531
2022-01-15,4.199588324419898
2022-01-16,3.1496912433149236
2022-01-17,2.3622684324861924
2022-01-18,1.7717013243646442
2022-01-19,1.328775993273483
2022-01-20,0.9965819949551122
2022-01-21,0.7474364962163341
2022-01-22,0.5605773721622506
2022-01-23,0.4204330291216879
2022-01-24,0.3153247718412659
2022-01-25,0.2364935788809494
2022-01-26,0.17737018416071204
2022-01-27,0.13302763812053403
2022-01-28,3.0893540619237347
2022-01-29,11.202432213109468
2022-01-30,15.38099082649877
2022-01-31,14.889909786540745
2022-02-01,11.937432339905557
2022-02-02,8.953074254929167
2022-02-03,6.714805691196875
2022-02-04,7.99443760173099
2022-02-05,13.724994867964911
2022-02-06,16.49166281764035
2022-02-07,17.347913779896928
2022-02-08,13.010935334922696
2022-02-09,9.758201501192021
2022-02-10,7.318651125894015
2022-02-11,5.488988344420511
2022-02-12,4.116741258315383
2022-02-13,3.087555943736537
2022-02-14,2.3156669578024025
2022-02-15,1.7367502183518018
2022-02-16,1.3025626637638512
2022-02-17,0.9769219978228884
2022-02-18,0.7326914983671662
2022-02-19,0.5495186237753746
2022-02-20,0.412138967831531
2022-02-21,0.3091042258736482
2022-02-22,0.23182816940523615
2022-02-23,0.1738711270539271
2022-02-24,0.1304033452904453
2022-02-25,0.09780250896783398
2022-02-26,0.07335188172587548
2022-02-27,0.05501391129440661
2022-02-28,0.04126043347080495
2022-03-01,0.03094532510310371
2022-03-02,0.02320899382732778
2022-03-03,0.017406745370495833
2022-03-04,3.075555059027873
2022-03-05,9.764999627604238
2022-03-06,15.38624972070318
2022-03-07,16.008437290527386
2022-03-08,12.006327967895539
2022-03-09,9.004745975921653
2022-03-10,6.753559481941239
2022-03-11,5.065169611455929
2022-03-12,3.798877208591946
2022-03-13,2.849157906443959
2022-03-14,2.136868429832969
2022-03-15,1.6026513223747267
2022-03-16,1.2019884917810448
2022-03-17,0.9014913688357836
2022-03-18,0.6761185266268376
2022-03-19,0.5070888949701281
2022-03-20,0.38031667122759605
2022-03-21,0.285237503420697
2022-03-22,4.266011460898857
2022-03-23,6.89742526234081
2022-03-24,8.537652280088942
2022-03-25,8.944905876733372
2022-03-26,6.708679407550029
2022-03-27,5.031509555662521
2022-03-28,3.7736321667468906
2022-03-29,7.150224125060169
2022-03-30,12.01891809379513
2022-03-31,14.951688570346347
2022-04-01,18.692933094426426
2022-04-02,24.488449820819824
2022-04-03,25.470504032281536
2022-04-04,24.529961357544487
2022-04-05,18.397471018158363
2022-04-06,13.798103263618772
2022-04-07,10.348577447714078
2022-04-08,7.761433085785558
2022-04-09,5.821074814339167
2022-04-10,4.365806110754375
2022-04-11,3.2743545830657808
2022-04-12,2.4557659372993355
2022-04-13,1.8418244529745016
2022-04-14,1.381368339730876
2022-04-15,1.036026254798157
2022-04-16,0.7770196910986177
2022-04-17,0.5827647683239632
2022-04-18,0.4370735762429724
2022-04-19,0.32780518218222926
2022-04-20,0.24585388663667193
2022-04-21,0.1843904149775039
2022-04-22,5.002876144566462
2022-04-23,15.939657108424848
2022-04-24,22.735992831318637
2022-04-25,25.55199462348898
2022-04-26,42.663995967616735
2022-04-27,31.99799697571255
2022-04-28,23.998497731784408
2022-04-29,17.998873298838305
2022-04-30,13.499154974128729
2022-05-01,10.124366230596545
2022-05-02,7.593274672947408
2022-05-03,5.694956004710555
2022-05-04,4.271217003532916
2022-05-05,3.203412752649687
2022-05-06,2.402559564487265
2022-05-07,1.8019196733654488
2022-05-08,1.3514397550240864
2022-05-09,1.0135798162680647
2022-05-10,5.801851528867716
2022-05-11,10.049305313317454
2022-05-12,12.964062318321425
2022-05-13,14.0251300720744
2022-05-14,10.5188475540558
2022-05-15,7.889135665541849
2022-05-16,5.916851749156386
2022-05-17,4.43763881186729
2022-05-18,3.328229108900467
2022-05-19,2.4961718316753503
2022-05-20,1.8721288737565127
2022-05-21,1.4040966553173844
2022-05-22,1.0530724914880383
2022-05-23,0.7898043686160287
2022-05-24,0.5923532764620214
2022-05-25,0.44426495734651605
2022-05-26,0.333198718009887
2022-05-27,5.249899038507416
2022-05-28,12.187424278880565
2022-05-29,17.43223487582709
2022-05-30,19.449176156870315
2022-05-31,18.756882117652736
2022-06-01,18.85932825490622
2022-06-02,20.59241285784633
2022-06-03,21.204726310051413
2022-06-04,21.757711399205224
2022-06-05,20.422450216070583
2022-06-06,19.546004328719604
2022-06-07,18.9895032465397
2022-06-08,18.00254410157144
2022-06-09,18.50190807617858
2022-06-10,15.970181057133935
2022-06-11,11.97763579285045
2022-06-12,8.983226844637837
2022-06-13,6.737420133478378
2022-06-14,5.053065100108783
2022-06-15,3.789798825081587
2022-06-16,2.84234911881119
2022-06-17,6.5275951724417265
2022-06-18,13.812363045997962
2022-06-19,17.817605617831806
2022-06-20,20.70695421337385
2022-06-21,15.530215660030388
2022-06-22,11.64766174502279
2022-06-23,8.73574630876709
2022-06-24,11.822643064908652
2022-06-25,19.80448229868149
2022-06-26,23.790861724011116
2022-06-27,24.791062959675006
2022-06-28,22.90329721975625
2022-06-29,21.437889581483855
2022-06-30,21.568000519446223
2022-07-01,22.363500389584665
2022-07-02,24.62679195885517
2022-07-03,24.668010635808045
2022-07-04,23.803091310189362
2022-07-05,17.85231848264202
2022-07-06,13.389238861981514
2022-07-07,10.041929146486135
2022-07-08,11.0001968598646
2022-07-09,15.718897644898451
2022-07-10,18.74750656700717
2022-07-11,18.71687992525538
2022-07-12,19.397659943941534
2022-07-13,19.95449495795615
2022-07-14,20.955454551800447
2022-07-15,23.404090913850336
2022-07-16,27.094734852054422
2022-07-17,28.21688447237415
2022-07-18,27.318913354280614
2022-07-19,20.489185015710458
2022-07-20,15.366888761782842
2022-07-21,11.525166571337131
2022-07-22,13.05012492850285
2022-07-23,18.235510363043804
2022-07-24,20.384966105616186
2022-07-25,22.715807912545472
2022-07-26,25.786855934409108
2022-07-27,28.767225284140167
2022-07-28,29.471252296438458
2022-07-29,26.645105888995513
2022-07-30,19.983829416746634
2022-07-31,14.987872062559974
2022-08-01,11.24090404691998
2022-08-02,13.680678035189986
2022-08-03,17.63550852639249
2022-08-04,19.976631394794364
2022-08-05,21.388723546095772
2022-08-06,23.71862599290516
2022-08-07,24.403552828012206
2022-08-08,25.82349795434249
2022-08-09,20.027623465756864
2022-08-10,15.020717599317647
2022-08-11,11.265538199488233
2022-08-12,13.897070316282843
2022-08-13,19.276969403878798
2022-08-14,25.3327270529091
2022-08-15,28.239128623015162
2022-08-16,30.009346467261373
2022-08-17,31.132009850446032
2022-08-18,32.02609072116786
2022-08-19,32.832068040875896
2022-08-20,35.415717697323586
2022-08-21,37.29095493965936
2022-08-22,35.009882871411186
2022-08-23,27.567412153558386
2022-08-24,20.675559115168788
2022-08-25,15.50666933637659
2022-08-26,11.63000200228244
2022-08-27,8.722501501711829
2022-08-28,6.541876126283872
2022-08-29,4.906407094712903
2022-08-30,3.679805321034677
2022-08-31,2.7598539907760076
2022-09-01,2.0698904930820055
2022-09-02,5.437834536478171
2022-09-03,10.890875902358628
2022-09-04,16.793156926768972
2022-09-05,18.67820102841006
2022-09-06,21.258650771307547
2022-09-07,22.246071411813993
2022-09-08,23.53872022552716
2022-09-09,24.77904016914537
2022-09-10,28.1884467935257
2022-09-11,29.068418428477607
2022-09-12,28.561730488024875
2022-09-13,21.42129786601865
2022-09-14,16.065973399513986
2022-09-15,12.04948004963549
2022-09-16,9.037110037226617
2022-09-17,6.777832527919962
2022-09-18,5.083374395939971
2022-09-19,3.8125307969549778
2022-09-20,9.307314764382902
2022-09-21,13.417986073287178
2022-09-22,16.250989554965383
2022-09-23,19.136158832890704
2022-09-24,25.88336912466803
2022-09-25,27.42294351016769
2022-09-26,26.546374299292438
2022-09-27,21.929780724469325
2022-09-28,19.17650221001866
2022-09-29,17.507376657513998
2022-09-30,16.140949159802165
2022-10-01,16.32446186985162
2022-10-02,17.118346402388713
2022-10-03,15.276259801791534
2022-10-04,15.167194851343652
2022-10-05,14.729562805174405
2022-10-06,14.80758877054747
2022-10-07,16.3244415779106
2022-10-08,18.670414516766282
2022-10-09,18.84656088757471
2022-10-10,17.6453373323477
2022-10-11,19.294002999260776
2022-10-12,17.69966891611225
2022-10-13,17.45183502041752
2022-10-14,18.08887626531314
2022-10-15,19.410407198984853
2022-10-16,18.98488873257197
2022-10-17,19.35324988276231
2022-10-18,17.49493741207173
2022-10-19,16.944119725720466
2022-10-20,16.718506460957016
2022-10-21,18.257629845717762
2022-10-22,19.203639050954987
2022-10-23,18.90272928821624
2022-10-24,18.749963632828845
2022-10-25,18.282472724621634
2022-10-26,17.211854543466227
2022-10-27,16.950557574266337
2022-10-28,17.91083484736642
2022-10-29,20.870626135524812
2022-10-30,22.09046960164361
2022-10-31,22.651185534566036
2022-11-01,19.328389150924526
2022-11-02,16.173375196526727
2022-11-03,14.609198064061712
2022-11-04,13.665231881379619
2022-11-05,13.176007244368048
2022-11-06,12.829922099942703
2022-11-07,12.424524908290362
2022-11-08,14.548393681217773
2022-11-09,17.359211927579995
2022-11-10,19.57149227901833
2022-11-11,22.345285875930415
2022-11-12,25.842297740281147
2022-11-13,27.26713997187753
2022-11-14,27.68993831224148
2022-11-15,23.027453734181105
2022-11-16,19.645590300635828
2022-11-17,17.588359392143538
2022-11-18,17.649602877440987
2022-11-19,17.653868824747406
2022-11-20,17.261234951893886
2022-11-21,15.70634288058708
2022-11-22,16.04975716044031
2022-11-23,16.4227345369969
2022-11-24,16.910800902747674
2022-11-25,17.058100677060754
2022-11-26,20.1894088411289
2022-11-27,20.73580663084667
2022-11-28,19.697688306468336
2022-11-29,21.533266229851254
2022-11-30,23.441616339055106
2022-12-01,22.831212254291327
