date,Pasqua
2022-02-12,3.3532189655126468
2022-02-13,5.233664224134485
2022-02-14,5.029414834767531
2022-02-15,6.5620611260756485
2022-02-16,6.952795844556737
2022-02-17,8.120846883417553
2022-02-18,8.288551829229831
2022-02-19,6.216413871922374
2022-02-20,4.662310403941779
2022-02-21,3.4967328029563345
2022-02-22,2.6225496022172505
2022-03-01,1.9669122016629377
2022-03-02,1.475184151247203
2022-03-03,1.106388113435402
2022-03-04,2.131874418409885
2022-03-05,4.078072480474081
2022-03-06,6.652304360355561
2022-03-07,9.08297827026667
2022-03-08,10.072233702700002
2022-03-09,9.929175277025001
2022-03-10,9.967714791102084
2022-03-11,8.788286093326564
2022-03-12,6.591214569994922
2022-03-13,4.943410927496191
2022-03-14,3.707558195622143
2022-03-15,2.780668646716607
2022-03-16,2.085501485037455
2022-03-17,1.564126113778091
2022-03-18,3.193927918666902
2022-03-19,6.343362605666844
2022-03-20,7.778355287583466
2022-03-21,9.1150164656876
2022-03-22,9.9662623492657
2022-03-23,10.401780095282607
2022-03-24,10.020085071461954
2022-03-25,9.108813803596465
2022-03-26,6.831610352697349
2022-03-27,5.123707764523012
2022-03-28,3.8427808233922582
2022-03-29,6.732085617544195
2022-03-30,9.684480879824813
2022-03-31,10.586277326535276
2022-04-01,12.335541328234791
2022-04-02,15.053739329509426
2022-04-03,16.50905449713207
2022-04-04,17.36095753951572
2022-04-05,17.09071815463679
2022-04-06,15.984705282644258
2022-04-07,16.99894562864986
2022-04-08,16.499209221487394
2022-04-09,16.718156916115543
2022-04-10,17.30945102041999
2022-04-11,17.930004931981657
2022-04-12,14.357503698986243
2022-04-13,11.726461107573014
2022-04-14,10.117762497346426
2022-04-15,8.911238539676486
2022-04-16,9.902178904757365
2022-04-17,13.968300845234692
2022-04-18,11.174142300592685
2022-04-19,8.380606725444514
2022-04-20,6.285455044083385
2022-04-21,4.714091283062538
2022-04-22,4.7959851289635695
2022-04-23,9.534488846722677
2022-04-24,12.140449968375343
2022-04-25,11.355337476281505
2022-04-26,8.516503107211129
2022-04-27,6.387377330408347
2022-04-28,4.79053299780626
2022-04-29,4.217899748354695
2022-04-30,3.882174811266021
2022-05-01,4.942881108449516
2022-05-02,5.842577498003803
2022-05-03,5.751933123502852
2022-05-04,5.855616509293806
2022-05-05,5.516712381970354
2022-05-06,4.2625342864777656
2022-05-07,3.196900714858324
2022-05-08,2.3976755361437427
2022-05-09,1.798256652107807
2022-05-10,2.2786924890808553
2022-05-11,3.386102700143975
2022-05-12,3.0708270251079814
2022-05-13,2.4802036021643192
2022-05-14,1.8601527016232393
2022-05-15,1.3951145262174294
2022-05-16,1.0463358946630719
2022-05-17,0.7847519209973038
2022-05-18,0.5885639407479778
2022-05-19,0.4414229555609833
2022-05-20,0.6019005500040708
2022-05-21,1.0243420791697198
2022-05-22,1.4036732260439564
2022-05-23,2.3652549195329677
2022-05-24,1.7739411896497257
2022-05-25,1.330455892237294
2022-05-26,0.9978419191779704
2022-05-27,1.7067147727168113
2022-05-28,3.5092027462042754
2022-05-29,3.798568726319873
2022-05-30,6.744759878073239
2022-05-31,5.118569908554928
2022-06-01,5.943094098082862
2022-06-02,5.051070573562146
2022-06-03,4.861219596838276
2022-06-04,3.6771646976287067
2022-06-05,4.35162352322153
2022-06-06,4.357467642416148
2022-06-07,3.2681007318121105
2022-06-14,2.4510755488590825
2022-06-15,1.8383066616443118
2022-06-16,1.3787299962332336
2022-06-17,1.2215474971749252
2022-06-18,2.0307439562145273
2022-06-19,2.6063913004942285
2022-06-20,2.246460142037338
2022-06-21,1.6848451065280032
2022-06-28,2.5657171632293356
2022-06-29,3.1638712057553353
2022-06-30,2.8208200709831677
2022-07-01,3.7510317199040424
2022-07-02,4.552857123261365
2022-07-03,4.195892842446024
2022-07-04,3.417752965167851
2022-07-05,2.563314723875888
2022-07-12,1.9745693762402492
2022-07-13,1.81426036551352
2022-07-14,3.0169452741351406
2022-07-15,2.5752089556013553
2022-07-16,3.2855733833676837
2022-07-17,3.0058467041924293
2022-07-18,3.6085516948109886
2022-07-19,2.706413771108241
2022-07-20,2.029810328331181
2022-07-21,1.5223577462483855
2022-07-22,1.4646849763529557
2022-07-23,4.067263732264718
2022-07-24,3.5296144658652047
2022-07-25,2.8138775160655696
2022-07-26,2.940408137049177
2022-07-27,4.174056102786883
2022-07-28,5.734708743756829
2022-07-29,5.1343648911509545
2022-07-30,3.8507736683632157
2022-07-31,2.8880802512724113
2022-08-01,2.1660601884543085
2022-08-02,2.804545141340731
2022-08-03,6.113825522672217
2022-08-04,5.710369142004162
2022-08-05,4.761943523169788
2022-08-06,4.654790975710674
2022-08-07,4.2098432317830055
2022-08-08,4.490715757170587
2022-08-09,3.3680368178779405
2022-08-16,3.348944280075122
2022-08-17,2.928374876723008
2022-08-18,2.248364490875589
2022-08-19,2.2175233681566917
2022-08-20,2.6110591927841855
2022-08-21,2.958294394588139
2022-08-22,3.3958041292744374
2022-08-23,3.966853096955828
2022-08-24,2.9751398227168706
2022-08-25,2.231354867037653
2022-08-26,1.6735161502782396
2022-08-27,1.2551371127086797
2022-08-28,0.9413528345315096
2022-08-29,0.7060146258986322
2022-08-30,0.5295109694239741
2022-09-27,1.522133227067981
2022-09-28,1.829099920300986
2022-09-29,1.7780749402257394
2022-09-30,1.5627228718359714
2022-10-01,1.6303754872103118
2022-10-02,2.3581982820744005
2022-10-03,2.122815378222467
2022-10-04,1.59211153366685
2022-11-08,1.4857503169168043
2022-11-09,1.3018127376876032
2022-11-10,1.330526219932369
2022-11-11,1.0603946649492768
2022-11-12,0.9723793320452909
2022-11-13,1.083451165700635
2022-11-14,2.0000883742754763
2022-11-15,1.9800662807066072
2022-11-16,2.130883043863289
2022-11-17,2.6606622828974666
2022-11-18,3.0788300455064332
2022-11-19,3.652872534129825
2022-11-20,4.229237733930702
2022-11-21,4.38026163378136
2022-11-22,3.2851962253360196
2022-11-29,17.047230502335353
2022-11-30,26.639589543418182
2022-12-01,36.72969215756364
