date,Gita
2022-03-11,3.240760882112059
2022-03-12,2.430570661584044
2022-03-13,1.822927996188033
2022-03-14,1.3671959971410246
2022-03-15,1.0253969978557684
2022-03-22,2.8627977483918268
2022-03-23,2.92834831129387
2022-03-24,3.842094566803736
2022-03-25,3.1732375917694684
2022-03-26,2.379928193827101
2022-03-27,1.7849461453703257
2022-03-28,1.3387096090277442
2022-03-29,1.004032206770808
2022-04-12,2.2530241550781063
2022-04-13,2.793934782975246
2022-04-14,2.1996177538981008
2022-04-15,1.7226299820902422
2022-04-16,1.4586391532343483
2022-04-17,1.354396031592428
2022-04-18,1.7553803570276543
2022-04-19,1.3165352677707405
2022-05-10,1.1749014508280553
2022-05-11,1.5061760881210415
2022-05-12,2.2442153994241143
2022-05-13,1.7248282162347524
2022-05-14,1.293621162176064
2022-05-15,0.9702158716320479
2022-05-16,0.7276619037240358
2022-05-17,0.5457464277930268
2022-05-24,0.40930982084477013
2022-05-25,0.30698236563357756
2022-05-26,0.23023677422518316
2022-05-27,0.41226091400222076
2022-05-28,3.580029018835
2022-05-29,3.6329384307929167
2022-05-30,3.9955371564280204
2022-05-31,2.996652867321015
2022-06-07,3.039156317157428
2022-06-08,2.6335339045347372
2022-06-09,2.6418170950677196
2022-06-10,3.283446154634123
2022-06-11,2.462584615975592
2022-06-12,1.846938461981694
2022-06-13,1.3852038464862704
2022-06-14,1.0389028848647026
2022-06-28,2.029177163648527
2022-06-29,2.0218828727363953
2022-06-30,2.151828821218963
2022-07-01,1.7076216159142223
2022-07-02,1.4369662119356665
2022-07-03,1.3068913256184165
2022-07-04,1.053085160880479
2022-07-05,0.7898138706603592
2022-07-19,0.5923604029952694
2022-07-20,0.44427030224645203
2022-07-21,0.33320272668483897
2022-07-22,0.6144853783469626
2022-07-23,1.8358640337602223
2022-07-24,2.8664813586535
2022-07-25,3.6811110189901255
2022-07-26,18.510833264242596
2022-08-02,15.74770828151528
2022-08-03,12.102447877803126
2022-08-04,11.11850257501901
2022-08-05,9.620126931264256
2022-08-06,9.527595198448191
2022-08-07,8.24986306550281
2022-08-08,7.947813965793774
2022-08-09,5.9608604743453295
2022-08-16,6.439395355758998
2022-08-17,6.162879850152581
2022-08-18,5.736743220947768
2022-08-19,4.437974082377493
2022-08-20,5.3909805617831195
2022-08-21,6.470318754670673
2022-08-22,5.9777390660030045
2022-08-23,4.483304299502253
2022-08-30,3.3624782246266895
2022-08-31,2.521858668470017
2022-09-01,1.8913940013525126
2022-09-02,2.762295501014384
2022-09-03,2.8321382924274543
2022-09-04,4.280353719320591
2022-09-05,5.09568195615711
2022-09-06,3.821761467117832
2022-09-27,3.0954877670050407
2022-09-28,2.873699158587114
2022-09-29,3.3115243689403355
2022-09-30,3.671143276705252
2022-10-01,3.7741907908622725
2022-10-02,4.382726426480038
2022-10-03,3.6516281531933616
2022-10-04,2.738721114895021
2022-10-11,2.731124169504599
2022-10-12,3.215009793795116
2022-10-13,3.0258406786796708
2022-10-14,2.456880509009753
2022-10-15,2.4364103817573146
2022-10-16,2.4523077863179856
2022-10-17,3.047564173071823
2022-10-18,3.8056731298038673
2022-10-19,2.9480048473529
2022-10-20,3.2422536355146754
2022-10-21,3.9941902266360065
2022-10-22,4.922726003310339
2022-10-23,4.48371116914942
2022-10-24,5.1127833768620645
2022-10-25,3.834587532646548
2022-11-01,3.3238573161515776
2022-11-02,2.6283096537803496
2022-11-03,2.6170655736685955
2022-11-04,2.879465846918113
2022-11-05,2.7845993851885846
2022-11-06,3.578032872224772
2022-11-07,2.943941320835245
2022-11-08,3.087955990626434
2022-11-09,3.940966992969826
2022-11-10,3.653641911394036
2022-11-11,3.6673147668788606
2022-11-12,3.323402741825812
2022-11-13,4.46130205636936
2022-11-14,4.523059875610353
2022-11-15,4.502294906707765
2022-11-16,4.345471180030823
2022-11-17,4.332020051689784
2022-11-18,3.5198483721006713
2022-11-19,3.4836362790755033
2022-11-20,3.404393875973294
2022-11-21,2.9595454069799705
2022-11-22,4.969659055234978
2022-11-29,7.102244291426235
2022-11-30,8.81626655190301
2022-12-01,6.612199913927257
