date,Montagna
2022-05-02,6.084932403928018
2022-05-03,8.063699302946015
2022-05-04,7.079024477209511
2022-05-05,6.0696850245738
2022-05-06,4.8751804350970165
2022-05-07,3.6563853263227624
2022-05-08,2.742288994742071
2022-05-09,2.056716746056553
2022-05-10,2.9325375595424146
2022-05-11,2.688986502990144
2022-05-12,2.6104898772426077
2022-05-13,2.384950741265289
2022-05-14,1.7887130559489668
2022-05-15,1.3415347919617249
2022-05-16,1.0061510939712937
2022-05-17,0.7546133204784702
2022-05-18,0.5659599903588526
2022-05-19,0.42446999276913944
2022-05-20,0.6516858279101879
2022-05-21,1.8325143709326412
2022-05-22,3.676469111532815
2022-05-23,4.830268500316278
2022-05-24,3.6227013752372086
2022-05-25,2.717026031427906
2022-05-26,2.0377695235709297
2022-05-27,1.9033271426781972
2022-05-28,2.6045786903419814
2022-05-29,3.0992673510898197
2022-05-30,3.9494505133173647
2022-05-31,3.142087884988024
2022-06-01,3.3773992470743517
2022-06-02,3.4497161019724305
2022-06-03,4.087287076479323
2022-06-04,3.659215307359492
2022-06-05,4.442328147186286
2022-06-06,4.081746110389715
2022-06-07,5.181309582792286
2022-06-08,5.271398853760881
2022-06-09,5.391049140320661
2022-06-10,5.0016201885738285
2022-06-11,3.751215141430371
2022-06-12,2.813411356072778
2022-06-13,2.110058517054583
2022-06-14,1.5825438877909372
2022-06-15,1.1869079158432028
2022-06-16,0.8901809368824021
2022-06-17,1.219719035995135
2022-06-18,1.8210392769963515
2022-06-19,4.136612791080598
2022-06-20,4.112876259977115
2022-06-21,3.0846571949828365
2022-06-22,2.3134928962371273
2022-06-23,1.7351196721778455
2022-06-24,3.0617564208000516
2022-06-25,5.973400648933372
2022-06-26,9.177967153366696
2022-06-27,8.727225365025022
2022-06-28,8.935419023768766
2022-06-29,6.972397601159908
2022-06-30,5.7188815342032635
2022-07-01,4.768327817319114
2022-07-02,4.253329196322668
2022-07-03,4.064996897242001
2022-07-04,4.1737476729315
2022-07-05,3.130310754698625
2022-07-06,2.3477330660239684
2022-07-07,1.7607997995179763
2022-07-08,2.237266516305149
2022-07-09,4.980033220562196
2022-07-10,5.360024915421646
2022-07-11,4.957518686566234
2022-07-12,4.318139014924675
2022-07-13,4.176104261193506
2022-07-14,5.13207819589513
2022-07-15,5.109475313588014
2022-07-16,4.80085648519101
2022-07-17,5.9027256972265905
2022-07-18,5.520794272919942
2022-07-19,4.140595704689956
2022-07-20,3.105446778517467
2022-07-21,2.3290850838881
2022-07-22,2.8613971462494083
2022-07-23,9.271047859687057
2022-07-24,13.703285894765294
2022-07-25,14.319131087740637
2022-07-26,11.899348315805476
2022-07-27,11.455761236854107
2022-07-28,9.706404260973914
2022-07-29,7.654803195730435
2022-07-30,5.741102396797825
2022-07-31,4.305826797598368
2022-08-01,3.229370098198776
2022-08-02,3.9320275736490826
2022-08-03,4.167770680236813
2022-08-04,5.865411343510943
2022-08-05,5.346975174299874
2022-08-06,5.687314714058238
2022-08-07,5.421736035543678
2022-08-08,5.764218693324425
2022-08-09,4.323164019993318
2022-08-10,3.2423730149949885
2022-08-11,2.4317797612462413
2022-08-12,2.7821681542680143
2022-08-13,4.138709449034344
2022-08-14,4.197782086775758
2022-08-15,7.512919898415152
2022-08-16,7.224689923811364
2022-08-17,7.33518410952519
2022-08-18,6.928471415477225
2022-08-19,6.1859368949412525
2022-08-20,6.566536004539273
2022-08-21,7.049902003404455
2022-08-22,8.047843169220007
2022-08-23,6.035882376915005
2022-08-30,4.526911782686253
2022-08-31,3.3951838370146894
2022-09-01,2.546387877761017
2022-09-02,2.5452075749874292
2022-09-03,3.9297390145739057
2022-09-04,4.978554260930429
2022-09-05,5.442249029031155
2022-09-06,4.831686771773366
2022-09-07,4.592515078830024
2022-09-08,4.538136309122518
2022-09-09,4.549435565175222
2022-09-10,4.172493340548083
2022-09-11,5.0043700054110625
2022-09-12,5.565777504058297
2022-09-13,8.004333128043724
2022-09-14,8.065749846032793
2022-09-15,6.528479051191261
2022-09-16,6.729692621726779
2022-09-17,5.766019466295084
2022-09-18,6.074514599721314
2022-09-19,5.399635949790985
2022-09-20,4.749726962343239
2022-09-21,4.728961888424096
2022-09-22,4.317554749651405
2022-09-23,3.488166062238554
2022-09-24,5.116124546678916
2022-09-25,4.993343410009186
2022-09-26,4.140840890840223
2022-09-27,4.185630668130167
2022-09-28,3.4413063344309585
2022-09-29,3.976813084156552
2022-09-30,4.222193146450747
2022-10-01,4.010394859838061
2022-10-02,3.674462811545212
2022-10-03,3.912097108658909
2022-10-04,5.204072831494182
2022-10-05,4.944721290287303
2022-10-06,4.146040967715478
2022-10-07,3.8491140591199415
2022-10-08,4.303502211006623
2022-10-09,4.425543324921634
2022-10-10,4.204574160357892
2022-10-11,3.153430620268419
2022-10-18,4.250489631867981
2022-10-19,4.4378672239009855
2022-10-20,6.151317084592407
2022-10-21,5.061404480110971
2022-10-22,4.556470026749895
2022-10-23,3.7715191867290874
2022-10-24,3.589056056713482
2022-10-25,2.6917920425351114
2022-11-01,2.643844031901333
2022-11-02,4.462049690592667
2022-11-03,4.5652872679445
2022-11-04,5.517715450958375
2022-11-05,5.315369921552113
2022-11-06,4.7365274411640845
2022-11-07,5.364895580873063
2022-11-08,4.023671685654797
2022-11-29,15.569837097574435
2022-11-30,23.82321115651416
2022-12-01,32.11740836738562
