date,Vacanze
2022-06-19,4.540907631009876
2022-06-20,5.05151405659074
2022-06-21,3.7886355424430547
2022-06-22,2.8414766568322904
2022-06-23,2.1311074926242175
2022-06-24,3.8170806194681637
2022-06-25,7.206560464601123
2022-06-26,8.644503681784176
2022-06-27,11.035461094671465
2022-06-28,11.826595821003599
2022-06-29,9.849113532419365
2022-06-30,8.907668482647857
2022-07-01,8.368251361985893
2022-07-02,6.276188521489419
2022-07-03,4.707141391117064
2022-07-04,3.530356043337798
2022-07-05,2.647767032503348
2022-07-06,1.9858252743775109
2022-07-07,1.4893689557831329
2022-07-08,1.6586933835040165
2022-07-09,3.7127700376280126
2022-07-10,4.294994194887677
2022-07-11,4.314995646165758
2022-07-12,4.476246734624318
2022-07-13,4.336351717634906
2022-07-14,4.231430454892846
2022-07-15,3.8714895078363005
2022-07-16,3.695283797543892
2022-07-17,4.6152128481579195
2022-07-18,5.211409636118439
2022-07-19,3.908557227088829
2022-07-20,2.9314179203166213
2022-07-21,2.1985634402374656
2022-07-22,1.6489225801780991
2022-07-23,1.2366919351335741
2022-07-24,0.9275189513501806
2022-07-25,0.6956392135126354
2022-07-26,7.302979410134478
2022-07-27,14.310567890934195
2022-07-28,16.670425918200646
2022-07-29,14.898652771983818
2022-07-30,11.173989578987861
2022-07-31,8.380492184240895
2022-08-01,6.285369138180671
2022-08-02,6.294026853635503
2022-08-03,6.803853473559961
2022-08-04,9.32164010516997
2022-08-05,9.741230078877477
2022-08-06,10.941339225824773
2022-08-07,9.945587752701913
2022-08-08,10.834190814526435
2022-08-09,8.125643110894826
2022-08-10,6.094232333171119
2022-08-11,4.570674249878339
2022-08-12,4.292589020742088
2022-08-13,5.573608432223232
2022-08-14,6.5864563241674245
2022-08-15,6.241925576458902
2022-08-16,6.721444182344177
2022-08-17,6.8327498034248
2022-08-18,5.947479019235266
2022-08-19,6.502275931093116
2022-08-20,5.793373614986503
2022-08-21,6.4179468779065445
2022-08-22,6.115543491763241
2022-08-23,4.58665761882243
2022-08-24,3.439993214116823
2022-08-25,2.579994910587617
2022-08-26,1.9349961829407125
2022-08-27,1.4512471372055342
2022-08-28,1.0884353529041506
2022-08-29,0.8163265146781129
2022-08-30,0.6122448860085846
2022-08-31,0.45918366450643844
2022-09-01,0.3443877483798288
2022-09-02,1.1020408112848716
2022-09-03,2.503613941796987
2022-09-04,4.898543789681074
2022-09-05,6.007241175594141
2022-09-06,4.505430881695605
2022-09-07,3.3790731612717035
2022-09-08,2.534304870953777
2022-09-09,2.265311986548666
2022-09-10,2.7510673232448326
2022-09-11,3.5841338257669584
2022-09-12,4.156850369325219
2022-09-13,5.957637776993914
2022-09-14,6.4994783327454355
2022-09-15,5.6141920828924095
2022-09-16,5.158560728835973
2022-09-17,3.86892054662698
2022-09-18,2.9016904099702345
2022-09-19,2.1762678074776756
2022-09-20,2.2522008556082564
2022-09-21,2.147483975039526
2022-09-22,2.412696314612978
2022-09-23,2.9241055692930664
2022-09-24,3.6514125103031336
2022-09-25,3.1656427160606837
2022-09-26,3.436732037045513
2022-09-27,2.5775490277841344
2022-09-28,1.9331617708381006
2022-09-29,1.4498713281285753
2022-09-30,1.4311534960964314
2022-10-01,2.3025317887389902
2022-10-02,2.310232174887576
2022-10-03,3.732674131165682
2022-10-04,3.3995055983742617
2022-10-05,3.7475458654473632
2022-10-06,4.185659399085522
2022-10-07,5.107994549314141
2022-10-08,4.872662578652273
2022-10-09,5.758663600655871
2022-10-10,5.839831033825236
2022-10-11,5.459873275368927
2022-10-12,4.386571623193362
2022-10-13,4.633678717395021
2022-10-14,3.569009038046266
2022-10-15,2.676756778534699
2022-10-16,2.0075675839010243
2022-10-17,1.5056756879257682
2022-10-18,4.809256765944327
2022-10-19,7.763192574458246
2022-10-20,8.395311097510351
2022-10-21,7.0673166564660965
2022-10-22,5.300487492349571
2022-10-23,3.975365619262178
2022-10-24,2.981524214446633
2022-10-25,2.626143160834975
2022-10-26,3.469607370626232
2022-10-27,3.4667888613030073
2022-10-28,3.173008312643922
2022-10-29,3.2443395678162754
2022-10-30,3.495754675862207
2022-10-31,4.371816006896656
2022-11-01,4.268862005172491
2022-11-02,5.149563170546035
2022-11-03,4.258005711242859
2022-11-04,4.193504283432144
2022-11-05,3.1451282125741082
2022-11-06,2.358846159430581
2022-11-07,1.7691346195729356
2022-11-08,1.8068509646797017
2022-11-09,2.5322215568431097
2022-11-10,2.2324995009656656
2022-11-11,2.945207959057582
2022-11-12,2.2089059692931863
2022-11-13,1.6566794769698896
2022-11-14,1.2425096077274171
2022-11-15,0.9318822057955628
2022-11-16,0.698911654346672
2022-11-17,0.524183740760004
2022-11-18,0.6952211389033363
2022-11-19,0.8964158541775022
2022-11-20,2.9639785572997934
2022-11-21,3.222983917974845
2022-11-22,3.487237938481134
2022-11-23,4.115428453860851
2022-11-24,5.503238007062305
2022-11-25,4.367011838630061
2022-11-26,3.275258878972546
2022-11-27,2.456444159229409
2022-11-28,1.8423331194220567
2022-11-29,12.861749839566546
2022-11-30,20.99006237967491
2022-12-01,22.742546784756183
