date,Vacanze
2021-06-01,6.125
2021-06-02,7.458333333333334
2021-06-03,7.296171171171171
2021-06-04,6.883095238095239
2021-06-05,6.716549295774648
2021-06-06,9.729989604989605
2021-06-07,9.819912070625248
2021-06-08,8.803142263671045
2021-06-09,7.977893125079908
2021-06-10,7.862328669825751
2021-06-11,7.289207310460275
2021-06-12,8.02134699729622
2021-06-13,9.317639955354847
2021-06-14,8.801958243244892
2021-06-15,8.264283486789633
2021-06-16,7.48203916311905
2021-06-17,6.30056496025594
2021-06-18,6.392609306198649
2021-06-19,5.739612591679429
2021-06-20,5.6377196529892375
2021-06-21,5.237755127199094
2021-06-22,3.925976385670735
2021-06-23,2.9431674333460327
2021-06-24,2.206636546341856
2021-06-25,1.6545619496302175
2021-06-26,1.2406878685484966
2021-06-27,0.9303845482486445
2021-06-28,0.6977145432828271
2021-06-29,5.034735259761667
2021-06-30,9.631038929004227
2021-07-01,11.056803492098329
2021-07-02,10.167513287715547
2021-07-03,7.6254434479753455
2021-07-04,5.718974861947369
2021-07-05,4.2891705536886695
2021-07-06,5.086903270223934
2021-07-07,5.346433639309156
2021-07-08,7.676533554545391
2021-07-09,7.601149155096199
2021-07-10,8.971708982807108
2021-07-11,9.926705606775657
2021-07-12,10.195030722951083
2021-07-13,7.64626222875237
2021-07-14,5.734690589007552
2021-07-15,4.3010145203238555
2021-07-16,3.2257589656901784
2021-07-17,2.419318141707863
2021-07-18,1.814487997341503
2021-07-19,1.3608656554779193
2021-07-20,1.0206490489364073
2021-07-21,0.7654866783243232
2021-07-22,0.5741149477806424
2021-07-23,3.0451701345457813
2021-07-24,7.690128433228784
2021-07-25,9.642596587315312
2021-07-26,10.33611417705493
2021-07-27,7.75208543745202
2021-07-28,5.814063968210733
2021-07-29,4.3605479143515185
2021-07-30,4.197494263896936
2021-07-31,5.86687073785197
2021-08-01,7.441819748308662
2021-08-02,8.091781486642914
2021-08-03,6.068836094569271
2021-08-04,4.551627059444688
2021-08-05,3.4137202881247424
2021-08-06,3.747790217515696
2021-08-07,6.331676004719825
2021-08-08,6.863340338146309
2021-08-09,7.814171921984022
2021-08-10,7.760628941415898
2021-08-11,7.257971705554135
2021-08-12,9.47472878084514
2021-08-13,9.053963252061425
2021-08-14,6.790472438081411
2021-08-15,5.092854328018438
2021-08-16,3.819640745708605
2021-08-17,9.164730560242475
2021-08-18,14.696464587594457
2021-08-19,19.678598441199707
2021-08-20,17.883948830763657
2021-08-21,13.412961622818395
2021-08-22,10.059721216970727
2021-08-23,7.544790912647569
2021-08-24,5.6585931844404085
2021-08-25,4.243944888304843
2021-08-26,3.1829586662143092
2021-08-27,3.7205523329995085
2021-08-28,4.696664249757043
2021-08-29,9.084998187342775
2021-08-30,10.605415307180241
2021-08-31,7.954061480376686
2021-09-01,5.965546110277737
2021-09-02,4.474159582705615
2021-09-03,3.355619687027699
2021-09-04,2.5167147652699238
2021-09-05,1.8875360739519644
2021-09-06,1.4156520554637042
2021-09-07,1.0617390415976269
2021-09-08,0.7963042811981351
2021-09-09,0.5972282108985534
2021-09-10,0.4479211581738881
2021-09-11,0.3359408686304009
2021-09-12,0.2519556514727922
2021-09-13,0.18896673860458937
2021-09-14,0.14172505395343932
2021-09-15,0.10629379046507796
2021-09-16,0.07972034284880762
2021-09-17,0.9139569238032925
2021-09-18,1.8521343595191533
2021-09-19,3.8578507696393927
2021-09-20,4.612138077229552
2021-09-21,4.289103557922162
2021-09-22,3.9355776684416193
2021-09-23,3.8475165846645476
2021-09-24,3.3335541051650757
2021-09-25,4.510582245540476
2021-09-26,4.351686684155357
2021-09-27,5.263765013116519
2021-09-28,3.9478237598373878
2021-09-29,2.96086781987804
2021-09-30,2.2206508649085297
2021-10-01,2.9154881486813977
2021-10-02,3.1241161115110483
2021-10-03,3.8014204169666197
2021-10-04,3.2885653127249648
2021-10-05,4.466423984543724
2021-10-06,3.3498179884077928
2021-10-07,2.512363491305844
2021-10-08,2.1446892851460495
2021-10-09,3.504350297192871
2021-10-10,3.9720127228946533
2021-10-11,3.82275954217099
2021-10-12,4.3170696566282425
2021-10-13,4.623218909137848
2021-10-14,4.654914181853386
2021-10-15,5.20993563639004
2021-10-16,4.897035060625863
2021-10-17,4.558192962136064
2021-10-18,5.574894721602048
2021-10-19,4.601171041201535
2021-10-20,3.898794947567818
2021-10-21,3.24701287734253
2021-10-22,3.7165096580068977
2021-10-23,3.20404891017184
2021-10-24,2.7259533492955463
2021-10-25,3.63821501197166
2021-10-26,4.028661258978745
2021-10-27,3.229829277567392
2021-10-28,3.172371958175544
2021-10-29,2.5876123019649913
2021-10-30,2.399042559807077
2021-10-31,3.111781919855308
2021-11-01,2.6671697732248143
2021-11-02,2.0003773299186105
2021-11-03,1.5002829974389578
2021-11-04,1.1252122480792182
2021-11-05,0.8439091860594136
2021-11-06,0.6329318895445601
2021-11-07,0.47469891715842005
2021-11-08,0.356024187868815
2021-11-09,1.631601474234945
2021-11-10,2.838284439009542
2021-11-11,3.8162133292571565
2021-11-12,4.935076663609534
2021-11-13,3.7013074977071505
2021-11-14,2.7759806232803625
2021-11-15,2.081985467460272
2021-11-16,1.5614891005952038
2021-11-17,1.1711168254464028
2021-11-18,0.8783376190848021
2021-11-19,0.8358365476469349
2021-11-20,1.5956274107352013
2021-11-21,2.1758872247180676
2021-11-22,3.038165418538551
2021-11-23,3.7886240639039137
2021-11-24,5.424801381261269
2021-11-25,4.672767702612618
2021-11-26,4.150409110292797
2021-11-27,3.841973499386264
2021-11-28,4.016896791206365
2021-11-29,4.387672593404774
2021-11-30,3.68075444505358
2021-12-01,4.010565833790185
2021-12-02,3.2787577086759723
2021-12-03,2.5424016148403124
2021-12-04,1.9068012111302342
2021-12-05,1.4301009083476754
2021-12-06,1.0725756812607565
2021-12-07,0.8044317609455673
2021-12-08,0.6033238207091755
2021-12-09,0.45249286553188156
2021-12-10,0.3393696491489111
2021-12-11,0.2545272368616833
2021-12-12,0.1908954276462625
2021-12-13,0.14317157073469686
2021-12-14,0.7532120113843562
2021-12-15,0.9086590085382672
2021-12-16,1.0148275897370338
2021-12-17,1.6673706923027756
2021-12-18,2.563028019227082
2021-12-19,2.6931043477536445
2021-12-20,2.3010782608152334
2021-12-21,2.065808695611425
2021-12-22,3.8097731883752357
2021-12-23,3.0239965579480934
2021-12-24,3.6638307517944035
2021-12-25,5.154123063845803
2021-12-26,4.521842297884352
2021-12-27,4.2976317234132635
2021-12-28,3.2232237925599474
2021-12-29,2.41741784441996
2021-12-30,1.81306338331497
2021-12-31,2.016047537486228
2022-01-01,2.5641189864480043
2022-01-02,4.1730892398360036
2022-01-03,5.963150263210336
2022-01-04,7.082362697407753
2022-01-05,6.676355356389148
2022-01-06,5.8510165172918605
2022-01-07,5.357012387968895
2022-01-08,4.788592624310004
2022-01-09,6.2893611348991705
2022-01-10,5.435770851174377
2022-01-11,5.5268281383807825
2022-01-12,4.54095443711892
2022-01-13,4.634882494505857
2022-01-14,3.715745204212726
2022-01-15,2.786808903159544
2022-01-16,2.090106677369658
2022-01-17,1.5675800080272435
2022-01-18,2.6956850060204327
2022-01-19,3.365513754515325
2022-01-20,4.107468649219827
2022-01-21,4.497268153581537
2022-01-22,4.50836778185282
2022-01-23,4.089609169722948
2022-01-24,4.275540210625544
2022-01-25,3.206655157969158
2022-01-26,2.404991368476868
2022-01-27,1.803743526357651
2022-01-28,1.8632243114349047
2022-01-29,2.9911682335761784
2022-01-30,4.3475428418488
2022-01-31,5.4585737980532665
2022-02-01,4.583930348539949
2022-02-02,3.437947761404962
2022-02-03,2.578460821053721
2022-02-04,2.496345615790291
2022-02-05,3.163925878509385
2022-02-06,4.727111075548705
2022-02-07,5.7119999733281945
2022-02-08,4.283999979996145
2022-02-09,3.2129999849971087
2022-02-10,2.4097499887478313
2022-02-11,3.744812491560874
2022-02-12,6.006526035337323
2022-02-13,8.025727859836326
2022-02-14,7.571379228210578
2022-02-15,8.218534421157933
2022-02-16,8.41390081586845
2022-02-17,7.92500894523467
2022-02-18,6.42292337559267
2022-02-19,4.817192531694502
2022-02-20,3.6128943987708766
2022-02-21,2.709670799078157
2022-02-22,2.0322530993086176
2022-02-23,1.5241898244814631
2022-02-24,1.1431423683610973
2022-02-25,0.857356776270823
2022-02-26,0.6430175822031171
2022-02-27,0.4822631866523378
2022-02-28,0.3616973899892533
2022-03-01,0.27127304249193995
2022-03-02,0.20345478186895496
2022-03-03,0.1525910864017162
2022-03-04,0.11444331480128715
2022-03-05,0.08583248610096535
2022-03-06,0.064374364575724
2022-03-07,0.048280773431792996
2022-03-08,0.03621058007384474
2022-03-09,0.027157935055383556
2022-03-10,0.020368451291537665
2022-03-11,0.015276338468653247
2022-03-12,0.011457253851489933
2022-03-13,0.00859294038861745
2022-03-14,0.0064447052914630865
2022-03-15,0.0048335289685973145
2022-03-16,0.0036251467264479856
2022-03-17,0.0027188600448359887
2022-03-18,0.4395391450336271
2022-03-19,2.162987692108554
2022-03-20,5.090990769081416
2022-03-21,7.203659743477729
2022-03-22,6.532744807608297
2022-03-23,6.087058605706223
2022-03-24,5.596543954279666
2022-03-25,6.5099079657097505
2022-03-26,4.882430974282312
2022-03-27,3.6618232307117338
2022-03-28,2.7463674230337998
2022-03-29,4.21977556727535
2022-03-30,5.6127483421231785
2022-03-31,7.5012279232590515
2022-04-01,9.042587609110955
2022-04-02,9.677774040166549
2022-04-03,12.602080530124912
2022-04-04,12.180727064260351
2022-04-05,9.135545298195263
2022-04-06,6.851658973646447
2022-04-07,5.138744230234835
2022-04-08,4.374891506009459
2022-04-09,5.572835296173761
2022-04-10,5.877543138796987
2022-04-11,5.491490687431074
2022-04-12,6.2186180155733055
2022-04-13,5.955630178346645
2022-04-14,5.539639300426651
2022-04-15,6.581812808653321
2022-04-16,5.790526273156657
2022-04-17,6.2908113715341605
2022-04-18,6.155608528650621
2022-04-19,4.616706396487965
2022-04-20,3.4625297973659737
2022-04-21,2.59689734802448
2022-04-22,1.94767301101836
2022-04-23,1.4607547582637699
2022-04-24,1.0955660686978272
2022-04-25,0.8216745515233704
2022-04-26,0.6162559136425277
2022-04-27,0.4621919352318958
2022-04-28,0.3466439514239218
2022-04-29,1.4058162969012746
2022-04-30,4.38769555600929
2022-05-01,6.342855000340302
2022-05-02,7.298807916921893
2022-05-03,5.474105937691419
2022-05-04,4.1055794532685645
2022-05-05,3.0791845899514234
2022-05-06,2.3093884424635673
2022-05-07,1.7320413318476755
2022-05-08,1.2990309988857565
2022-05-09,0.9742732491643172
2022-05-10,0.7307049368732378
2022-05-11,0.5480287026549283
2022-05-12,0.4110215269911962
2022-05-13,0.3082661452433971
2022-05-14,0.23119960893254785
2022-05-15,0.17339970669941085
2022-05-16,0.13004978002455814
2022-05-17,0.0975373350184186
2022-05-18,0.07315300126381394
2022-05-19,0.054864750947860454
2022-05-20,0.5723985632108954
2022-05-21,2.398048922408172
2022-05-22,4.121453358472796
2022-05-23,5.403590018854596
2022-05-24,4.052692514140947
2022-05-25,3.0395193856057103
2022-05-26,2.2796395392042825
2022-05-27,1.709729654403212
2022-05-28,1.2822972408024087
2022-05-29,0.9617229306018065
2022-05-30,0.7212921979513548
2022-05-31,1.8638858151301831
2022-06-01,3.512497694680971
2022-06-02,5.405206604344062
2022-06-03,4.741404953258046
2022-06-04,3.5560537149435345
2022-06-05,2.6670402862076505
2022-06-06,2.0002802146557377
2022-06-07,2.2902101609918035
2022-06-08,3.6134909540771862
2022-06-09,3.6580348822245563
2022-06-10,2.9206094950017505
2022-06-11,2.190457121251313
2022-06-12,1.6428428409384845
2022-06-13,1.2321321307038633
2022-06-14,0.9240990980278975
2022-06-15,0.693074323520923
2022-06-16,0.5198057426406922
2022-06-17,0.8690209736471859
2022-06-18,3.27676573023539
