date,Partita inter
2022-07-24,0.5003551066275397
2022-07-25,0.37526632997065473
2022-07-26,2.1356164141446583
2022-07-27,2.8517123106084936
2022-07-28,3.347117566289704
2022-07-29,3.760338174717278
2022-07-30,2.820253631037958
2022-07-31,2.1151902232784683
2022-08-01,1.586392667458851
2022-08-02,1.1897945005941382
2022-08-03,0.8923458754456036
2022-08-04,0.6692594065842026
2022-08-05,0.5019445549381519
2022-08-06,0.3764584162036139
2022-08-07,0.2823438121527104
2022-08-08,0.21175785911453282
2022-08-09,0.1588183943358996
2022-08-10,0.11911379575192468
2022-08-11,0.0893353468139435
2022-08-12,0.06700151011045763
2022-08-13,0.05025113258284322
2022-08-14,0.03768834943713241
2022-08-15,0.028266262077849307
2022-08-16,0.8961996965583872
2022-08-17,1.8283997724187906
2022-08-18,2.0796331626474265
2022-08-19,2.3513915386522366
2022-08-20,2.4197936539891773
2022-08-21,2.6065119071585494
2022-08-22,2.204883930368912
2022-08-23,3.0236629477766845
2022-08-24,2.267747210832513
2022-08-25,1.7008104081243849
2022-08-26,1.2756078060932885
2022-08-27,0.9567058545699663
2022-08-28,0.7175293909274746
2022-08-29,0.5381470431956059
2022-08-30,0.40361028239670443
2022-08-31,0.3027077117975283
2022-09-01,0.22703078384814623
2022-09-02,0.628606421219443
2022-09-03,2.961038149247916
2022-09-04,5.793695278602604
2022-09-05,5.689021458951952
2022-09-06,4.616766094213964
2022-09-07,4.78549123732714
2022-09-08,3.9224517613286882
2022-09-09,3.358505487663183
2022-09-10,3.258462449080721
2022-09-11,3.298013503477207
2022-09-12,4.223510127607906
2022-09-13,23.167632595705932
2022-09-14,17.375724446779447
2022-09-15,13.031793335084584
2022-09-16,9.773845001313438
2022-09-17,7.330383750985078
2022-09-18,5.497787813238808
2022-09-19,4.1233408599291055
2022-09-20,4.5925056449468284
2022-09-21,4.058962567043454
2022-09-22,4.117138591949257
2022-09-23,3.4524372772952763
2022-09-24,4.578911291304791
2022-09-25,3.965433468478593
2022-09-26,6.203241768025612
2022-09-27,5.032431326019209
2022-09-28,3.961823494514406
2022-09-29,4.013034287552472
2022-09-30,4.863942382331021
2022-10-01,6.210456786748266
2022-10-02,7.2932592567278665
2022-10-03,5.792861109212566
2022-10-04,6.234645831909425
2022-10-05,6.957234373932069
2022-10-06,6.999175780449052
2022-10-07,5.301465168670122
2022-10-08,4.819848876502591
2022-10-09,4.719053324043609
2022-10-10,4.31012332636604
2022-10-11,4.432592494774529
2022-10-12,4.65777770441423
2022-10-13,4.847499944977339
2022-10-14,3.948124958733004
2022-10-15,3.398593719049753
2022-10-16,4.069778622620648
2022-10-17,3.3856673002988193
2022-10-18,2.5392504752241143
2022-10-19,1.9044378564180855
2022-10-20,1.428328392313564
2022-10-21,1.0712462942351728
2022-10-22,0.8034347206763796
2022-10-23,0.6025760405072846
2022-10-24,0.4519320303804635
2022-10-25,1.0576990227853478
2022-10-26,2.720357600422344
2022-10-27,3.717351533650092
2022-10-28,2.985930316904235
2022-10-29,3.4373644043448435
2022-10-30,3.4738566365919663
2022-10-31,4.167892477443975
2022-11-01,11.875919358082982
2022-11-02,8.906939518562236
2022-11-03,6.680204638921677
2022-11-04,5.010153479191257
2022-11-05,3.7576151093934427
2022-11-06,2.8182113320450815
2022-11-07,2.1136584990338108
2022-11-08,1.9081605409420248
2022-11-09,3.837370405706519
2022-11-10,3.6488611376132227
2022-11-11,3.049145853209917
2022-11-12,3.7035260565741046
2022-11-13,3.7151445424305787
2022-11-14,3.2134417401562674
2022-11-15,4.070081305117201
2022-11-16,3.948394312171234
2022-11-17,3.0758790674617593
2022-11-18,3.286075967262986
2022-11-19,3.87080697544724
2022-11-20,3.7676885649187635
2022-11-21,3.117433090355739
2022-11-22,3.888074817766804
2022-11-23,4.311889446658436
2022-11-24,3.8172504183271605
2022-11-25,3.2900211470787037
2022-11-26,3.1758491936423616
2022-11-27,2.881886895231771
2022-11-28,2.828081838090495
2022-11-29,3.3510613785678713
2022-11-30,3.419546033925904
2022-12-01,2.5646595254444278
