date,Partita inter
2021-06-01,2.7916666666666665
2021-06-02,6.148809523809524
2021-06-03,5.381756756756757
2021-06-04,3.657380952380952
2021-06-05,3.182405036278276
2021-06-06,4.077331452331452
2021-06-07,3.0452296259773193
2021-06-08,2.365913946587537
2021-06-09,2.6386648780628637
2021-06-10,2.7895805858085057
2021-06-11,2.779249087103143
2021-06-12,2.642608541297661
2021-06-13,3.118256500110411
2021-06-14,3.151789870940986
2021-06-15,2.3531700787508663
2021-06-16,1.7589216472546643
2021-06-17,1.3158607703923932
2021-06-18,0.9850304523644433
2021-06-19,0.7377271711159555
2021-06-20,0.5527086453792264
2021-06-21,0.41420205872851396
2021-06-22,1.1974654011233388
2021-06-23,1.1688941599969906
2021-06-24,1.1057739523986683
2021-06-25,2.007092078692002
2021-06-26,1.5675709899789738
2021-06-27,1.8945666616143453
2021-06-28,1.6291740728983883
2021-06-29,1.2217835511392696
2021-06-30,0.9162831064464911
2021-07-01,0.6871816447714532
2021-07-02,0.5153689745790995
2021-07-03,0.3865170233160272
2021-07-04,0.289882307191721
2021-07-05,0.21740865907892587
2021-07-06,0.16305476673729213
2021-07-07,0.12229010331179144
2021-07-08,0.09171703088703204
2021-07-09,0.0687874657077741
2021-07-10,0.05159042633733961
2021-07-11,0.03869272247286173
2021-07-12,0.029019487134806624
2021-07-13,0.021764584571296722
2021-07-14,0.016323421114873254
2021-07-15,0.012242556097273418
2021-07-16,0.009181911594841833
2021-07-17,0.1735533210136753
2021-07-18,2.0572502205884313
2021-07-19,2.063771003698471
2021-07-20,1.5478279605841343
2021-07-21,1.1608708060814381
2021-07-22,0.8706530121104789
2021-07-23,0.6529897070794064
2021-07-24,0.48974225105761676
2021-07-25,0.3673066718389991
2021-07-26,0.275479994623755
2021-07-27,0.206609990761601
2021-07-28,0.1549574901427048
2021-07-29,0.11621811595974967
2021-07-30,0.08716358604321787
2021-07-31,0.06537268901120409
2021-08-01,0.049029516465222835
2021-08-02,0.03677213718400324
2021-08-03,0.027579102795238373
2021-08-04,0.020684327044248996
2021-08-05,0.01551324525383562
2021-08-06,0.011634933923866705
2021-08-07,0.008726200433613149
2021-08-08,0.006544650319985992
2021-08-09,0.004908487737051067
2021-08-10,0.0036813658011354356
2021-08-11,0.00276102434992184
2021-08-12,0.0020707682619184034
2021-08-13,0.001553076196144628
2021-08-14,0.0011648071469429978
2021-08-15,0.0008736053601141698
2021-08-16,0.0006552040200332707
2021-08-17,1.4379914032734513
2021-08-18,3.7243268860967262
2021-08-19,3.4703284978801903
2021-08-20,4.748579706840433
2021-08-21,3.5614347800627897
2021-08-22,2.671076085009104
2021-08-23,2.0033070637354595
2021-08-24,2.5224802978140546
2021-08-25,2.100193556686273
2021-08-26,2.8668118341917204
2021-08-27,2.5355255423071026
2021-08-28,2.526644156730259
2021-08-29,3.009566450883778
2021-08-30,2.3717581714934424
2021-08-31,1.7788186286181822
2021-09-01,1.334113971462568
2021-09-02,1.000585478596325
2021-09-03,0.7504391089469057
2021-09-04,0.5628293317099892
2021-09-05,0.4221219987823849
2021-09-06,0.31659149908672846
2021-09-07,0.2374436243150125
2021-09-08,0.17808271823624033
2021-09-09,0.13356203867716954
2021-09-10,0.21475486234122515
2021-09-11,0.2860661467559285
2021-09-12,0.5478829434003063
2021-09-13,1.5984122075503095
2021-09-14,1.9188091556627505
2021-09-15,1.4391068667470424
2021-09-16,1.0793301500602703
2021-09-17,0.8928309458785316
2021-09-18,1.7633732094089145
2021-09-19,2.353779907056694
2021-09-20,4.098668263625872
2021-09-21,3.7640011977194017
2021-09-22,3.6355008982895503
2021-09-23,4.018292340383831
2021-09-24,3.5449692552878718
2021-09-25,4.189976941465906
2021-09-26,4.111232706099429
2021-09-27,4.698007862907906
2021-09-28,3.523505897180928
2021-09-29,2.6426294228856952
2021-09-30,1.981972067164271
2021-10-01,1.486479050373203
2021-10-02,1.1148592877799022
2021-10-03,0.8361444658349266
2021-10-04,0.6271083493761949
2021-10-05,0.4703312620321461
2021-10-06,0.3527484465241095
2021-10-07,0.26456133489308215
2021-10-08,0.38592100116981165
2021-10-09,1.6227740842106924
2021-10-10,1.3004138964913523
2021-10-11,1.829477089035181
2021-10-12,8.872107816776387
2021-10-13,6.65408086258229
2021-10-14,4.990560646936717
2021-10-15,3.7429204852025375
2021-10-16,2.8071903639019027
2021-10-17,2.105392772926427
2021-10-18,1.5790445796948203
2021-10-19,1.184283434771115
2021-10-20,0.8882125760783363
2021-10-21,0.666159432058752
2021-10-22,0.499619574044064
2021-10-23,0.37471468053304796
2021-10-24,0.28103601039978593
2021-10-25,0.21077700779983943
2021-10-26,1.6893327558498799
2021-10-27,3.0690829002207436
2021-10-28,2.635145508498891
2021-10-29,2.4138591313741684
2021-10-30,2.1437276818639597
2021-10-31,2.5452957613979694
2021-11-01,2.6798051543818104
2021-11-02,2.009853865786358
2021-11-03,1.5073903993397684
2021-11-04,1.130542799504826
2021-11-05,0.8479070996286195
2021-11-06,0.6359303247214646
2021-11-07,0.4769477435410984
2021-11-08,0.35771080765582375
2021-11-09,1.080783105741868
2021-11-10,1.029337329306401
2021-11-11,1.792836330313134
2021-11-12,3.073793914401518
2021-11-13,3.3678454358011387
2021-11-14,3.2967174101841876
2021-11-15,3.191288057638141
2021-11-16,2.7934660432286056
2021-11-17,2.095099532421454
2021-11-18,1.5713246493160904
2021-11-19,1.3034934869870676
2021-11-20,2.415120115240301
2021-11-21,2.8113400864302256
2021-11-22,3.379338398156003
2021-11-23,5.174503798617002
2021-11-24,4.870461182296085
2021-11-25,4.402845886722063
2021-11-26,4.4583844150415475
2021-11-27,6.541704977947828
2021-11-28,5.635445400127537
2021-11-29,4.289084050095653
2021-11-30,4.70681303757174
2021-12-01,4.196776444845471
2021-12-02,3.6163323336341033
2021-12-03,3.014332583558911
2021-12-04,2.260749437669183
2021-12-05,1.695562078251887
2021-12-06,1.2716715586889151
2021-12-07,0.9537536690166862
2021-12-08,0.7153152517625145
2021-12-09,0.5364864388218858
2021-12-10,0.662781495783081
2021-12-11,1.1325027885039776
2021-12-12,2.9118770913779835
2021-12-13,3.079741151866821
2021-12-14,2.8398058639001156
2021-12-15,2.6923543979250866
2021-12-16,3.154682465110482
2021-12-17,2.741011848832861
2021-12-18,2.253675553291312
2021-12-19,2.5756733316351506
2021-12-20,1.9942549987263627
2021-12-21,3.885691249044773
2021-12-22,3.16426843678358
2021-12-23,3.216951327587685
2021-12-24,2.7981301623574297
2021-12-25,2.4527642884347385
2021-12-26,3.5166565496593876
2021-12-27,3.3249924122445407
2021-12-28,2.913744309183405
2021-12-29,3.4457248985542206
2021-12-30,3.907210340582332
2021-12-31,4.190824422103416
2022-01-01,4.601451649910896
2022-01-02,4.180255404099839
2022-01-03,4.937274886408212
2022-01-04,15.702956164806162
2022-01-05,11.77721712360462
2022-01-06,8.832912842703465
2022-01-07,6.6246846320275985
2022-01-08,4.968513474020698
2022-01-09,3.7263851055155235
2022-01-10,2.794788829136642
2022-01-11,3.814841621852482
2022-01-12,7.12154788305603
2022-01-13,8.91407757895869
2022-01-14,7.904308184219017
2022-01-15,5.9282311381642625
2022-01-16,4.446173353623196
2022-01-17,3.3346300152173973
2022-01-18,2.660972511413048
2022-01-19,3.1103127168931195
2022-01-20,3.218151204336506
2022-01-21,2.7573634032523793
2022-01-22,3.4326058857726176
2022-01-23,3.0432044143294634
2022-01-24,2.7824033107470973
2022-01-25,2.086802483060323
2022-01-26,1.5651018622952422
2022-01-27,1.1738263967214315
2022-01-28,0.8803697975410736
2022-01-29,1.5561106814891388
2022-01-30,2.2920830111168544
2022-01-31,2.573228925004307
2022-02-01,1.9299216937532302
2022-02-02,1.4474412703149224
2022-02-03,1.0855809527361917
2022-02-04,0.8141857145521437
2022-02-05,0.6106392859141078
2022-02-06,0.4579794644355808
2022-02-07,0.34348459832668554
2022-02-08,0.25761344874501413
2022-02-09,0.1932100865587606
2022-02-10,0.14490756491907042
2022-02-11,0.3482640070226362
2022-02-12,1.5111980052669776
2022-02-13,2.4667318372835667
2022-02-14,2.8917155446293417
2022-02-15,3.2587866584720064
2022-02-16,4.121173327187338
2022-02-17,4.0804633287238365
2022-02-18,3.4249308298762107
2022-02-19,2.5686981224071577
2022-02-20,1.926523591805368
2022-02-21,1.4448926938540259
2022-02-22,1.0836695203905193
2022-02-23,0.8127521402928894
2022-02-24,0.609564105219667
2022-02-25,0.45717307891475023
2022-02-26,0.34287980918606265
2022-02-27,0.25715985688954696
2022-02-28,0.1928698926671602
2022-03-01,0.14465241950037014
2022-03-02,0.1084893146252776
2022-03-03,0.0813669859689582
2022-03-04,0.06102523947671864
2022-03-05,0.04576892960753897
2022-03-06,0.034326697205654226
2022-03-07,0.025745022904240668
2022-03-08,1.415142100511514
2022-03-09,1.5717732420503023
2022-03-10,2.720496598204394
2022-03-11,2.0924557819866285
2022-03-12,1.5693418364899714
2022-03-13,1.1770063773674784
2022-03-14,0.8827547830256087
2022-03-15,0.6620660872692065
2022-03-16,0.4965495654519048
2022-03-17,0.37241217408892857
2022-03-18,0.42514246390002985
2022-03-19,0.9334401812583559
2022-03-20,1.5542468026104337
2022-03-21,3.040685101957826
2022-03-22,4.71051382646837
2022-03-23,4.678718703184611
2022-03-24,4.186122360721791
2022-03-25,3.379175103874677
2022-03-26,2.5343813279060075
2022-03-27,1.9007859959295055
2022-03-28,1.425589496947129
2022-03-29,2.419192122710347
2022-03-30,2.5748107586994267
2022-03-31,2.326941402357903
2022-04-01,1.8597893851017606
2022-04-02,1.6552587054929873
2022-04-03,2.4601940291197404
2022-04-04,2.0743121885064717
2022-04-05,3.8457341413798543
2022-04-06,3.6863839393682243
2022-04-07,3.1397879545261684
2022-04-08,2.5527576325612924
2022-04-09,2.456234891087636
2022-04-10,2.8630095016490604
2022-04-11,3.407673792903462
2022-04-12,2.8057553446775962
2022-04-13,3.281399841841531
2022-04-14,3.450633214714482
2022-04-15,4.712974911035862
2022-04-16,4.659731183276896
2022-04-17,4.744798387457672
2022-04-18,4.058598790593254
2022-04-19,4.05394909294494
2022-04-20,3.040461819708705
2022-04-21,2.2803463647815283
2022-04-22,2.1998431069194795
2022-04-23,2.6602989968562762
2022-04-24,2.5160575809755406
2022-04-25,4.470376519064989
2022-04-26,3.3527823892987416
2022-04-27,2.514586791974056
2022-04-28,1.885940093980542
2022-04-29,1.6227884038187397
2022-04-30,2.873341302864055
2022-05-01,5.342505977148042
2022-05-02,5.548546149527698
2022-05-03,4.621409612145773
2022-05-04,5.018140542442663
2022-05-05,6.7948554068319975
2022-05-06,5.231558221790665
2022-05-07,3.9236686663429983
2022-05-08,2.9427514997572484
2022-05-09,2.2070636248179363
2022-05-10,1.865297718613452
2022-05-11,4.586473288960089
2022-05-12,4.502354966720067
2022-05-13,4.418432891706717
2022-05-14,3.3138246687800375
2022-05-15,2.485368501585028
2022-05-16,1.864026376188771
2022-05-17,1.398019782141578
2022-05-18,1.0485148366061834
2022-05-19,0.7863861274546375
2022-05-20,0.7460395955909781
2022-05-21,1.8095296966932337
2022-05-22,4.888397272519926
2022-05-23,5.520464621056611
2022-05-24,4.140348465792458
2022-05-25,3.1052613493443437
2022-05-26,2.3289460120082577
2022-05-27,1.7467095090061933
2022-05-28,1.3100321317546448
2022-05-29,0.9825240988159836
2022-05-30,0.7368930741119876
2022-05-31,1.042253138917324
2022-06-01,2.2504398541879933
2022-06-02,2.844079890640995
2022-06-03,3.549726584647413
2022-06-04,2.8706282718188927
2022-06-05,2.944637870530836
2022-06-06,3.4584784028981272
2022-06-07,2.593858802173595
2022-06-08,1.945394101630196
2022-06-09,1.4590455762226469
2022-06-10,1.094284182166985
2022-06-11,0.8207131366252388
2022-06-12,0.615534852468929
2022-06-13,0.46165113935169677
2022-06-14,0.34623835451377255
2022-06-15,0.2596787658853294
2022-06-16,0.19475907441399704
2022-06-17,0.27106930581049776
2022-06-18,2.4220519793578736
2022-06-19,1.9623723178517385
2022-06-20,3.2946959050554714
2022-06-21,2.471021928791603
2022-06-22,1.8532664465937023
2022-06-23,1.3899498349452766
2022-06-24,1.1049623762089573
2022-06-25,1.109971782156718
2022-06-26,2.019978836617539
2022-06-27,1.7024841274631541
2022-06-28,1.2768630955973654
2022-06-29,0.957647321698024
2022-06-30,0.7182354912735179
2022-07-01,0.5386766184551384
2022-07-02,0.4040074638413538
2022-07-03,0.3030055978810153
2022-07-04,0.22725419841076144
2022-07-05,0.17044064880807105
2022-07-06,0.12783048660605328
2022-07-07,0.09587286495453996
2022-07-08,0.07190464871590496
2022-07-09,0.05392848653692872
2022-07-10,0.040446364902696534
2022-07-11,0.0303347736770224
2022-07-12,0.616501080257767
2022-07-13,0.941542476859992
2022-07-14,1.0394901909783274
2022-07-15,0.9462843099004121
2022-07-16,0.8034632324253091
2022-07-17,1.665097424318982
2022-07-18,2.8113230682392367
2022-07-19,2.108492301179427
2022-07-20,1.5813692258845704
2022-07-21,1.1860269194134276
2022-07-22,0.8895201895600707
2022-07-23,0.6671401421700529
