date,Traffico
2022-04-05,3.6079887679664235
2022-04-06,3.883074909308151
2022-04-07,4.70397284864778
2022-04-08,4.017562969819168
2022-04-09,3.752755560697709
2022-04-10,3.6062333371899484
2022-04-11,3.100508336225795
2022-04-12,16.32538125216935
2022-04-19,12.244035939127013
2022-04-20,9.183026954345259
2022-04-21,6.887270215758944
2022-04-22,5.602952661819208
2022-04-23,6.358464496364406
2022-04-24,5.550098372273304
2022-04-25,7.027157112538312
2022-04-26,5.270367834403733
2022-05-03,6.0777758758028
2022-05-04,6.704165240185434
2022-05-05,5.517707263472408
2022-05-06,4.9299471142709725
2022-05-07,3.697460335703229
2022-05-08,2.7730952517774217
2022-05-09,2.0798214388330662
2022-05-10,3.2398660791248
2022-05-11,3.1903162260102667
2022-05-12,4.965653836174367
2022-05-13,4.109657043797442
2022-05-14,3.082242782848081
2022-05-15,2.3116820871360604
2022-05-16,1.7337615653520453
2022-05-17,1.300321174014034
2022-05-24,0.9752408805105254
2022-05-25,0.731430660382894
2022-05-26,0.5485729952871704
2022-05-27,1.1405964131320445
2022-05-28,2.5846139765157004
2022-05-29,2.407210482386775
2022-05-30,2.065824528456748
2022-05-31,1.899368396342561
2022-06-01,3.3307762972569215
2022-06-02,5.206415556276025
2022-06-03,4.977728333873685
2022-06-04,4.306212917071931
2022-06-05,5.312993021137282
2022-06-06,4.401411432519628
2022-06-07,5.8210585743897205
2022-06-08,5.261627264125623
2022-06-09,5.164970448094217
2022-06-10,5.029977836070663
2022-06-11,3.772483377052997
2022-06-12,2.8293625327897476
2022-06-13,2.1220218995923106
2022-06-14,1.5915164246942328
2022-06-15,1.1936373185206746
2022-06-16,0.8952279888905059
2022-06-17,1.494337658334546
2022-06-18,2.047836577084243
2022-06-19,4.171294099479849
2022-06-20,4.982637241276553
2022-06-21,3.7369779309574147
2022-06-22,2.802733448218061
2022-06-23,2.1020500861635454
2022-06-24,1.9098708979559922
2022-06-25,3.5365698401336614
2022-06-26,5.48576071343358
2022-06-27,4.437237201741851
2022-06-28,3.6279279013063883
2022-06-29,3.075112592646458
2022-06-30,2.4625844444848433
2022-07-01,4.055271666696966
2022-07-02,3.999787083356058
2022-07-03,4.489423645850377
2022-07-04,3.7108177343877826
2022-07-05,2.7831133007908364
2022-07-06,2.087334975593127
2022-07-07,1.5655012316948451
2022-07-08,1.5282925904378006
2022-07-09,1.9274694428283505
2022-07-10,3.2581020821212636
2022-07-11,3.8289932282576142
2022-07-12,2.8717449211932102
2022-07-26,3.695475357561575
2022-07-27,4.104939851504515
2022-07-28,3.984954888628386
2022-07-29,4.707466166471289
2022-07-30,3.530599624853467
2022-07-31,2.6479497186400995
2022-08-01,1.9859622889800745
2022-08-02,1.969471716735056
2022-08-03,1.945853787551292
2022-08-04,2.7614736739968024
2022-08-05,4.394021922164268
2022-08-06,7.472599774956535
2022-08-07,8.260699831217401
2022-08-08,7.778858206746384
2022-08-09,6.624143655059788
2022-08-10,4.9681077412948405
2022-08-11,3.7260808059711303
2022-08-12,3.263310604478348
2022-08-13,5.249566286692095
2022-08-14,7.968424715019072
2022-08-15,7.101318536264304
2022-08-16,5.985988902198227
2022-08-17,6.6353250099820045
2022-08-18,5.861910424153169
2022-08-19,5.72976615144821
2022-08-20,6.5160746135861585
2022-08-21,7.4183059601896195
2022-08-22,6.6783128034755475
2022-08-23,5.00873460260666
2022-09-06,5.141967618621662
2022-09-07,4.731475713966246
2022-09-08,3.7673567854746843
2022-09-09,3.0442675891060134
2022-09-10,2.8144506918295096
2022-09-11,3.0483380188721325
2022-09-12,2.536253514154099
2022-09-13,14.402190135615577
2022-09-20,11.343309268378347
2022-09-21,8.705398617950426
2022-09-22,7.706132296796152
2022-09-23,5.987932555930446
2022-09-24,4.688866083614501
2022-09-25,4.047899562710875
2022-09-26,3.358841338699823
2022-09-27,6.019131004024868
2022-10-25,5.2955982530186505
2022-10-26,4.982115356430654
2022-10-27,4.611586517322991
2022-10-28,4.479523221325576
2022-10-29,4.984642415994181
2022-10-30,4.738481811995636
2022-10-31,5.116361358996727
2022-11-01,3.8372710192475448
2022-11-15,3.555036597768992
2022-11-16,3.2079441149934107
2022-11-17,4.843458086245058
2022-11-18,3.965926898017127
2022-11-19,3.9223618401795117
2022-11-20,5.5459380468013
2022-11-21,5.659453535100975
2022-11-22,4.244590151325731
2022-11-29,8.693859280160966
2022-11-30,15.739144460120727
2022-12-01,17.554358345090545
