date,Natale
2021-11-21,2.9937078867147635
2021-11-22,2.2452809150360724
2021-11-23,1.6839606862770542
2021-11-24,1.2629705147077905
2021-11-25,0.9472278860308428
2021-11-26,0.710420914523132
2021-11-27,0.532815685892349
2021-11-28,0.3996117644192617
2021-11-29,0.29970882331444626
2021-11-30,0.2247816174858347
2021-12-01,0.168586213114376
2021-12-02,0.12643965983578198
2021-12-03,0.09482974487683649
2021-12-04,0.07112230865762735
2021-12-05,0.05334173149322051
2021-12-06,0.04000629861991538
2021-12-07,0.03000472396493653
2021-12-08,0.022503542973702394
2021-12-09,0.016877657230276795
2021-12-10,0.012658242922707596
2021-12-11,0.009493682192030697
2021-12-12,0.0071202616440230225
2021-12-13,0.005340196233017266
2021-12-14,0.0040051471747629495
2021-12-15,0.003003860381072212
2021-12-16,0.002252895285804159
2021-12-17,0.0016896714643531191
2021-12-18,0.0012672535982648392
2021-12-19,0.0009504401986986294
2021-12-20,0.0007128301490239719
2021-12-21,0.0005346226117679788
2021-12-22,0.0004009669588259841
2021-12-23,0.000300725219119488
2021-12-24,0.00022554391433961602
2021-12-25,0.000169157935754712
2021-12-26,0.00012686845181603397
2021-12-27,9.515133886202547e-05
2021-12-28,7.13635041465191e-05
2021-12-29,5.352262810988932e-05
2021-12-30,4.014197108241699e-05
2021-12-31,3.0106478311812737e-05
2022-01-01,2.257985873385955e-05
2022-01-02,1.6934894050394662e-05
2022-01-03,1.2701170537795996e-05
2022-01-04,3.604176192544571
2022-01-05,5.9218821444084275
2022-01-06,8.368494941639655
2022-01-07,8.922204539563074
2022-01-08,8.691653404672305
2022-01-09,8.14374005350423
2022-01-10,8.836971706794838
2022-01-11,11.87772878009613
2022-01-12,8.908296585072096
2022-01-13,6.681222438804071
2022-01-14,5.010916829103053
2022-01-15,3.758187621827289
2022-01-16,2.8186407163704663
2022-01-17,2.1139805372778495
2022-01-18,1.5854854029583871
2022-01-19,1.1891140522187902
2022-01-20,0.8918355391640926
2022-01-21,0.6688766543730694
2022-01-22,0.501657490779802
2022-01-23,0.3762431180848515
2022-01-24,0.2821823385636386
2022-01-25,0.21163675392272896
2022-01-26,0.1587275654420467
2022-01-27,0.119045674081535
2022-01-28,0.08928425556115124
2022-01-29,0.06696319167086343
2022-01-30,0.05022239375314757
2022-01-31,0.037666795314860675
2022-02-01,0.028250096486145505
2022-02-02,0.021187572364609126
2022-02-03,0.015890679273456842
2022-02-04,0.01191800945509263
2022-02-05,0.008938507091319471
2022-02-06,0.006703880318489603
2022-02-07,0.005027910238867202
2022-02-08,0.003770932679150401
2022-02-09,0.0028281995093628006
2022-02-10,0.0021211496320221
2022-02-11,0.001590862224016575
2022-02-12,0.0011931466680124311
2022-02-13,0.0008948600010093233
2022-02-14,0.0006711450007569924
2022-02-15,1.510920025417235
2022-02-16,2.143606685729593
2022-02-17,2.774371680963861
2022-02-18,3.5495287607228962
2022-02-19,2.6621465705421716
2022-02-20,1.9966099279066285
2022-02-21,1.4974574459299712
2022-02-22,1.1230930844474782
2022-02-23,0.8423198133356087
2022-02-24,0.6317398600017065
2022-02-25,0.4738048950012798
2022-02-26,0.3553536712509598
2022-02-27,0.2665152534382198
2022-02-28,0.19988644007866485
2022-03-01,0.1499148300589986
2022-03-02,0.11243612254424895
2022-03-03,0.0843270919081867
2022-03-04,0.06324531893114002
2022-03-05,0.047433989198355016
2022-03-06,0.03557549189876626
2022-03-07,0.026681618924074692
2022-03-08,1.436677880859723
2022-03-09,2.9108417439781253
2022-03-10,3.4122979746502606
2022-03-11,3.1217234809876957
2022-03-12,2.3412926107407714
2022-03-13,1.7559694580555785
2022-03-14,1.3169770935416836
2022-03-15,0.9877328201562626
2022-03-16,0.7407996151171968
2022-03-17,0.5555997113378975
2022-03-18,0.4166997835034231
2022-03-19,0.31252483762756733
2022-03-20,0.23439362822067547
2022-03-21,0.17579522116550658
2022-03-22,0.13184641587412993
2022-03-23,0.09888481190559745
2022-03-24,0.07416360892919807
2022-03-25,0.055622706696898554
2022-03-26,0.04171703002267391
2022-03-27,0.03128777251700543
2022-03-28,0.023465829387754072
2022-03-29,0.01759937204081555
2022-03-30,0.013199529030611662
2022-03-31,0.009899646772958745
2022-04-01,0.007424735079719059
2022-04-02,0.005568551309789293
2022-04-03,0.00417641348234197
2022-04-04,0.003132310111756477
2022-04-05,0.0023492325838173574
2022-04-06,0.001761924437863018
2022-04-07,0.0013214433283972632
2022-04-08,0.0009910824962979473
2022-04-09,0.0007433118722234604
2022-04-10,0.0005574839041675953
2022-04-11,0.00041811292812569647
2022-04-12,0.00031358469609427234
2022-04-13,0.00023518852207070424
2022-04-14,0.00017639139155302815
2022-04-15,0.0001322935436647711
2022-04-16,9.922015774857832e-05
2022-04-17,7.441511831143373e-05
2022-04-18,5.581133873357529e-05
2022-04-19,4.185850405018146e-05
2022-04-20,3.139387803763609e-05
2022-04-21,2.3545408528227068e-05
2022-04-22,1.7659056396170298e-05
2022-04-23,1.3244292297127722e-05
2022-04-24,9.93321922284579e-06
2022-04-25,7.449914417134342e-06
2022-04-26,5.587435812850756e-06
2022-04-27,4.190576859638067e-06
2022-04-28,3.14293264472855e-06
2022-04-29,2.357199483546412e-06
2022-04-30,1.767899612659809e-06
2022-05-01,1.3259247094948566e-06
2022-05-02,9.944435321211423e-07
2022-05-03,7.458326490908568e-07
2022-05-04,5.593744868181425e-07
2022-05-05,4.195308651136069e-07
2022-05-06,3.146481488352051e-07
2022-05-07,2.3598611162640383e-07
2022-05-08,1.7698958371980285e-07
2022-05-09,1.3274218778985214e-07
2022-05-10,9.95566408423891e-08
2022-05-11,7.466748063179181e-08
2022-05-12,5.600061047384386e-08
2022-05-13,4.200045785538289e-08
2022-05-14,3.1500343391537166e-08
2022-05-15,2.3625257543652874e-08
2022-05-16,1.7718943157739653e-08
2022-05-17,1.3289207368304739e-08
2022-05-18,9.966905526228553e-09
2022-05-19,7.475179144671414e-09
2022-05-20,5.606384358503561e-09
2022-05-21,4.20478826887767e-09
2022-05-22,3.1535912016582523e-09
2022-05-23,2.365193401243689e-09
2022-05-24,1.7738950509327664e-09
2022-05-25,1.3304212881995746e-09
2022-05-26,9.978159661496808e-10
2022-05-27,7.483619746122606e-10
2022-05-28,5.612714809591954e-10
2022-05-29,4.2095361071939653e-10
2022-05-30,3.1571520803954735e-10
2022-05-31,2.367864060296605e-10
2022-06-01,1.7758980452224536e-10
2022-06-02,1.33192353391684e-10
2022-06-03,9.989426504376299e-11
2022-06-04,7.492069878282224e-11
2022-06-05,5.619052408711667e-11
2022-06-06,4.2142893065337496e-11
2022-06-07,3.160716979900312e-11
2022-06-08,2.370537734925234e-11
2022-06-09,1.7779033011939253e-11
2022-06-10,1.333427475895444e-11
2022-06-11,1.0000706069215829e-11
2022-06-12,7.500529551911872e-12
2022-06-13,5.625397163933903e-12
2022-06-14,4.219047872950427e-12
2022-06-15,3.1642859047128204e-12
2022-06-16,2.373214428534615e-12
2022-06-17,0.50000000000178
2022-06-18,1.9583333333346686
2022-06-19,4.354166666667669
2022-06-20,3.682291666667418
2022-06-21,2.761718750000563
2022-06-22,2.0712890625004223
2022-06-23,1.5534667968753166
2022-06-24,1.1651000976564874
2022-06-25,0.8738250732423655
2022-06-26,0.6553688049317741
2022-06-27,0.4915266036988305
2022-06-28,0.36864495277412285
2022-06-29,0.2764837145805921
2022-06-30,0.20736278593544408
2022-07-01,0.15552208945158305
2022-07-02,0.11664156708868728
2022-07-03,0.08748117531651545
2022-07-04,0.06561088148738659
2022-07-05,0.04920816111553994
2022-07-06,0.03690612083665495
2022-07-07,0.02767959062749121
2022-07-08,0.020759692970618405
2022-07-09,0.015569769727963803
2022-07-10,0.01167732729597285
2022-07-11,0.008757995471979637
2022-07-12,0.6419851632706515
2022-07-13,1.4919055391196554
2022-07-14,1.9418458210064085
2022-07-15,2.28971769908814
2022-07-16,2.311038274316105
2022-07-17,2.847862039070412
2022-07-18,4.792146529302809
2022-07-19,3.594109896977107
2022-07-20,2.6955824227328296
2022-07-21,2.021686817049622
2022-07-22,1.5162651127872164
2022-07-23,1.1371988345904123
2022-07-24,0.8528991259428091
2022-07-25,0.6396743444571068
2022-07-26,1.9901724250094972
2022-07-27,2.2842959854237894
2022-07-28,2.5361386557345087
2022-07-29,1.9646039918008813
2022-07-30,1.4734529938506609
2022-07-31,1.1050897453879955
2022-08-01,0.8288173090409966
2022-08-02,0.6216129817807474
2022-08-03,0.46620973633556057
2022-08-04,0.34965730225167035
2022-08-05,0.26224297668875274
2022-08-06,0.19668223251656455
2022-08-07,0.1475116743874234
2022-08-08,0.11063375579056756
2022-08-09,0.08297531684292565
2022-08-10,0.062231487632194236
2022-08-11,0.04667361572414567
2022-08-12,0.035005211793109246
2022-08-13,0.026253908844831933
2022-08-14,0.019690431633623946
2022-08-15,0.014767823725217958
2022-08-16,0.011075867793913468
2022-08-17,0.0083069008454351
2022-08-18,0.0062301756340763246
2022-08-19,0.004672631725557243
2022-08-20,0.003504473794167932
2022-08-21,0.0026283553456259486
2022-08-22,0.0019712665092194615
2022-08-23,0.001478449881914596
2022-08-24,0.0011088374114359468
2022-08-25,0.0008316280585769601
2022-08-26,0.00062372104393272
2022-08-27,0.00046779078294954
2022-08-28,0.00035084308721215497
2022-08-29,0.0002631323154091162
2022-08-30,0.00019734923655683714
2022-08-31,0.00014801192741762783
2022-09-01,0.00011100894556322087
2022-09-02,0.6250832567091725
2022-09-03,1.4896457758652126
2022-09-04,2.7630676652322426
2022-09-05,3.2077174155908486
2022-09-06,3.745788061693137
2022-09-07,6.5489243796031875
2022-09-08,7.401276618035725
2022-09-09,6.696790796860127
2022-09-10,6.533009764311763
2022-09-11,7.368507323233823
2022-09-12,7.609713825758702
2022-09-13,5.707285369319026
2022-09-14,4.280464026989269
2022-09-15,3.2103480202419514
2022-09-16,2.4077610151814635
2022-09-17,1.8058207613860975
2022-09-18,1.354365571039573
2022-09-19,1.0157741782796796
2022-09-20,0.7618306337097597
2022-09-21,0.5713729752823197
2022-09-22,0.4285297314617397
2022-09-23,0.3213972985963048
2022-09-24,0.24104797394722857
2022-09-25,0.1807859804604214
2022-09-26,0.13558948534531604
2022-09-27,0.5912754473423204
2022-09-28,1.391373252173407
2022-09-29,2.2935299391300554
2022-09-30,2.8659807876808747
2022-10-01,3.2119855907606563
2022-10-02,4.544405859737159
2022-10-03,6.637471061469537
2022-10-04,4.978103296102152
2022-10-05,3.7335774720766137
2022-10-06,2.80018310405746
2022-10-07,2.100137328043095
2022-10-08,1.5751029960323213
2022-10-09,1.1813272470242409
2022-10-10,0.8859954352681806
2022-10-11,0.6644965764511354
2022-10-12,0.4983724323383515
2022-10-13,0.3737793242537636
2022-10-14,0.28033449319032266
2022-10-15,0.210250869892742
2022-10-16,0.15768815241955647
2022-10-17,0.11826611431466734
2022-10-18,0.859532919069334
2022-10-19,1.6863163559686676
2022-10-20,1.9939039336431672
2022-10-21,3.3079279502323757
2022-10-22,4.595529296007615
2022-10-23,4.884146972005711
2022-10-24,4.32977689567095
2022-10-25,3.2473326717532123
2022-10-26,2.435499503814909
2022-10-27,1.8266246278611817
2022-10-28,1.3699684708958861
2022-10-29,1.0274763531719144
2022-10-30,0.7706072648789358
2022-10-31,0.5779554486592018
2022-11-01,0.43346658649440134
2022-11-02,0.325099939870801
2022-11-03,0.24382495490310072
2022-11-04,0.1828687161773255
2022-11-05,0.1371515371329941
2022-11-06,0.10286365284974558
2022-11-07,0.07714773963730917
2022-11-08,0.05786080472798188
2022-11-09,0.0433956035459864
2022-11-10,0.0325467026594898
2022-11-11,0.024410026994617348
2022-11-12,0.018307520245963008
2022-11-13,0.013730640184472256
2022-11-14,0.010297980138354191
2022-11-15,0.007723485103765642
2022-11-16,0.005792613827824231
2022-11-17,0.0043444603708681735
2022-11-18,0.00325834527815113
2022-11-19,0.002443758958613347
2022-11-20,0.0018328192189600101
2022-11-21,0.0013746144142200074
2022-11-22,0.0010309608106650054
2022-11-23,0.000773220607998754
2022-11-24,0.0005799154559990654
2022-11-25,0.00043493659199929905
2022-11-26,0.0003262024439994742
2022-11-27,0.0002446518329996056
2022-11-28,0.00018348887474970422
2022-11-29,10.63555428332273
2022-11-30,19.268332379158714
2022-12-01,23.951249284369037
