date,Partita calcio
2021-09-11,0.5538965283836602
2021-09-12,2.1966723962879118
2021-09-13,2.4600042972159537
2021-09-14,1.8450032229119302
2021-09-15,1.383752417183928
2021-09-16,1.0378143128879347
2021-09-17,0.7783607346659448
2021-09-18,0.5837705509994551
2021-09-19,0.4378279132495893
2021-09-20,0.32837093493719083
2021-09-21,0.39211153453622694
2021-09-22,0.544083650902171
2021-09-23,1.8976460715099674
2021-09-24,3.4544845536324806
2021-09-25,3.142946748557693
2021-09-26,2.492626728084935
2021-09-27,2.734053379397035
2021-09-28,2.0505400345477756
2021-09-29,1.5379050259108311
2021-09-30,1.1534287694331231
2021-10-01,1.062988243741509
2021-10-02,2.557657849472799
2021-10-03,2.324493387104599
2021-10-04,1.7850367069951159
2021-10-05,1.3387775302463367
2021-10-06,1.0040831476847525
2021-10-07,0.7530623607635644
2021-10-08,0.5647967705726732
2021-10-09,0.42359757792950486
2021-10-10,0.31769818344712863
2021-10-11,0.23827363758534645
2021-10-12,0.1787052281890098
2021-10-13,0.13402892114175735
2021-10-14,0.10052169085631801
2021-10-15,0.0753912681422385
2021-10-16,0.05654345110667887
2021-10-17,0.04240758833000915
2021-10-18,0.03180569124750686
2021-10-19,0.023854268435630144
2021-10-20,0.017890701326722606
2021-10-21,0.013418025995041953
2021-10-22,0.010063519496281464
2021-10-23,0.007547639622211097
2021-10-24,0.005660729716658322
2021-10-25,0.004245547287493741
2021-10-26,0.003184160465620306
2021-10-27,0.0023881203492152293
2021-10-28,0.001791090261911422
2021-10-29,0.0013433176964335663
2021-10-30,0.0010074882723251747
2021-10-31,0.000755616204243881
2021-11-01,0.0005667121531829107
2021-11-02,0.000425034114887183
2021-11-03,0.0003187755861653872
2021-11-04,0.0002390816896240404
2021-11-05,0.00017931126721803026
2021-11-06,0.0001344834504135227
2021-11-07,0.00010086258781014202
2021-11-08,7.56469408576065e-05
2021-11-09,1.3021400685389768
2021-11-10,1.0495217180708991
2021-11-11,0.9954746218865077
2021-11-12,1.2570226330815475
2021-11-13,1.0365169748111607
2021-11-14,1.7878043977750373
2021-11-15,1.424186631664611
2021-11-16,1.0681399737484583
2021-11-17,0.8011049803113437
2021-11-18,0.6008287352335077
2021-11-19,0.4506215514251307
2021-11-20,0.337966163568848
2021-11-21,0.253474622676636
2021-11-22,0.190105967007477
2021-11-23,0.14257947525560774
2021-11-24,0.1069346064417058
2021-11-25,0.08020095483127934
2021-11-26,0.0601507161234595
2021-11-27,0.04511303709259462
2021-11-28,0.033834777819445966
2021-11-29,0.025376083364584474
2021-11-30,0.019032062523438354
2021-12-01,0.014274046892578765
2021-12-02,0.010705535169434071
2021-12-03,0.008029151377075553
2021-12-04,0.006021863532806665
2021-12-05,0.004516397649604998
2021-12-06,0.003387298237203749
2021-12-07,0.0025404736779028113
2021-12-08,0.0019053552584271083
2021-12-09,0.0014290164438203311
2021-12-10,0.0010717623328652484
2021-12-11,0.0008038217496489363
2021-12-12,0.0006028663122367022
2021-12-13,0.0004521497341775266
2021-12-14,0.0003391123006331449
2021-12-15,0.00025433422547485867
2021-12-16,0.000190750669106144
2021-12-17,0.000143063001829608
2021-12-18,0.000107297251372206
2021-12-19,8.047293852915448e-05
2021-12-20,6.0354703896865855e-05
2021-12-21,4.5266027922649385e-05
2021-12-22,3.3949520941987034e-05
2021-12-23,2.5462140706490273e-05
2021-12-24,1.9096605529867704e-05
2021-12-25,1.4322454147400776e-05
2021-12-26,1.0741840610550582e-05
2021-12-27,8.056380457912935e-06
2021-12-28,1.3750060422853436
2021-12-29,2.1354211983806746
2021-12-30,1.9557325654521727
2021-12-31,1.7480494240891296
2022-01-01,2.633953734733514
2022-01-02,2.6629653010501353
2022-01-03,2.070140642454268
2022-01-04,1.552605481840701
2022-01-05,1.1644541113805256
2022-01-06,0.8733405835353941
2022-01-07,0.6550054376515455
2022-01-08,0.4912540782386591
2022-01-09,0.3684405586789943
2022-01-10,0.2763304190092457
2022-01-11,1.1030811475902678
2022-01-12,1.9418941940260344
2022-01-13,2.466837312186193
2022-01-14,2.027211317472978
2022-01-15,1.5204084881047335
2022-01-16,1.14030636607855
2022-01-17,0.8552297745589125
2022-01-18,0.7114223309191844
2022-01-19,1.6794000815227217
2022-01-20,1.8428833944753746
2022-01-21,3.142579212523198
2022-01-22,3.481934409392399
2022-01-23,3.121867473710966
2022-01-24,4.435150605283225
2022-01-25,3.3263629539624184
2022-01-26,2.4947722154718135
2022-01-27,1.87107916160386
2022-01-28,1.559559371202895
2022-01-29,1.367586195068838
2022-01-30,2.1819396463016285
2022-01-31,2.8656214013928882
2022-02-01,8.149216051044666
2022-02-02,6.111912038283499
2022-02-03,4.583934028712624
2022-02-04,3.4379505215344675
2022-02-05,2.5784628911508505
2022-02-06,1.9338471683631377
2022-02-07,1.450385376272353
2022-02-08,1.0877890322042647
2022-02-09,0.8158417741531985
2022-02-10,0.6118813306148988
2022-02-11,0.45891099796117407
2022-02-12,0.3441832484708805
2022-02-13,0.25813743635316033
2022-02-14,0.19360307726487025
2022-02-15,1.5410356412819863
2022-02-16,2.12452673096149
2022-02-17,1.9163117148877842
2022-02-18,1.7393171194991714
2022-02-19,1.3044878396243784
2022-02-20,0.9783658797182837
2022-02-21,0.7337744097887127
2022-02-22,0.5503308073415345
2022-02-23,0.4127481055061509
2022-02-24,0.3095610791296131
2022-02-25,0.23217080934720982
2022-02-26,0.17412810701040735
2022-02-27,0.1305960802578055
2022-02-28,0.09794706019335413
2022-03-01,0.07346029514501559
2022-03-02,0.055095221358761694
2022-03-03,0.041321416019071265
2022-03-04,0.5309910620143036
2022-03-05,2.7940766298440614
2022-03-06,3.99139080571638
2022-03-07,4.181043104287284
2022-03-08,3.885782328215463
2022-03-09,4.206003412828264
2022-03-10,3.3628358929545312
2022-03-11,3.5533769197158986
2022-03-12,2.6650326897869236
2022-03-13,1.9987745173401925
2022-03-14,1.4990808880051443
2022-03-15,1.1243106660038582
2022-03-16,0.8432329995028937
2022-03-17,0.6324247496271702
2022-03-18,0.4743185622203776
2022-03-19,0.35573892166528315
2022-03-20,0.2668041912489623
2022-03-21,0.20010314343672173
2022-03-22,1.3688273575775416
2022-03-23,1.2974538515164893
2022-03-24,2.379340388637367
2022-03-25,2.013671958144692
2022-03-26,1.510253968608519
2022-03-27,1.1326904764563892
2022-03-28,0.8495178573422919
2022-03-29,0.6371383930067188
2022-03-30,0.4778537947550391
2022-03-31,0.3583903460662793
2022-04-01,0.26879275954970944
2022-04-02,0.20159456966228206
2022-04-03,0.15119592724671152
2022-04-04,0.11339694543503363
2022-04-05,0.3142143757429419
2022-04-06,1.3398274484738733
2022-04-07,3.3486205863554055
2022-04-08,3.667715439766554
2022-04-09,2.834119913158249
2022-04-10,3.656839934868687
2022-04-11,2.8572132844848483
2022-04-12,3.3429099633636365
2022-04-13,3.861349139189394
2022-04-14,4.187678521058713
2022-04-15,3.942842224127368
2022-04-16,3.0300483347621925
2022-04-17,4.210036251071645
2022-04-18,4.1262771883037335
2022-04-19,3.0947078912278
2022-04-20,2.32103091842085
2022-04-21,1.7407731888156375
2022-04-22,1.3264132249450613
2022-04-23,1.213559918708796
2022-04-24,1.5039199390315972
2022-04-25,2.7321066209403644
2022-04-26,2.979079965705273
2022-04-27,2.2343099742789545
2022-04-28,1.6757324807092158
2022-04-29,1.2567993605319117
2022-04-30,1.0988495203989337
2022-05-01,1.365803806965867
2022-05-02,2.9514361885577336
2022-05-03,2.4035771414183
2022-05-04,4.042266189397059
2022-05-05,4.094199642047793
2022-05-06,3.6539830648691782
2022-05-07,2.740487298651883
2022-05-08,2.0553654739889122
2022-05-09,1.5415241054916842
2022-05-10,2.7061430791187635
2022-05-11,2.258773976005739
2022-05-12,2.287830482004304
2022-05-13,3.3408728615032284
2022-05-14,2.505654646127421
2022-05-15,1.8792409845955658
2022-05-16,1.4094307384466742
2022-05-17,1.0570730538350055
2022-05-18,0.7928047903762541
2022-05-19,0.5946035927821904
2022-05-20,1.3730360279199763
2022-05-21,1.0922770209399821
2022-05-22,3.548374432371654
2022-05-23,3.619614157612074
2022-05-24,2.7147106182090552
2022-05-25,2.0360329636567913
2022-05-26,1.5270247227425935
2022-05-27,1.145268542056945
2022-05-28,1.286034739876042
2022-05-29,2.3707760549070316
2022-05-30,1.9030820411802736
2022-05-31,1.427311530885205
2022-06-01,1.0704836481639035
2022-06-02,0.8028627361229276
2022-06-03,0.6021470520921957
2022-06-04,0.45161028906914674
2022-06-05,0.33870771680186
2022-06-06,0.25403078760139497
2022-06-07,1.3051064240343797
2022-06-08,1.4475798180257848
2022-06-09,1.9294348635193388
2022-06-10,3.051242814306171
2022-06-11,2.288432110729628
2022-06-12,1.7163240830472208
2022-06-13,1.2872430622854154
2022-06-14,0.9654322967140615
2022-06-15,0.724074222535546
2022-06-16,0.5430556669016594
2022-06-17,1.0739584168429113
2022-06-18,1.7742188126321836
2022-06-19,2.8098307761408043
2022-06-20,2.888623082105603
2022-06-21,2.1664673115792024
2022-06-22,1.6248504836844018
2022-06-23,1.2186378627633012
2022-06-24,1.0910617304058092
2022-06-25,1.787046297804357
2022-06-26,2.8194513900199345
2022-06-27,2.5833385425149507
2022-06-28,2.6275039068862127
2022-06-29,3.2935445968313264
2022-06-30,5.334741780956828
2022-07-01,4.761473002384288
2022-07-02,3.685688085121549
2022-07-03,3.4725993971744953
2022-07-04,2.948199547880871
2022-07-05,2.211149660910653
2022-07-06,1.6583622456829898
2022-07-07,1.2437716842622422
2022-07-08,0.9328287631966816
2022-07-09,0.6996215723975111
2022-07-10,0.5247161792981333
2022-07-11,0.39353713447359995
2022-07-12,0.8368195175218667
2022-07-13,0.7526146381414001
2022-07-14,1.2519609786060502
2022-07-15,1.209804067287871
2022-07-16,2.2198530504659035
2022-07-17,2.300306454516094
2022-07-18,2.4127298408870703
2022-07-19,1.8095473806653026
2022-07-20,1.3571605354989769
2022-07-21,1.0178704016242326
2022-07-22,0.9092361345515078
2022-07-23,0.9319271009136308
2022-07-24,2.2197786590185564
2022-07-25,3.404417327597251
2022-07-26,3.4533129956979383
2022-07-27,4.72540141344012
2022-07-28,4.408634393413423
2022-07-29,4.4210591283934
2022-07-30,3.3157943462950503
2022-07-31,2.4868457597212874
2022-08-01,1.8651343197909656
2022-08-02,3.2588507398432247
2022-08-03,2.7566380548824183
2022-08-04,3.0778952078284805
2022-08-05,3.110504739204694
2022-08-06,2.634961887736854
2022-08-07,2.1845547491359736
2022-08-08,2.1592493951853133
2022-08-09,1.619437046388985
2022-08-10,1.2145777847917385
2022-08-11,0.9109333385938039
2022-08-12,0.7561166706120196
2022-08-13,2.5879208362923483
2022-08-14,2.5034406272192613
2022-08-15,2.2317471370811126
2022-08-16,2.953810352810834
2022-08-17,2.507024431274792
2022-08-18,2.3490183234560935
2022-08-19,2.5742637425920702
2022-08-20,2.836947806944053
2022-08-21,3.15896085520804
2022-08-22,3.577553974739363
2022-08-23,2.683165481054522
2022-08-24,2.012374110790891
2022-08-25,1.5092805830931681
2022-08-26,1.131960437319876
2022-08-27,0.8489703279899069
2022-08-28,0.6367277459924301
2022-08-29,0.4775458094943225
2022-08-30,0.3581593571207418
2022-08-31,0.2686195178405563
2022-09-01,0.20146463838041723
2022-09-02,0.23443181211864628
2022-09-03,0.5299905257556514
2022-09-04,0.8141595609834054
2022-09-05,2.360619670737554
2022-09-06,1.7704647530531656
2022-09-07,1.3278485647898741
2022-09-08,0.9958864235924055
2022-09-09,0.746914817694304
2022-09-10,0.560186113270728
2022-09-11,0.420139584953046
2022-09-12,0.3151046887147845
2022-09-13,0.36132851653608833
2022-09-14,1.4168297207353997
2022-09-15,1.270955623884883
2022-09-16,1.3803000512469954
2022-09-17,1.5248083717685799
2022-09-18,1.4248562788264347
2022-09-19,1.474892209119826
2022-09-20,1.5361691568398697
2022-09-21,2.5167102009632356
2022-09-22,4.335449317389093
2022-09-23,3.8870036547084865
2022-09-24,3.102752741031365
2022-09-25,3.14998122244019
2022-09-26,2.716652583496809
2022-09-27,2.3274894376226065
2022-09-28,3.506033744883622
2022-09-29,2.7336919753293825
2022-09-30,3.894018981497037
2022-10-01,3.2642642361227776
2022-10-02,2.5523648437587494
2022-10-03,2.622606966152395
2022-10-04,1.9669552246142963
2022-10-05,1.475216418460722
2022-10-06,1.1064123138455413
2022-10-07,0.829809235384156
2022-10-08,0.6223569265381169
2022-10-09,0.46676769490358766
2022-10-10,0.3500757711776907
2022-10-11,1.3771401617166015
2022-10-12,2.7203551212874513
2022-10-13,2.5610996742989216
2022-10-14,2.514574755724191
2022-10-15,3.5734310667931437
2022-10-16,3.2217399667615245
2022-10-17,2.8329716417378097
2022-10-18,2.124728731303357
2022-10-19,1.5935465484775178
2022-10-20,1.1951599113581381
2022-10-21,0.8963699335186036
2022-10-22,0.6722774501389526
2022-10-23,0.5042080876042144
2022-10-24,0.3781560657031608
2022-10-25,0.6377837159440373
2022-10-26,1.0616711202913613
2022-10-27,1.8795866735518545
2022-10-28,2.065940005163891
2022-10-29,1.6640383372062515
2022-10-30,3.0292787529046894
2022-10-31,2.969875731345183
2022-11-01,3.1974067985088874
2022-11-02,2.481388432214999
2022-11-03,2.0693746574945826
2022-11-04,1.66661432645427
2022-11-05,3.2291274115073696
2022-11-06,3.067678891963861
2022-11-07,2.654925835639562
2022-11-08,2.0211943767296714
2022-11-09,1.8596457825472534
2022-11-10,1.9572343369104401
2022-11-11,1.540842419349497
2022-11-12,1.2077151478454557
2022-11-13,3.8432863608840924
2022-11-14,3.0387147706630695
2022-11-15,3.0990360779973023
2022-11-16,3.2826103918313105
2022-11-17,2.857791127206816
2022-11-18,4.393343345405112
2022-11-19,4.284590842387168
2022-11-20,3.9009431317903758
2022-11-21,4.811124015509448
2022-11-22,3.768343011632086
2022-11-23,4.451257258724065
2022-11-24,3.5988596107097153
2022-11-25,3.06372804136562
2022-11-26,3.568629364357548
2022-11-27,3.270222023268161
2022-11-28,4.567249850784454
2022-11-29,8.725437388088341
2022-11-30,11.398244707732923
2022-12-01,8.548683530799691
