date,Partita milan
2021-09-22,3.2674855567095746
2021-09-23,2.6797808341988447
2021-09-24,4.4890022923158055
2021-09-25,4.283418385903521
2021-09-26,3.295897122760972
2021-09-27,3.4719228420707293
2021-09-28,2.603942131553046
2021-09-29,1.952956598664784
2021-09-30,1.464717448998588
2021-10-01,1.0985380867489407
2021-10-02,1.063486898395039
2021-10-03,1.5996985071296128
2021-10-04,2.4393572136805433
2021-10-05,1.8295179102604073
2021-10-06,1.3721384326953052
2021-10-07,1.0291038245214787
2021-10-08,1.0947445350577758
2021-10-09,1.9252250679599987
2021-10-10,2.5168354676366658
2021-10-11,2.491793267394166
2021-10-12,2.9788449505456245
2021-10-13,2.7341337129092183
2021-10-14,3.206850284681914
2021-10-15,3.134304380178102
2021-10-16,3.4653116184669104
2021-10-17,2.859400380516849
2021-10-18,2.6653836187209703
2021-10-19,2.5590377140407274
2021-10-20,2.5963616188638787
2021-10-21,3.3847712141479094
2021-10-22,2.8510784106109317
2021-10-23,2.9195588079581984
2021-10-24,3.4396691059686493
2021-10-25,3.8818351628098204
2021-10-26,3.4013763721073653
2021-10-27,3.738532279080524
2021-10-28,3.0538992093103934
2021-10-29,2.4050077403161283
2021-10-30,3.3037558052370963
2021-10-31,4.269483520594489
2021-11-01,3.920862640445867
2021-11-02,2.9406469803344
2021-11-03,2.2054852352507996
2021-11-04,1.6541139264380997
2021-11-05,1.2405854448285747
2021-11-06,0.930439083621431
2021-11-07,0.6978293127160732
2021-11-08,0.5233719845370548
2021-11-09,1.5800289884027914
2021-11-10,1.4246050746354266
2021-11-11,2.9955371393099033
2021-11-12,2.902902854482427
2021-11-13,3.427177140861821
2021-11-14,3.5807995223130327
2021-11-15,4.1335163084014415
2021-11-16,3.100137231301081
2021-11-17,2.3251029234758107
2021-11-18,1.743827192606858
2021-11-19,1.3078703944551433
2021-11-20,0.9809027958413574
2021-11-21,0.735677096881018
2021-11-22,0.5517578226607635
2021-11-23,1.8304850336622396
2021-11-24,1.6853637752466797
2021-11-25,1.5244394981016767
2021-11-26,2.4245796235762573
2021-11-27,2.1726013843488596
2021-11-28,2.1607010382616445
2021-11-29,2.3913591120295665
2021-11-30,1.793519334022175
2021-12-01,1.345139500516631
2021-12-02,1.008854625387473
2021-12-03,0.7566409690406047
2021-12-04,0.5674807267804535
2021-12-05,0.4256105450853401
2021-12-06,0.319207908814005
2021-12-07,0.23940593161050375
2021-12-08,0.1795544487078778
2021-12-09,0.13466583653090833
2021-12-10,0.10099937739818124
2021-12-11,0.07574953304863592
2021-12-12,0.05681214978647694
2021-12-13,0.042609112339857695
2021-12-14,1.1986235009215602
2021-12-15,1.3156342923578368
2021-12-16,1.6221423859350443
2021-12-17,2.50827345611795
2021-12-18,3.277038425421796
2021-12-19,3.3640288190663474
2021-12-20,2.8355216142997604
2021-12-21,2.74664121072482
2021-12-22,2.934980908043615
2021-12-23,3.4929023476993786
2021-12-24,2.6821767607745337
2021-12-25,2.0949659039142334
2021-12-26,2.914974427935675
2021-12-27,2.3216474876184225
2021-12-28,1.741235615713817
2021-12-29,1.3059267117853626
2021-12-30,0.9794450338390218
2021-12-31,0.7345837753792662
2022-01-01,0.5509378315344496
2022-01-02,0.4132033736508372
2022-01-03,0.30990253023812786
2022-01-04,0.2324268976785959
2022-01-05,0.1743201732589469
2022-01-06,0.13074012994421016
2022-01-07,0.09805509745815762
2022-01-08,0.0735413230936182
2022-01-09,0.05515599232021365
2022-01-10,0.04136699424016023
2022-01-11,0.09352524568012018
2022-01-12,0.18472726759342348
2022-01-13,1.3260454506950679
2022-01-14,1.3487007546879675
2022-01-15,1.0115255660159754
2022-01-16,0.7586441745119815
2022-01-17,0.5689831308839861
2022-01-18,0.4267373481629896
2022-01-19,0.32005301112224216
2022-01-20,0.2400397583416816
2022-01-21,0.18002981875626117
2022-01-22,0.13502236406719587
2022-01-23,0.1012667730503969
2022-01-24,0.07595007978779766
2022-01-25,0.05696255984084825
2022-01-26,0.04272191988063618
2022-01-27,0.03204143991047713
2022-01-28,0.024031079932857847
2022-01-29,0.018023309949643383
2022-01-30,0.013517482462232536
2022-01-31,0.0101381118466744
2022-02-01,0.0076035838850058
2022-02-02,0.00570268791375435
2022-02-03,0.004277015935315762
2022-02-04,0.003207761951486821
2022-02-05,0.0024058214636151157
2022-02-06,0.0018043660977113368
2022-02-07,0.0013532745732835025
2022-02-08,0.0010149559299626268
2022-02-09,0.00076121694747197
2022-02-10,0.0005709127106039775
2022-02-11,0.0004281845329529831
2022-02-12,0.0003211383997147373
2022-02-13,0.00024085379978605294
2022-02-14,0.0001806403498395397
2022-02-15,0.00013548026237965476
2022-02-16,0.00010161019678474106
2022-02-17,7.620764758855579e-05
2022-02-18,5.715573569141684e-05
2022-02-19,4.2866801768562626e-05
2022-02-20,3.2150101326421966e-05
2022-02-21,2.4112575994816475e-05
2022-02-22,1.8084431996112353e-05
2022-02-23,1.3563323997084264e-05
2022-02-24,1.0172492997813197e-05
2022-02-25,7.629369748359897e-06
2022-02-26,5.7220273112699215e-06
2022-02-27,4.291520483452441e-06
2022-02-28,3.218640362589331e-06
2022-03-01,2.413980271941998e-06
2022-03-02,1.8104852039564983e-06
2022-03-03,1.3578639029673735e-06
2022-03-04,1.01839792722553e-06
2022-03-05,7.637984454191474e-07
2022-03-06,5.728488340643605e-07
2022-03-07,4.2963662554827036e-07
2022-03-08,3.2222746916120273e-07
2022-03-09,2.4167060187090205e-07
2022-03-10,1.8125295140317654e-07
2022-03-11,1.3593971355238237e-07
2022-03-12,1.0195478516428678e-07
2022-03-13,7.646608887321507e-08
2022-03-14,5.73495666549113e-08
2022-03-15,4.301217499118347e-08
2022-03-16,3.2259131243387595e-08
2022-03-17,2.4194348432540696e-08
2022-03-18,0.13541668481242802
2022-03-19,2.7369791802759877
2022-03-20,3.1673177185403247
2022-03-21,4.2504882889052436
2022-03-22,3.1878662166789327
2022-03-23,2.390899662509199
2022-03-24,1.7931747468818993
2022-03-25,1.3448810601614243
2022-03-26,1.0086607951210682
2022-03-27,0.7564955963408011
2022-03-28,0.5673716972556008
2022-03-29,0.42552877294170055
2022-03-30,0.31914657970627536
2022-03-31,0.2393599347797065
2022-04-01,0.17951995108477983
2022-04-02,0.13463996331358485
2022-04-03,0.10097997248518864
2022-04-04,0.07573497936389147
2022-04-05,0.056801234522918596
2022-04-06,0.04260092589218894
2022-04-07,0.0319506944191417
2022-04-08,0.023963020814356275
2022-04-09,0.017972265610767205
2022-04-10,0.013479199208075403
2022-04-11,0.010109399406056551
2022-04-12,0.007582049554542412
2022-04-13,0.0056865371659068084
2022-04-14,0.004264902874430106
2022-04-15,0.0031986771558225793
2022-04-16,0.002399007866866934
2022-04-17,0.0017992559001502005
2022-04-18,0.0013494419251126502
2022-04-19,0.0010120814438344876
2022-04-20,0.0007590610828758657
2022-04-21,0.0005692958121568992
2022-04-22,0.00042697185911767436
2022-04-23,0.0003202288943382557
2022-04-24,0.00024017167075369178
2022-04-25,0.0001801287530652688
2022-04-26,0.00013509656479895158
2022-04-27,0.00010132242359921368
2022-04-28,7.599181769941026e-05
2022-04-29,0.47922366052994136
2022-04-30,1.4323344120641228
2022-05-01,2.365917475714759
2022-05-02,4.14943810678607
2022-05-03,5.162078580089552
2022-05-04,4.0590589350671635
2022-05-05,4.138044201300373
2022-05-06,3.468116484308613
2022-05-07,2.6010873632314593
2022-05-08,1.9508155224235944
2022-05-09,1.4631116418176955
2022-05-10,3.2073337313632724
2022-05-11,2.7596669651891204
2022-05-12,2.4239168905585067
2022-05-13,2.9221043345855464
2022-05-14,2.1915782509391595
2022-05-15,1.6436836882043695
2022-05-16,1.232762766153277
2022-05-17,0.9245720746149577
2022-05-18,0.6934290559612182
2022-05-19,0.5200717919709136
2022-05-20,0.39005384397818516
2022-05-21,0.2925403829836388
2022-05-22,0.21940528723772912
2022-05-23,0.1645539654282968
2022-05-24,0.1234154740712226
2022-05-25,0.09256160555341693
2022-05-26,0.06942120416506269
2022-05-27,0.05206590312379701
2022-05-28,0.039049427342847755
2022-05-29,0.029287070507135814
2022-05-30,0.021965302880351856
2022-05-31,1.172723977160264
2022-06-01,2.233709649536865
2022-06-02,2.133615570485982
2022-06-03,1.7981283445311531
2022-06-04,1.7340129250650316
2022-06-05,1.571343027132107
2022-06-06,2.6993406036824132
2022-06-07,2.75450545276181
2022-06-08,3.649212422904691
2022-06-09,3.1744093171785184
2022-06-10,2.557890321217222
2022-06-11,1.9184177409129164
2022-06-12,1.438813305684687
2022-06-13,1.0791099792635153
2022-06-14,0.8093324844476364
2022-06-15,0.6069993633357272
2022-06-16,0.4552495225017954
2022-06-17,0.3414371418763465
2022-06-18,0.25607785640725983
2022-06-19,0.19205839230544486
2022-06-20,0.14404379422908362
2022-06-21,0.1080328456718127
2022-06-22,0.08102463425385951
2022-06-23,0.06076847569039463
2022-06-24,0.04557635676779597
2022-06-25,0.03418226757584698
2022-06-26,0.02563670068188523
2022-06-27,0.01922752551141392
2022-06-28,0.4623373108002272
2022-06-29,1.648836316433504
2022-06-30,1.3824605706584612
2022-07-01,2.338928761327179
2022-07-02,1.8375299043287177
2022-07-03,1.5656474282465382
2022-07-04,2.0804855711849037
2022-07-05,1.5603641783886777
2022-07-06,1.1702731337915082
2022-07-07,0.8777048503436311
2022-07-08,0.6582786377577232
2022-07-09,1.0874589783182924
2022-07-10,1.6697609004053862
2022-07-11,2.4502373419707064
2022-07-12,2.5176780064780298
2022-07-13,2.971591838191855
2022-07-14,3.8120272119772247
2022-07-15,2.942353742316252
2022-07-16,2.581765306737189
2022-07-17,3.9884073133862255
2022-07-18,3.2308888183730025
2022-07-19,16.673166613779756
2022-07-20,12.504874960334817
2022-07-21,9.378656220251111
2022-07-22,7.033992165188333
2022-07-23,5.2754941238912485
2022-07-24,3.956620592918436
2022-07-25,2.967465444688827
2022-07-26,2.6526824168499537
2022-07-27,2.145761812637465
2022-07-28,2.2759880261447654
2022-07-29,3.0403243529419077
2022-07-30,2.2802432647064306
2022-07-31,1.710182448529823
2022-08-01,1.282636836397367
2022-08-02,1.3619776272980253
2022-08-03,3.2923165538068533
2022-08-04,3.18798741535514
2022-08-05,3.5368238948496886
2022-08-06,3.1109512544706
2022-08-07,3.031130107519617
2022-08-08,2.450430913973046
2022-08-09,2.2378231854797845
2022-08-10,1.6783673891098383
2022-08-11,1.2587755418323785
2022-08-12,1.027414989707617
2022-08-13,2.197644575614046
2022-08-14,2.9503167650438678
2022-08-15,4.046070907116234
2022-08-16,4.5645531803371755
2022-08-17,3.652581551919548
2022-08-18,3.364436163939661
2022-08-19,2.5858271229547456
2022-08-20,2.1477036755493923
2022-08-21,2.2774444233287108
2022-08-22,2.333083317496533
2022-08-23,6.499812488122401
2022-08-24,4.8748593660918
2022-08-25,3.65614452456885
2022-08-26,2.742108393426637
2022-08-27,2.0565812950699778
2022-08-28,1.5424359713024833
2022-08-29,1.1568269784768623
2022-08-30,0.8676202338576467
2022-08-31,0.650715175393235
2022-09-01,0.4880363815449262
2022-09-02,0.5951939528253612
2022-09-03,3.477645464619022
2022-09-04,3.0144840984642665
2022-09-05,4.4171130738482
2022-09-06,3.31283480538615
2022-09-07,2.484626104039612
2022-09-08,1.863469578029709
2022-09-09,1.3976021835222816
2022-09-10,1.0482016376417111
2022-09-11,0.7861512282312834
2022-09-12,0.5896134211734625
2022-09-13,0.44221006588009687
2022-09-14,0.3316575494100726
2022-09-15,0.24874316205755442
2022-09-16,0.1865573715431658
2022-09-17,0.13991802865737432
2022-09-18,0.10493852149303073
2022-09-19,0.07870389111977304
2022-09-20,1.2048612516731632
2022-09-21,1.2057292720882056
2022-09-22,1.1230469540661543
2022-09-23,1.8735352155496159
2022-09-24,3.9676514116622124
2022-09-25,3.2882385587466594
2022-09-26,5.226595585726661
2022-09-27,4.129946689294996
2022-09-28,4.8370433503045795
2022-09-29,4.638199179395102
2022-09-30,5.697399384546326
2022-10-01,5.502216205076412
2022-10-02,4.762078820473976
2022-10-03,4.831975782022148
2022-10-04,4.663981836516611
2022-10-05,4.008403044054125
2022-10-06,4.45421894970726
2022-10-07,5.101080878947112
2022-10-08,5.336227325877
2022-10-09,4.75217049440775
2022-10-10,4.345377870805812
2022-10-11,5.899033403104359
2022-10-12,6.2888583856616025
2022-10-13,5.112477122579534
2022-10-14,4.105191175267984
2022-10-15,3.568476714784321
2022-10-16,4.061774202754908
2022-10-17,4.744247318732848
2022-10-18,3.558185489049636
2022-10-19,2.6686391167872263
2022-10-20,2.0014793375904194
2022-10-21,1.5011095031928146
2022-10-22,1.1258321273946108
2022-10-23,0.8443740955459581
2022-10-24,0.6332805716594685
2022-10-25,0.4749604287446013
2022-10-26,0.35622032155845096
2022-10-27,0.2671652411688382
2022-10-28,0.20037393087662866
2022-10-29,0.1502804481574715
2022-10-30,0.11271033611810362
2022-10-31,0.0845327520885777
2022-11-01,0.06339956406643327
2022-11-02,0.04754967304982495
2022-11-03,0.03566225478736871
2022-11-04,0.02674669109052653
2022-11-05,0.020060018317894897
2022-11-06,0.015045013738421171
2022-11-07,0.011283760303815877
2022-11-08,1.5709628202278623
2022-11-09,2.3032221151708967
2022-11-10,2.373249919711506
2022-11-11,1.8320207731169627
2022-11-12,1.717765579837722
2022-11-13,2.423740851544958
2022-11-14,2.5573889719920517
2022-11-15,3.318041728994039
2022-11-16,2.894781296745529
2022-11-17,2.4523359725591467
2022-11-18,1.90175197941936
2022-11-19,1.9679806512311866
2022-11-20,1.6530688217567233
2022-11-21,1.4481349496508755
2022-11-22,1.0861012122381566
2022-11-23,0.8145759091786174
2022-11-24,0.610931931883963
2022-11-25,0.45819894891297225
2022-11-26,0.3436492116847291
2022-11-27,0.2577369087635468
2022-11-28,0.19330268157266012
2022-11-29,2.884560344512829
2022-11-30,3.6842535917179555
2022-12-01,2.7631901937884664
