date,Partita juventus
2021-06-01,7.208333333333333
2021-06-02,3.398809523809524
2021-06-03,3.0101351351351355
2021-06-04,2.9454761904761906
2021-06-05,2.7038518992744347
2021-06-06,3.5288956538956544
2021-06-07,4.446200488366087
2021-06-08,3.210989826197542
2021-06-15,3.6269766065470326
2021-06-16,2.9751950089958803
2021-06-17,2.4378688813174754
2021-06-18,3.7663153317298392
2021-06-19,4.135592855765155
2021-06-20,3.4753470836467644
2021-06-21,3.8405574539457357
2021-06-22,4.416187396681321
2021-06-23,3.5661676610303368
2021-06-24,4.921852034609947
2021-06-25,4.167365510392978
2021-06-26,4.135840828012263
2021-06-27,3.256038090299892
2021-06-28,2.5762325927797733
2021-06-29,1.9313116338316034
2021-07-13,1.4479987734652817
2021-07-14,1.085726454435201
2021-07-15,0.81414155624755
2021-07-16,0.9752577019010424
2021-07-17,0.8876654677070884
2021-07-18,2.7286874655222078
2021-07-19,3.265361439501669
2021-07-20,2.4489117271541394
2021-07-27,1.8366222894063398
2021-07-28,1.3774321219801162
2021-07-29,1.0330546326108663
2021-07-30,0.9935392998628725
2021-07-31,1.5576724051770277
2021-08-01,2.2828549239947904
2021-08-02,2.024636576472
2021-08-03,1.5184706452862762
2021-08-04,1.1388491662689741
2021-08-05,0.8541347272604787
2021-08-06,1.4947713360838712
2021-08-07,1.5481620619128975
2021-08-08,2.161123496857363
2021-08-09,3.964596926586913
2021-08-10,3.1134461715028148
2021-08-11,2.5746672387078755
2021-08-12,2.0664165839938353
2021-08-13,1.716478840425613
2021-08-14,1.610275736840759
2021-08-15,2.4577071625696463
2021-08-16,2.218280295656386
2021-08-17,3.203710457178257
2021-08-18,3.3194495302893787
2021-08-19,3.5208371747816773
2021-08-20,3.7864612411926615
2021-08-21,2.83984585933528
2021-08-22,2.129884354249403
2021-08-23,1.5974132430452708
2021-08-24,2.3380599559043342
2021-08-25,2.6389616407920857
2021-08-26,2.781304566480888
2021-08-27,2.4818117541645472
2021-08-28,2.9446921536275266
2021-08-29,2.604352445978282
2021-08-30,2.7657643353998873
2021-08-31,3.65432325533252
2021-09-01,3.480325774277192
2021-09-02,3.901910998384075
2021-09-03,5.322266584672243
2021-09-04,3.9916999367119828
2021-09-05,2.9937749515258747
2021-09-06,2.245331213077343
2021-09-07,1.6839984094890343
2021-09-21,2.1588321406524744
2021-09-22,1.6816241053368228
2021-09-23,1.52163474563093
2021-09-24,2.5787260594132575
2021-09-25,2.423627877872362
2021-09-26,2.026054241697396
2021-09-27,2.207040681286775
2021-09-28,1.6552805109336926
2021-10-05,1.2414603831826132
2021-10-06,0.9310952873770284
2021-10-07,0.6983214655271848
2021-10-08,0.763324432479892
2021-10-09,0.9579099910292126
2021-10-10,1.6455158266122047
2021-10-11,2.754970203300912
2021-10-12,2.066227652471761
2021-10-19,2.9559207393576212
2021-10-20,2.66485722118395
2021-10-21,2.4778095825541797
2021-10-22,1.9104405202479455
2021-10-23,2.3807470568532616
2021-10-24,1.8584769593060835
2021-10-25,1.6959410528127723
2021-10-26,2.3419557896099477
2021-10-27,2.1939668422073972
2021-10-28,3.0933917983225028
2021-10-29,3.4450438487419617
2021-10-30,3.27128288655644
2021-10-31,3.838878831584074
2021-11-01,4.139575790354753
2021-11-02,3.1046818427659857
2021-11-16,2.3285113820744447
2021-11-17,1.7463835365558087
2021-11-18,1.3097876524168426
2021-11-19,1.357340739312633
2021-11-20,1.3930055544844755
2021-11-21,2.076004165863366
2021-11-22,3.504919791064206
2021-11-23,2.838689843298149
2021-11-24,3.264434049140281
2021-11-25,3.437908870188545
2021-11-26,3.3075983193080747
2021-11-27,3.230698739481056
2021-11-28,3.350107387944125
2021-11-29,3.1688305409580937
2021-11-30,3.876622905718571
2021-12-01,3.2199671792889277
2021-12-02,2.467058717800029
2021-12-03,2.2148773716833547
2021-12-04,1.6611580287625158
2021-12-05,1.2458685215718868
2021-12-06,0.9344013911789151
2021-12-07,0.7008010433841863
2021-12-28,0.6610174492048063
2021-12-29,2.068679753570272
2021-12-30,1.7702598151777038
2021-12-31,1.5568615280499447
2022-01-01,2.2197294793707916
2022-01-02,2.727297109528094
2022-01-03,2.35797283214607
2022-01-04,2.6984796241095523
2022-01-05,2.3571930514154977
2022-01-06,2.0387281218949567
2022-01-07,1.7477960914212174
2022-01-08,1.935847068565913
2022-01-09,2.8060519680911016
2022-01-10,3.8441223094016594
2022-01-11,2.8830917320512444
2022-01-25,2.2769021323717666
2022-01-26,1.707676599278825
2022-01-27,1.2807574494591185
2022-01-28,0.9709847537610055
2022-01-29,0.8115718986540875
2022-01-30,1.9315955906572326
2022-01-31,1.6049466929929246
2022-02-01,1.2037100197446933
2022-02-02,0.9027825148085199
2022-02-03,0.6770868861063898
2022-02-04,0.5911484979131256
2022-02-05,0.5683613734348442
2022-02-06,0.9991876967427998
2022-02-07,2.8743907725571
2022-02-08,2.155793079417825
2022-02-15,3.7105948095633687
2022-02-16,2.949612773839193
2022-02-17,3.1601262470460614
2022-02-18,2.620094685284546
2022-02-19,1.9650710139634093
2022-02-20,1.4738032604725568
2022-02-21,1.1053524453544175
2022-02-22,0.829014334015813
2022-03-01,0.6217607505118597
2022-03-02,0.4663205628838948
2022-03-03,0.34974042216292106
2022-03-04,0.36647198328885744
2022-03-05,0.3790206541333098
2022-03-06,0.6592654905999824
2022-03-07,1.838199117949987
2022-03-08,3.538649338462491
2022-03-09,4.5394036705135345
2022-03-10,5.508719419551817
2022-03-11,5.110706231330529
2022-03-12,3.833029673497897
2022-03-13,2.874772255123422
2022-03-14,2.1560791913425663
2022-03-15,1.6170593935069246
2022-03-16,1.2127945451301934
2022-03-17,0.909595908847645
2022-03-18,0.8801135983024003
2022-03-19,2.0142518653934673
2022-03-20,3.8648555657117676
2022-03-21,3.096558340950492
2022-03-22,2.492418755712869
2022-03-23,2.890147400117985
2022-03-24,3.834277216755156
2022-03-25,4.104874579233034
2022-03-26,3.0786559344247753
2022-03-27,2.308991950818581
2022-03-28,1.7317439631139357
2022-03-29,1.6488079723354518
2022-03-30,2.6116059792515887
2022-03-31,2.3962044844386914
2022-04-01,3.328403363329019
2022-04-02,2.7567191891634306
2022-04-03,3.4321227252059066
2022-04-04,3.13659204390443
2022-04-05,2.4924440329283226
2022-04-06,2.306833024696242
2022-04-07,4.834291435188848
2022-04-08,3.7819685763916358
2022-04-09,4.409393098960393
2022-04-10,4.140378157553628
2022-04-11,3.324033618165221
2022-04-12,5.0630252136239156
2022-04-13,4.463935576884603
2022-04-14,3.368785015996786
2022-04-15,3.703672095330923
2022-04-16,2.8090040714981916
2022-04-17,3.3984197202903106
2022-04-18,2.6217314568843992
2022-04-19,1.9662985926632992
2022-04-20,1.4747239444974742
2022-04-21,1.1060429583731055
2022-04-22,0.9857822187798291
2022-04-23,1.2185033307515385
2022-04-24,1.5388774980636541
2022-04-25,4.174991456881075
2022-04-26,3.1312435926608058
2022-04-27,2.348432694495604
2022-04-28,1.761324520871703
2022-04-29,1.320993390653777
2022-04-30,3.5949117096569996
2022-05-01,2.9774337822427492
2022-05-02,2.441408670015395
2022-05-03,1.8310565025115464
2022-05-10,1.4878757102169928
2022-05-11,2.0221567826627447
2022-05-12,1.8395342536637251
2022-05-13,3.619234023581128
2022-05-14,2.7144255176858456
2022-05-15,2.035819138264384
2022-05-16,1.526864353698288
2022-05-17,1.145148265273716
2022-05-18,0.8588611989552869
2022-05-19,0.6441458992164651
2022-05-20,1.0976927577456823
2022-05-21,2.906602901642595
2022-05-22,4.0237021762319465
2022-05-23,3.17402663217396
2022-05-24,2.3805199741304697
2022-05-25,1.7853899805978521
2022-05-26,1.3390424854483889
2022-05-27,1.2542818640862916
2022-05-28,1.6282113980647188
2022-05-29,1.6899085485485392
2022-05-30,2.5382647447447377
2022-05-31,2.453698558558553
2022-06-01,2.7777739189189146
2022-06-02,3.7499971058558526
2022-06-03,4.395831162725223
2022-06-04,3.5677067053772507
2022-06-05,3.5716133623662714
2022-06-06,2.866210021774703
2022-06-07,4.4296575163310274
2022-06-08,4.374326470581604
2022-06-09,4.530744852936203
2022-06-10,4.210558639702152
2022-06-11,3.157918979776614
2022-06-12,2.36843923483246
2022-06-13,1.776329426124345
2022-06-14,1.3322470695932584
2022-06-21,0.9991853021949437
2022-06-22,0.7493889766462077
2022-06-23,0.5620417324846557
2022-06-24,0.45278129936349176
2022-06-25,0.9125026411892856
2022-06-26,1.1739603142252975
2022-06-27,2.26588690233564
2022-06-28,1.89941517675173
2022-06-29,1.9453947158971308
2022-06-30,2.500712703589515
2022-07-01,2.9172011943588028
2022-07-02,4.114984229102435
2022-07-03,3.2112381718268264
2022-07-04,2.5021786288701193
2022-07-05,10.876633971652591
2022-07-12,8.324142145406109
2022-07-13,6.524356609054581
2022-07-14,5.382850790124269
2022-07-15,5.485054759259868
2022-07-16,5.6450410694449005
2022-07-17,4.369197468750342
2022-07-18,5.1414814348960896
2022-07-19,3.8561110761720667
2022-08-02,3.11083330712905
2022-08-03,2.968541647013454
2022-08-04,4.03890623526009
2022-08-05,3.7479296764450676
2022-08-06,4.1859472573338
2022-08-07,4.17071044300035
2022-08-08,3.3884494989169287
2022-08-09,2.541337124187696
2022-08-10,1.9060028431407718
2022-08-11,1.4295021323555788
2022-08-12,1.1762932659333507
2022-08-13,2.1947199494500134
2022-08-14,3.14603996208751
2022-08-15,3.0157799715656326
2022-08-16,3.251834978674225
2022-08-17,3.0951262340056687
2022-08-18,3.1025946755042515
2022-08-19,2.9623626732948547
2022-08-20,2.7738553383044744
2022-08-21,5.6533081703950225
2022-08-22,5.073314461129599
2022-08-23,3.8049858458471992
2022-08-30,2.853739384385399
2022-08-31,2.1403045382890493
2022-09-01,1.605228403716787
2022-09-02,1.5685046361209236
2022-09-03,2.5617951437573594
2022-09-04,3.8380130244846864
2022-09-05,3.722259768363515
2022-09-06,3.231694826272636
2022-09-07,2.580021119704477
2022-09-08,2.6537658397783574
2022-09-09,2.0736577131671012
2022-09-10,2.1906599515419924
2022-09-11,1.8929949636564942
2022-09-12,3.5239128894090377
2022-09-13,2.7029346670567778
2022-09-14,3.1522010002925835
2022-09-15,3.509984083552771
2022-09-16,2.851238062664578
2022-09-17,3.0238452136651004
2022-09-18,3.476217243582159
2022-09-19,2.8988295993532853
2022-09-20,4.454122199514964
2022-09-21,5.069758316302889
2022-09-22,4.7294020705605
2022-09-23,4.536634886253708
2022-09-24,3.496226164690281
2022-09-25,3.1221696235177108
2022-09-26,2.3832938843049494
2022-09-27,1.847470413228712
2022-09-28,2.927269476588201
2022-09-29,2.299618774107817
2022-09-30,1.808047413914196
2022-10-01,1.7518688937689804
2022-10-02,1.438901670326735
2022-10-03,1.1416762527450512
2022-10-04,1.4362571895587883
2022-10-05,1.7751095588357582
2022-10-06,1.539665502460152
2022-10-07,1.175582460178447
2022-10-08,2.2462701784671686
2022-10-09,1.7472026338503763
2022-10-10,2.945818642054449
2022-10-11,3.449363981540837
2022-10-12,3.0036896528222945
2022-10-13,2.461100572950054
2022-10-14,2.3458254297125403
2022-10-15,2.0197857389510716
2022-10-16,2.4835893042133037
2022-10-17,1.914775311493311
2022-10-18,1.7760814836199834
2022-10-19,3.186227779381655
2022-10-20,3.420920834536241
2022-10-21,2.7531906259021808
2022-10-22,2.273226302759969
2022-10-23,2.309086393736643
2022-10-24,3.1797314619691495
2022-10-25,2.564798596476862
2022-10-26,2.8923489473576462
2022-10-27,3.0546783771849015
2022-10-28,2.6139254495553423
2022-10-29,3.2208607538331737
2022-10-30,2.4885622320415464
2022-10-31,2.158088340697826
2022-11-01,2.1585662555233696
2022-11-02,3.348091358309194
2022-11-03,3.344401852065229
2022-11-04,3.8416347223822553
