date,Partita juventus
2022-11-05,4.079142708453358
2022-11-06,4.517690364673352
2022-11-07,3.627851106838347
2022-11-08,3.1308883301287604
2022-11-09,3.1606662475965703
2022-11-10,3.932999685697428
2022-11-11,3.387249764273071
2022-11-12,2.6654373232048028
2022-11-13,2.1032446590702687
2022-11-14,2.306600160969368
2022-11-15,2.419950120727026
2022-11-16,2.2524625905452695
2022-11-17,2.9914302762422853
2022-11-18,3.128989373848381
2022-11-19,3.4509086970529523
2022-11-20,2.8798481894563803
2022-11-21,3.8265528087589527
2022-11-22,3.5799146065692145
2022-11-23,3.5703526215935772
2022-11-24,3.7194311328618497
2022-11-25,2.9874900163130533
2022-11-26,3.542700845568124
2022-11-27,3.0111923008427595
2022-11-28,2.831310892298736
2022-11-29,2.703483169224052
2022-11-30,2.4234457102513725
2022-12-01,1.8175842826885293
