date,Capodanno
2021-11-10,3.5436588188478146
2021-11-11,3.345244114135861
2021-11-12,3.2901830856018957
2021-11-13,4.040553980868089
2021-11-14,4.9054154856510666
2021-11-15,4.824894947571633
2021-11-16,3.6186712106787247
2021-11-17,2.714003408009043
2021-11-18,2.035502556006782
2021-11-19,1.9849602503384198
2021-11-20,3.2074701877538154
2021-11-21,4.561852640815362
2021-11-22,4.765139480611521
2021-11-23,3.5738546104586404
2021-11-24,2.6803909578439797
2021-11-25,2.0102932183829845
2021-11-26,1.5077199137872384
2021-11-27,1.1307899353404287
2021-11-28,0.8480924515053215
2021-11-29,0.6360693386289911
2021-11-30,3.2791353373050773
2021-12-01,4.709351502978808
2021-12-02,6.8653469605674395
2021-12-03,6.815676887092247
2021-12-04,5.1117576653191845
2021-12-05,3.833818248989388
2021-12-06,2.8753636867420407
2021-12-07,2.1565227650565304
2021-12-08,1.6173920737923977
2021-12-09,1.213044055344298
2021-12-10,1.4826997081748903
2021-12-11,1.9245247811311679
2021-12-12,2.714226919181709
2021-12-13,4.525253522719615
2021-12-14,5.213940142039712
2021-12-15,7.243788439863118
2021-12-16,6.891174663230672
2021-12-17,6.376714330756337
2021-12-18,6.407535748067253
2021-12-19,7.816068477717106
2021-12-20,9.20580135828783
2021-12-21,9.854351018715873
2021-12-22,9.984513264036904
2021-12-23,10.592551614694344
2021-12-24,9.579830377687424
2021-12-25,9.028622783265567
2021-12-26,10.990217087449174
2021-12-27,12.78432948225355
2021-12-28,9.588247111690162
2021-12-29,7.1911853337676215
2021-12-30,5.393389000325715
2021-12-31,4.045041750244287
2022-01-01,3.0337813126832147
2022-01-02,2.275335984512411
2022-01-03,1.706501988384308
2022-01-04,1.4986264912882308
2022-01-05,3.6031365351328404
2022-01-06,3.8481857346829633
2022-01-07,3.344472634345556
2022-01-08,4.039604475759167
2022-01-09,4.6234533568193745
2022-01-10,4.061340017614531
2022-01-11,3.046005013210898
2022-01-12,2.2845037599081732
2022-01-13,1.7133778199311298
2022-01-14,1.2850333649483472
2022-01-15,0.9637750237112603
2022-01-16,0.7228312677834452
2022-01-17,0.5421234508375838
2022-01-18,0.5940925881281879
2022-01-19,0.8414027744294743
2022-01-20,1.183135414155439
2022-01-21,2.2623515606165796
2022-01-22,2.332180337129101
2022-01-23,2.6033019195134925
2022-01-24,2.150393106301786
2022-01-25,1.6127948297263393
2022-01-26,1.2095961222947542
2022-01-27,0.9071970917210657
2022-01-28,0.8574811521241327
2022-01-29,1.9660275307597666
2022-01-30,2.412020648069825
2022-01-31,3.3610988193857025
2022-02-01,4.000824114539276
2022-02-02,3.000618085904457
2022-02-03,2.2504635644283426
2022-02-04,2.30243100665459
2022-02-05,3.726823254990943
2022-02-06,3.4722007745765406
2022-02-07,3.9166505809324055
2022-02-08,4.667487935699304
2022-02-09,3.500615951774478
2022-02-10,2.6254619638308583
2022-02-11,2.0315964728731433
2022-02-12,2.9716140213215243
2022-02-13,3.4474605159911436
2022-02-14,2.6793453869933574
2022-02-15,2.089509040245018
2022-02-16,4.025465113517098
2022-02-17,4.5607655018044895
2022-02-18,4.858074126353367
2022-02-19,3.6435555947650253
2022-02-20,2.7326666960737684
2022-02-21,2.049500022055326
2022-02-22,1.5371250165414945
2022-02-23,1.1528437624061207
2022-02-24,0.8646328218045906
2022-02-25,0.6484746163534428
2022-02-26,0.4863559622650821
2022-02-27,0.3647669716988115
2022-02-28,0.2735752287741086
2022-03-01,0.20518142158058145
2022-03-02,0.15388606618543607
2022-03-03,0.11541454963907705
2022-03-04,0.08656091222930777
2022-03-05,0.06492068417198082
2022-03-06,0.04869051312898562
2022-03-07,0.03651788484673921
2022-03-08,0.37113841363505445
2022-03-09,0.5908538102262909
2022-03-10,0.5473070243363848
2022-03-11,2.0458969349189555
2022-03-12,1.5344227011892166
2022-03-13,1.1508170258919124
2022-03-14,0.8631127694189342
2022-03-15,0.6473345770642006
2022-03-16,0.48550093279815043
2022-03-17,0.3641256995986128
2022-03-18,0.2730942746989596
2022-03-19,0.20482070602421967
2022-03-20,0.15361552951816473
2022-03-21,0.11521164713862354
2022-03-22,1.7947420686873012
2022-03-23,1.491889884848809
2022-03-24,1.806417413636607
2022-03-25,1.6985630602274553
2022-03-26,1.2739222951705913
2022-03-27,0.9554417213779434
2022-03-28,0.7165812910334575
2022-03-29,1.0874359682750934
2022-03-30,2.0239103095396533
2022-03-31,2.5075160654880735
2022-04-01,3.4431370491160553
2022-04-02,3.5823527868370415
2022-04-03,3.9471812567944475
2022-04-04,3.564552609262502
2022-04-05,4.393414456946877
2022-04-06,4.149227509376824
2022-04-07,4.028587298699285
2022-04-08,5.00060714069113
2022-04-09,4.583788688851681
2022-04-10,4.583674849972094
2022-04-11,3.5106728041457367
2022-04-12,2.633004603109302
2022-04-13,1.9747534523319765
2022-04-14,1.4810650892489823
2022-04-15,1.1107988169367367
2022-04-16,0.8330991127025524
2022-04-17,0.6248243345269142
2022-04-18,0.46861825089518566
2022-04-19,0.7264636881713892
2022-04-20,0.5448477661285418
2022-04-21,0.40863582459640635
2022-04-22,0.358560201780638
2022-04-23,1.0814201513354786
2022-04-24,1.279815113501609
2022-04-25,2.3556946684595403
2022-04-26,1.7667710013446551
2022-04-27,1.325078251008491
2022-04-28,0.9938086882563683
2022-04-29,1.193273182858943
2022-04-30,4.415788220477541
2022-05-01,3.3951744986914894
2022-05-02,3.1609642073519506
2022-05-03,3.410723155513963
2022-05-04,3.6517923666354726
2022-05-05,3.7492609416432714
2022-05-06,4.5723623728991205
2022-05-07,3.42927177967434
2022-05-08,2.571953834755755
2022-05-09,1.928965376066816
2022-05-10,1.876724032050112
2022-05-11,1.563793024037584
2022-05-12,1.9332614346948547
2022-05-13,2.4916127426878076
2022-05-14,1.8687095570158556
2022-05-15,1.4015321677618915
2022-05-16,1.0511491258214185
2022-05-17,0.7883618443660638
2022-05-18,0.5912713832745478
2022-05-19,0.4434535374559108
2022-05-20,0.38467348642526644
2022-05-21,0.5072551148189498
2022-05-22,0.734608002780879
2022-05-23,2.4572060020856594
2022-05-24,1.8429045015642445
2022-05-25,1.3821783761731832
2022-05-26,1.0366337821298872
2022-05-27,1.0795586699307487
2022-05-28,2.2784190024480617
2022-05-29,1.937980918502713
2022-05-30,2.036819022210368
2022-05-31,3.0476142666577766
2022-06-01,2.6190440333266656
2022-06-02,2.776783024994999
2022-06-03,2.2596706020795825
2022-06-04,2.5801696182263534
2022-06-05,3.028877213669765
2022-06-06,2.87582457691899
2022-06-07,2.5768684326892424
2022-06-08,2.0993179911835984
2022-06-09,2.855738493387699
2022-06-10,2.204303870040774
2022-06-11,1.6532279025305805
2022-06-12,1.2399209268979352
2022-06-13,0.9299406951734513
2022-06-14,0.6974555213800884
2022-06-15,0.5230916410350662
2022-06-16,0.39231873077629964
2022-06-17,0.9504890480822248
2022-06-18,0.889950119395002
2022-06-19,1.2820459228795849
2022-06-20,3.9094511088263557
2022-06-21,2.9320883316197666
2022-06-22,2.199066248714825
2022-06-23,1.6492996865361187
2022-06-24,1.351558098235422
2022-06-25,3.076168573676567
2022-06-26,3.286293096924092
2022-06-27,2.7251364893597354
2022-06-28,2.2138523670198014
2022-06-29,2.0874726085981843
2022-06-30,1.982271123115305
2022-07-01,2.476286675669812
2022-07-02,2.378048340085692
2022-07-03,3.325202921730936
2022-07-04,2.660568857964868
2022-07-05,2.685426643473651
2022-07-06,2.014069982605238
2022-07-07,1.5105524869539286
2022-07-08,1.3204143652154463
2022-07-09,2.542394107244918
2022-07-10,2.9692955804336885
2022-07-11,4.737388351991933
2022-07-12,5.0630412639939495
2022-07-13,4.193114281328795
2022-07-14,3.311502377663263
2022-07-15,3.306543449914114
2022-07-16,4.177824254102252
2022-07-17,3.570868190576689
2022-07-18,3.532317809599183
2022-07-19,2.649238357199387
2022-07-20,1.98692876789954
2022-07-21,1.4901965759246547
2022-07-22,1.117647431943491
2022-07-23,0.8382355739576183
2022-07-24,0.6286766804682137
2022-07-25,0.47150751035116023
2022-07-26,2.0411306327633705
2022-07-27,3.624597974572528
2022-07-28,3.2184484809293963
2022-07-29,2.7055030273637133
2022-07-30,2.029127270522785
2022-07-31,1.5218454528920886
2022-08-01,1.1413840896690663
2022-08-02,1.9660380672518
2022-08-03,2.56827855043885
2022-08-04,2.1345422461624706
2022-08-05,2.1738233512885197
2022-08-06,1.9116175134663898
2022-08-07,1.8607964684331255
2022-08-08,1.614347351324844
2022-08-09,1.210760513493633
2022-08-10,0.9080703851202248
2022-08-11,0.6810527888401685
2022-08-12,1.0628729249634599
2022-08-13,1.8804880270559283
2022-08-14,2.108282686958613
2022-08-15,3.9457953485522936
2022-08-16,2.95934651141422
2022-08-17,2.2195098835606646
2022-08-18,1.6646324126704983
2022-08-19,1.2484743095028736
2022-08-20,0.9363557321271552
2022-08-21,0.7022667990953663
2022-08-22,0.5267000993215246
2022-08-23,0.39502507449114344
2022-08-24,0.2962688058683575
2022-08-25,0.22220160440126813
2022-08-26,0.16665120330095107
2022-08-27,0.12498840247571329
2022-08-28,0.09374130185678495
2022-08-29,0.0703059763925887
2022-08-30,0.05272948229444153
2022-08-31,0.03954711172083114
2022-09-01,0.029660333790623352
2022-09-02,0.02224525034296751
2022-09-03,0.016683937757225632
2022-09-04,0.012512953317919224
2022-09-05,0.009384714988439418
2022-09-06,0.5695385362413297
2022-09-07,1.3542372355143308
2022-09-08,3.099011259969082
2022-09-09,2.501341778310145
2022-09-10,2.5635063337326085
2022-09-11,2.4851297502994565
2022-09-12,3.1659306460579257
2022-09-13,2.484447984543444
2022-09-14,2.4362526550742496
2022-09-15,2.3792728246390205
2022-09-16,3.1490379518125993
2022-09-17,2.5180284638594492
2022-09-18,2.9614380145612533
2022-09-19,3.1377451775876066
2022-09-20,2.953308883190705
2022-09-21,3.5274816623930287
2022-09-22,4.541444580128105
2022-09-23,3.635250101762745
2022-09-24,3.7681042429887253
2022-09-25,3.1489948489082105
2022-09-26,2.7679961366811576
2022-09-27,3.085997102510868
2022-09-28,3.5540811602164846
2022-09-29,4.175977536829031
2022-09-30,3.5798998192884395
2022-10-01,2.8620081977996628
2022-10-02,3.69858948168308
2022-10-03,3.1489421112623104
2022-10-04,3.481706583446733
2022-10-05,4.350863270918383
2022-10-06,3.711064119855454
2022-10-07,3.199964756558257
2022-10-08,3.4833069007520265
2022-10-09,3.2895635088973534
2022-10-10,2.8942559650063484
2022-10-11,4.930691973754761
2022-10-12,4.312602313649403
2022-10-13,4.1407017352370525
2022-10-14,4.188859634761123
2022-10-15,4.391644726070842
2022-10-16,4.262483544553132
2022-10-17,4.551029325081515
2022-10-18,3.7032719938111365
2022-10-19,2.9857873286916856
2022-10-20,2.7914238298520977
2022-10-21,3.4998178723890736
2022-10-22,2.781113404291805
2022-10-23,2.669168386552187
2022-10-24,2.3664596232474735
2022-10-25,2.504844717435605
2022-10-26,2.8161335380767034
2022-10-27,2.820433486890861
2022-10-28,4.0944917818348125
2022-10-29,3.758368836376109
2022-10-30,3.902109960615415
2022-10-31,5.009915803794895
2022-11-01,4.537436852846171
2022-11-02,4.3405776396346285
2022-11-03,6.578349896392639
2022-11-04,5.506679088961145
2022-11-05,5.077925983387526
2022-11-06,4.620944487540644
2022-11-07,4.215708365655483
2022-11-08,3.161781274241612
2022-11-09,2.3713359556812086
2022-11-10,1.7785019667609063
2022-11-11,1.3338764750706795
2022-11-12,1.0004073563030096
2022-11-13,0.7503055172272571
2022-11-14,0.5627291379204428
2022-11-15,1.588713520106999
2022-11-16,3.087368473413583
2022-11-17,3.8780263550601877
2022-11-18,4.325186432961807
2022-11-19,4.7126398247213555
2022-11-20,5.596979868541017
2022-11-21,5.239401568072429
2022-11-22,5.239551176054321
2022-11-23,5.367163382040741
2022-11-24,4.535789203197222
2022-11-25,4.0476752357312495
2022-11-26,5.973256426798437
2022-11-27,6.146608986765495
2022-11-28,5.349540073407454
2022-11-29,13.172155055055594
2022-11-30,20.285366291291698
2022-12-01,25.214024718468778
