date,Halloween
2021-07-20,3.0833333333333335
2021-07-21,1.3214285714285714
2021-07-22,0.75
2021-07-23,0.8261904761904763
2021-07-24,1.7982287665386258
2021-07-25,4.127883377883378
2021-07-26,5.269076800262967
2021-07-27,3.805260703688004
2021-07-28,2.7767176989289
2021-07-29,2.041113835196008
2021-07-30,1.649721536068087
2021-07-31,2.6437792749191713
2021-08-01,2.916394378514128
2021-08-02,2.4498156415392867
2021-08-03,1.829066372500582
2021-08-04,1.3671703825864623
2021-08-05,1.0227890910864534
2021-08-06,0.9437294362324204
2021-08-07,1.470440828448138
2021-08-08,2.6064330935697937
2021-08-09,3.3837569475252396
2021-08-10,2.927002949795379
2021-08-11,3.4980995901966927
2021-08-12,2.9146559370416663
2021-08-13,2.3939334197907067
2021-08-14,2.0452532671171153
2021-08-15,3.8576238037745156
2021-08-16,3.6639897113536377
2021-08-17,2.7977860322305204
2021-08-18,3.3484378607273793
2021-08-19,3.5842766496501035
2021-08-20,3.8965721914156233
2021-08-21,2.922355746757935
2021-08-22,2.1917255261808477
2021-08-23,1.6437709232143167
2021-08-24,1.232815130684159
2021-09-07,0.9246040009281434
2021-09-08,0.6934488680182771
2021-09-09,0.5200843264066722
2021-09-10,0.7754824799049517
2021-09-11,1.9670375138263856
2021-09-12,2.5065311871933287
2021-09-13,3.37990209577751
2021-09-14,2.534923883140852
2021-09-15,1.9011913999690386
2021-09-16,1.4258926992605003
2021-09-17,1.25691929761682
2021-09-18,2.057273612337915
2021-09-19,3.2617061187150522
2021-09-20,3.050446136061852
2021-09-21,2.2878342781336807
2021-10-05,1.7158755263994072
2021-10-06,1.2869065423115946
2021-10-07,0.965179849084226
2021-10-08,1.3384682703130264
2021-10-09,1.993434602084182
2021-10-10,2.9534093574655844
2021-10-11,4.2775570931732165
2021-10-12,6.658167921108446
2021-10-13,7.118625955516062
2021-10-14,7.495219475644663
2021-10-15,7.350581270805499
2021-10-16,9.304602646060689
2021-10-17,9.874285323627342
2021-10-18,10.395297329996868
2021-10-19,10.256472996709682
2021-10-20,9.650688078286763
2021-10-21,9.00884938999917
2021-10-22,10.017053711580258
2021-10-23,9.97112361693604
2021-10-24,10.759592713764054
2021-10-25,13.715527871642482
2021-10-26,13.166645903315999
2021-10-27,13.041651094082638
2021-10-28,14.552071654539027
2021-10-29,15.393220407839799
2021-10-30,18.98241530674028
2021-10-31,31.945144815719182
2021-11-01,26.375525277705012
2021-11-02,19.781643957611887
2021-11-09,14.888316301171086
2021-11-10,12.31207055906509
2021-11-11,9.859052919194156
2021-11-12,8.373456356014744
2021-11-13,6.4155089336307345
2021-11-14,4.999131700197556
2021-11-15,3.9264321084670195
2021-11-16,2.944824081340326
2021-11-23,4.010701394346671
2021-11-24,3.6121927124244
2021-11-25,4.84456120099023
2021-11-26,4.612587567408597
2021-11-27,4.1677740088887125
2021-11-28,4.104997173333088
2021-11-29,4.224581213333312
2021-11-30,3.578435909999329
2021-12-01,3.85049359916637
2021-12-02,4.5337035327085005
2021-12-03,4.285694316197937
2021-12-04,3.214270737148109
2021-12-05,2.4107030528608884
2021-12-06,1.8080272896455576
2021-12-07,1.356020467234107
2021-12-08,1.017015350425546
2021-12-09,0.7627615128191401
2021-12-10,0.7074878012810185
2021-12-11,2.520199184294175
2021-12-12,2.098482721553951
2021-12-13,1.7509453744987882
2021-12-14,1.3132090308740831
2021-12-21,1.5057401064888984
2021-12-22,2.1293050798666804
2021-12-23,2.221978809900011
2021-12-24,1.9789841074250067
2021-12-25,2.0779880805687556
2021-12-26,3.298074393759904
2021-12-27,4.046472461986596
2021-12-28,4.444854346489948
2021-12-29,4.510724093200794
2021-12-30,4.539293069900595
2021-12-31,5.352386469092115
2022-01-01,5.066373185152418
2022-01-02,4.383113222197647
2022-01-03,4.245668249981569
2022-01-04,3.4242511874861767
2022-01-05,2.8181883906146323
2022-01-06,2.551141292960974
2022-01-07,2.673772636387397
2022-01-08,3.505329477290548
2022-01-09,4.431080441301244
2022-01-10,3.5524769976425996
2022-01-11,2.664357748231949
2022-01-18,3.1336849778406286
2022-01-19,2.3919304000471375
2022-01-20,2.3772811333686863
2022-01-21,2.605877516693181
2022-01-22,2.162741470853219
2022-01-23,2.8720561031399146
2022-01-24,2.7061254106882693
2022-01-25,2.029594058016202
2022-01-26,1.5221955435121515
2022-01-27,1.1416466576341135
2022-01-28,1.4708183265589185
2022-01-29,2.5822804115858555
2022-01-30,4.634626975356059
2022-01-31,5.246803564850377
2022-02-01,3.9351026736377825
2022-02-08,2.9513270052283365
2022-02-09,2.213495253921252
2022-02-10,1.660121440440939
2022-02-11,1.9638410803307043
2022-02-12,4.577047476914696
2022-02-13,4.2036189410193545
2022-02-14,3.413130872431182
2022-02-15,4.299848154323387
2022-02-16,4.31863611574254
2022-02-17,4.801477086806904
2022-02-18,3.7677744817718444
2022-02-19,2.8258308613288827
2022-02-20,2.119373145996662
2022-02-21,1.5895298594974963
2022-02-22,1.192147394623122
2022-03-01,0.8941105459673415
2022-03-02,0.670582909475506
2022-03-03,0.5029371821066295
2022-03-04,0.5647028865799721
2022-03-05,1.4547771649349792
2022-03-06,2.9556662070345676
2022-03-07,2.5917496552759256
2022-03-08,2.153812241456944
2022-03-09,3.0111925144260416
2022-03-10,3.706311052486198
2022-03-11,4.258899956031315
2022-03-12,3.194174967023486
2022-03-13,2.395631225267614
2022-03-14,1.7967234189507106
2022-03-15,1.3475425642130328
2022-03-16,1.0106569231597744
2022-03-17,0.7579926923698308
2022-03-18,0.6726611859440397
2022-03-19,0.9419958894580298
2022-03-20,0.9564969170935224
2022-03-21,1.9465393544868088
2022-03-22,1.4599045158651065
2022-03-29,2.06367838689883
2022-03-30,2.099842123507456
2022-03-31,2.2311315926305917
2022-04-01,2.9337653611396104
2022-04-02,2.564907354188041
2022-04-03,2.9340971823076973
2022-04-04,3.0755728867307734
2022-04-05,3.3166796650480803
2022-04-06,2.6645930821193935
2022-04-07,3.165111478256212
2022-04-08,3.0196669420254927
2022-04-09,3.3689168731857864
2022-04-10,3.93293765488934
2022-04-11,4.251786574500338
2022-04-12,4.218839930875253
2022-04-13,4.0182966148231065
2022-04-14,3.065805794450663
2022-04-15,2.4972710125046635
2022-04-16,2.300036592711831
2022-04-17,1.95419411120054
2022-04-18,1.8406455834004052
2022-04-19,1.3804841875503038
2022-04-20,1.0353631406627277
2022-04-21,0.7765223554970457
2022-04-22,0.8844750999561177
2022-04-23,1.3091896583004217
2022-04-24,2.273558910391983
2022-04-25,2.330169182793987
2022-04-26,1.7476268870954903
2022-05-17,1.3107201653216176
2022-05-18,0.9830401239912131
2022-05-19,0.7372800929934097
2022-05-20,1.282126736411724
2022-05-21,1.2115950523087928
2022-05-22,1.1899462892315946
2022-05-23,2.402876383590363
2022-05-24,1.8021572876927723
2022-05-25,1.351617965769579
2022-05-26,1.0137134743271843
2022-05-27,1.1457017724120548
2022-05-28,2.6092763293090413
2022-05-29,2.831957246981781
2022-05-30,3.759384601903003
2022-05-31,2.8195384514272517
2022-06-07,3.395903838570439
2022-06-08,3.317761212261163
2022-06-09,3.3841542425292057
2022-06-10,3.1943656818969046
2022-06-11,2.395774261422678
2022-06-12,1.7968306960670084
2022-06-13,1.347623022050256
2022-06-14,1.010717266537692
2022-06-15,0.758037949903269
2022-06-16,0.5685284624274517
2022-06-17,0.8847296801539222
2022-06-18,2.059380593448775
2022-06-19,2.940368778419914
2022-06-20,2.809443250481602
2022-06-21,2.107082437861201
2022-06-22,1.5803118283959008
2022-06-23,1.1852338712969255
2022-06-24,0.9930920701393607
2022-06-25,2.421902385937854
2022-06-26,2.170593456120057
2022-06-27,2.805028425423376
2022-06-28,2.433771319067532
2022-06-29,2.9607451559673157
2022-06-30,2.7205588669754865
2022-07-01,2.280002483564948
2022-07-02,2.5120851960070443
2022-07-03,1.9569805636719497
2022-07-04,1.7698187560872956
2022-07-05,1.3273640670654714
2022-07-06,0.9955230502991035
2022-07-07,0.7466422877243275
2022-07-08,0.643315049126579
2022-07-09,0.7116529535116008
2022-07-10,1.5962397151337009
2022-07-11,2.5096797863502758
2022-07-12,2.2422598397627067
2022-07-13,3.098361546488697
2022-07-14,2.969604493199856
2022-07-15,2.9980367032332254
2022-07-16,2.7693608607582525
2022-07-17,2.8582706455686893
2022-07-18,2.7582863175098504
2022-07-19,2.0687147381323876
2022-07-20,1.5515360535992906
2022-07-21,1.1636520401994679
2022-07-22,0.9664890301496009
2022-07-23,0.9748667726122007
2022-07-24,0.9290667461258172
2022-07-25,2.0613833929276963
2022-07-26,2.706037544695772
