date,Halloween
2022-07-27,3.3628614918551625
2022-07-28,3.1263127855580386
2022-07-29,3.396817922501862
2022-07-30,2.547613441876396
2022-07-31,1.9107100814072968
2022-08-01,1.4330325610554724
2022-08-02,1.204774420791604
2022-08-03,1.1639974822603696
2022-08-04,2.1438314450286104
2022-08-05,1.909956917104791
2022-08-06,2.03663435449526
2022-08-07,2.256642432538112
2022-08-08,1.838315157736917
2022-08-09,1.3787363683026876
2022-08-10,1.0340522762270157
2022-08-11,0.7755392071702617
2022-08-12,0.7170710720443628
2022-08-13,1.891969970699939
2022-08-14,1.7523108113582877
2022-08-15,1.585066441852049
2022-08-16,2.2687998313890367
2022-08-17,2.003683206875111
2022-08-18,2.0131790718229996
2022-08-19,1.8953009705339163
2022-08-20,3.7131423945671043
2022-08-21,4.211940129258662
2022-08-22,3.315205096943996
2022-08-23,3.726403822707997
2022-08-24,2.7948028670309975
2022-08-25,2.0961021502732478
2022-08-26,1.5720766127049357
2022-08-27,1.1790574595287016
2022-08-28,0.8842930946465262
2022-08-29,0.6632198209848945
2022-08-30,0.49741486573867083
2022-08-31,0.3730611493040031
2022-09-01,0.27979586197800227
2022-09-02,0.39734689648350174
2022-09-03,1.7771768390292935
2022-09-04,1.9891326292719702
2022-09-05,1.918932805287311
2022-09-06,2.0791996039654834
2022-09-07,3.0281497029741127
2022-09-08,2.6773622772305843
2022-09-09,2.9559383745896044
2022-09-10,3.050287114275537
2022-09-11,2.589798669039986
2022-09-12,4.7965156684466566
2022-09-13,4.887386751334993
2022-09-14,5.238456730167911
2022-09-15,4.6371758809592665
2022-09-16,3.6653819107194496
2022-09-17,3.3532030997062536
2022-09-18,4.5669856581130235
2022-09-19,4.112739243584767
2022-09-20,4.174554432688575
2022-09-21,5.255915824516431
2022-09-22,4.400270201720656
2022-09-23,5.008535984623825
2022-09-24,6.339735321801204
2022-09-25,5.671468158017569
2022-09-26,5.753601118513176
2022-09-27,4.3152008388848815
2022-10-04,4.913483962496994
2022-10-05,6.26844630520608
2022-10-06,7.45133472890456
2022-10-07,7.817667713345086
2022-10-08,8.842417451675482
2022-10-09,12.527646422089946
2022-10-10,12.447818149900794
2022-10-11,9.335863612425594
2022-10-18,11.949814375985863
2022-10-19,13.358194115322732
2022-10-20,14.643645586492049
2022-10-21,18.90981752320237
2022-10-22,20.546946475735112
2022-10-23,25.316459856801337
2022-10-24,27.768594892601005
2022-10-25,24.586446169450753
2022-10-26,21.98150129375473
2022-10-27,20.986125970316046
2022-10-28,20.677094477737032
2022-10-29,23.36198752496944
2022-10-30,28.39649064372708
2022-10-31,37.234867982795315
2022-11-01,35.12615098709649
2022-11-02,27.750863240322364
2022-11-03,23.052730763575102
2022-11-04,19.445798072681324
2022-11-05,15.511431887844326
2022-11-06,11.998157249216577
2022-11-07,9.738201270245765
2022-11-08,8.023650952684324
2022-11-09,8.37190488117991
2022-11-10,6.653928660884932
2022-11-11,5.323779828997032
2022-11-12,5.628251538414441
2022-11-13,5.419105320477497
2022-11-14,4.241412323691455
2022-11-15,3.4110592427685913
2022-11-16,2.8187110987431097
2022-11-17,3.8640333240573326
2022-11-18,3.8667749930429993
2022-11-19,3.295914578115583
2022-11-20,2.8677692669200208
2022-11-21,2.504993616856682
2022-11-22,2.058745212642511
2022-11-23,2.74197557614855
2022-11-24,2.900231682111412
2022-11-25,2.3210070949168924
2022-11-26,1.8865886545210024
2022-11-27,2.539941490890752
2022-11-28,2.644539451501397
2022-11-29,7.46340458862605
2022-11-30,10.02463677480287
2022-12-01,17.018477581102154
