date,Santo Ambrogio
2022-02-19,2.508271360224519
2022-02-20,1.881203520168389
2022-02-21,1.4109026401262916
2022-02-22,1.0581769800947187
2022-03-01,0.793632735071039
2022-03-02,0.5952245513032792
2022-03-03,0.4464184134774594
2022-03-04,0.43898047677476126
2022-03-05,1.4854853575810711
2022-03-06,1.3849473515191366
2022-03-07,3.0907938469726863
2022-03-08,4.008095385229515
2022-03-09,3.2144048722554697
2022-03-10,3.5878869875249357
2022-03-11,2.6909152406437014
2022-03-12,2.0181864304827757
2022-03-13,1.5136398228620818
2022-03-14,1.1352298671465613
2022-03-15,0.8514224003599209
2022-03-16,0.6385668002699406
2022-03-17,0.47892510020245543
2022-03-18,0.48419382515184156
2022-03-19,0.811062035530548
2022-03-20,2.3687131933145777
2022-03-21,2.8286182283192667
2022-03-22,4.48146367123945
2022-03-23,5.027764420096254
2022-03-24,4.42707331507219
2022-03-25,5.4036383196374755
2022-03-26,4.052728739728106
2022-03-27,3.03954655479608
2022-03-28,2.2796599160970596
2022-03-29,2.8097449370727947
2022-03-30,4.523975369471263
2022-03-31,3.538814860436781
2022-04-01,3.0082778119942524
2022-04-02,2.256208358995689
2022-04-03,2.1088229359134334
2022-04-04,2.2482838686017415
2022-04-05,1.956212901451306
2022-04-06,3.144243009421813
2022-04-07,4.5248489237330265
2022-04-08,4.133220026133103
2022-04-09,3.6207483529331608
2022-04-10,3.048894598033204
2022-04-11,2.4741709485249026
2022-04-12,2.215628211393677
2022-04-13,2.870054491878591
2022-04-14,2.871290868908943
2022-04-15,3.7576348183483743
2022-04-16,4.4536427804279475
2022-04-17,5.006898751987627
2022-04-18,4.1510073973240535
2022-04-19,3.11325554799304
2022-04-20,2.3349416609947795
2022-04-21,1.7512062457460846
2022-04-22,1.48007135097623
2022-04-23,1.7454701798988395
2022-04-24,2.486185968257463
2022-04-25,3.2813061428597643
2022-04-26,4.300979607144823
2022-04-27,3.2257347053586174
2022-04-28,2.4193010290189627
2022-04-29,1.8353091050975552
2022-04-30,1.5327318288231664
2022-05-01,1.232882204950708
2022-05-02,1.5913283203796977
2022-05-03,2.4134962402847733
2022-05-04,2.18512218021358
2022-05-05,1.6805083018268516
2022-05-06,1.9791312263701388
2022-05-07,1.484348419777604
2022-05-08,1.113261314833203
2022-05-09,0.8349459861249021
2022-05-10,1.3062094895936767
2022-05-11,1.5421571171952575
2022-05-12,1.2295345045631096
2022-05-13,2.536734211755666
2022-05-14,1.9025506588167493
2022-05-15,1.4269129941125618
2022-05-16,1.0701847455844213
2022-05-17,0.802638559188316
2022-05-18,0.6019789193912369
2022-05-19,0.45148418954342767
2022-05-20,0.7448631421575708
2022-05-21,0.9232306899515115
2022-05-22,2.0778396841303004
2022-05-23,1.7042130964310584
2022-05-24,1.2781598223232937
2022-05-25,0.9586198667424702
2022-05-26,0.7189649000568525
2022-05-27,0.5392236750426393
2022-05-28,0.5294177562819795
2022-05-29,1.9387299838781518
2022-05-30,1.8915474879086138
2022-05-31,1.7586606159314604
2022-06-01,1.7148287952819286
2022-06-02,1.4423715964614463
2022-06-03,2.2276120306794183
2022-06-04,1.8790423563428968
2022-06-05,1.5446984339238394
2022-06-06,1.3147738254428794
2022-06-07,1.6760803690821597
2022-06-08,2.78831027681162
2022-06-09,2.747482707608715
2022-06-10,2.3626953640398694
2022-06-11,1.772021523029902
2022-06-12,1.3290161422724263
2022-06-13,0.9967621067043196
2022-06-14,0.7475715800282396
2022-06-21,0.5606786850211797
2022-06-22,0.42050901376588473
2022-06-23,0.3153817603244135
2022-06-24,0.23653632024331012
2022-06-25,1.2190689068491496
2022-06-26,3.1747183468035294
2022-06-27,2.787288760102647
2022-06-28,2.090466570076985
2022-07-05,1.5678499275577387
2022-07-06,1.175887445668304
2022-07-07,0.881915584251228
2022-07-08,0.9426866881884209
2022-07-09,0.946598349474649
2022-07-10,3.293282095439321
2022-07-11,4.188711571579491
2022-07-12,3.141533678684618
2022-07-19,2.3561502590134635
2022-07-20,1.7671126942600976
2022-07-21,1.325334520695073
2022-07-22,2.119000890521305
2022-07-23,3.6309173345576458
2022-07-24,3.046104667584901
2022-07-25,3.3783285006886756
2022-07-26,3.5037463755165072
2022-07-27,2.7944764483040467
2022-07-28,3.2521073362280353
2022-07-29,2.6890805021710262
2022-07-30,2.0168103766282695
2022-07-31,1.512607782471202
2022-08-01,1.1344558368534015
2022-08-02,1.2208418776400511
2022-08-03,2.2281314082300385
2022-08-04,3.3481818895058626
2022-08-05,2.9069697504627303
2022-08-06,4.211477312847048
2022-08-07,3.6377746513019527
2022-08-08,3.176247655143131
2022-08-09,2.3821857413573477
2022-08-10,1.7866393060180108
2022-08-11,1.3399794795135078
2022-08-12,1.2029012763017974
2022-08-13,1.1313426238930147
2022-08-14,2.3693403012530942
2022-08-15,3.1311718926064875
2022-08-16,3.408378919454866
2022-08-17,4.15003418959115
2022-08-18,4.852108975526695
2022-08-19,3.868248398311688
2022-08-20,4.057436298733767
2022-08-21,4.199327224050324
2022-08-22,3.149495418037743
2022-08-23,2.362121563528307
2022-08-30,1.7715911726462301
2022-08-31,1.3286933794846725
2022-09-01,0.9965200346135042
2022-09-02,0.7994733592934615
2022-09-03,1.6516883528034296
2022-09-04,1.238766264602572
2022-09-05,2.0124080317852626
2022-09-06,1.5093060238389469
2022-09-13,2.2257295178792105
2022-09-14,2.2317971384094077
2022-09-15,2.350931187140389
2022-09-16,2.409031723688625
2022-09-17,2.390107126099802
2022-09-18,2.011330344574852
2022-09-19,2.4251644250978055
2022-09-20,3.9788733188233545
2022-09-21,3.640404989117516
2022-09-22,3.5428037418381373
2022-09-23,3.094602806378603
2022-09-24,2.7792854381172853
2022-09-25,2.584464078587964
2022-09-26,2.740431392274306
2022-09-27,3.2353235442057295
2022-09-28,3.030659324820964
2022-09-29,2.325077826949056
2022-09-30,1.9521417035451254
2022-10-01,3.4953562776588445
2022-10-02,3.173600541577467
2022-10-03,3.494783739516434
2022-10-04,3.5510878046373255
2022-10-05,2.725815853477994
2022-10-06,3.8568618901084957
2022-10-07,4.486396417581372
2022-10-08,4.0835473131860285
2022-10-09,3.6459938182228546
2022-10-10,3.2865786970004747
2022-10-11,2.464934022750356
2022-10-25,3.640367183729434
2022-10-26,2.792775387797075
2022-10-27,2.386248207514473
2022-10-28,2.612602822302521
2022-10-29,2.6469521167268906
2022-10-30,2.0268807542118346
2022-10-31,2.7909938989922094
2022-11-01,2.713245424244157
2022-11-02,2.732850734849784
2022-11-03,2.2163047178040043
2022-11-04,2.0372285383530033
2022-11-05,2.694588070431419
2022-11-06,3.1459410528235643
2022-11-07,3.80737245628434
2022-11-08,2.855529342213255
2022-11-29,4.922897006659942
2022-11-30,5.15050608832829
2022-12-01,3.862879566246217
