date,Traffico Milano
2021-09-09,0.15100472204364038
2021-09-10,0.11325354153272346
2021-09-11,0.08494015614953876
2021-09-12,0.06370511711215192
2021-09-13,0.04777883783411272
2021-09-14,0.03583412837558386
2021-09-15,0.02687559628168751
2021-09-16,0.020156697211265416
2021-09-17,0.19220085624178657
2021-09-18,0.4254006421813442
2021-09-19,0.7044671483026786
2021-09-20,2.3304336945603588
2021-09-21,1.8078252709202651
2021-09-22,1.9912856198568667
2021-09-23,1.566380881559315
2021-09-24,2.5810356611694893
2021-09-25,2.1128600792104493
2021-09-26,2.490895059407838
2021-09-27,3.2952546278892125
2021-09-28,3.1214409709169093
2021-09-29,2.3410807281876815
2021-09-30,1.7558105461407607
2021-10-01,1.327274576272237
2021-10-02,1.5579559322041778
2021-10-03,2.3976336158198
2021-10-04,1.9544752118648498
2021-10-05,1.4658564088986372
2021-10-06,1.099392306673978
2021-10-07,0.8245442300054834
2021-10-08,1.1079915058374459
2021-10-09,2.2476602960447516
2021-10-10,2.737828555366897
2021-10-11,3.40753808319184
2021-10-12,2.7456535623938794
2021-10-13,3.09049017179541
2021-10-14,3.6720342955132246
2021-10-15,3.0665257216349184
2021-10-16,3.529060957892856
2021-10-17,4.105129051752975
2021-10-18,3.401763455481398
2021-10-19,2.551322591611048
2021-10-20,1.9134919437082858
2021-10-21,1.4351189577812142
2021-10-22,1.0763392183359106
2021-10-23,0.807254413751933
2021-10-24,0.6054408103139497
2021-10-25,0.45408060773546227
2021-10-26,0.34056045580159666
2021-10-27,0.2554203418511975
2021-10-28,0.1915652563883981
2021-10-29,0.14367394229129857
2021-10-30,0.10775545671847392
2021-10-31,0.08081659253885543
2021-11-01,0.06061244440414156
2021-11-02,0.04545933330310616
2021-11-03,0.03409449997732962
2021-11-04,0.025570874982997215
2021-11-05,0.01917815623724791
2021-11-06,0.014383617177935933
2021-11-07,0.010787712883451948
2021-11-08,0.008090784662588961
2021-11-09,0.44356808849694185
2021-11-10,0.5722593997060398
2021-11-11,0.9500278831128632
2021-11-12,0.8166875790013141
2021-11-13,1.414599017584319
2021-11-14,1.5296992631882393
2021-11-15,2.543107780724513
2021-11-16,1.9073308355433847
2021-11-17,1.4304981266575383
2021-11-18,1.0728735949931536
2021-11-19,0.8046551962448651
2021-11-20,0.6034913971836487
2021-11-21,0.45261854788773653
2021-11-22,0.33946391091580236
2021-11-23,2.0566812665201852
2021-11-24,2.250844283223472
2021-11-25,1.844383212417604
2021-11-26,1.7374540759798698
2021-11-27,2.7301738903182358
2021-11-28,2.4747137510720103
2021-11-29,3.7518686466373414
2021-11-30,3.7439014849780063
2021-12-01,5.0058427804001715
2021-12-02,4.514798751966795
2021-12-03,4.146515730641763
2021-12-04,3.1098867979813223
2021-12-05,2.3324150984859915
2021-12-06,1.7493113238644935
2021-12-07,1.31198349289837
2021-12-08,0.9839876196737775
2021-12-09,0.737990714755333
2021-12-10,0.9597430360664998
2021-12-11,2.0948072770498753
2021-12-12,3.102355457787407
2021-12-13,2.7121832600072215
2021-12-14,2.434137445005416
2021-12-15,1.940186417087395
2021-12-16,1.7363898128155464
2021-12-17,2.5627090262783265
2021-12-18,2.1303651030420783
2021-12-19,2.2852738272815585
2021-12-20,3.338955370461169
2021-12-21,2.5542165278458766
2021-12-22,3.217745729217741
2021-12-23,3.1737259635799724
2021-12-24,2.380294472684979
2021-12-25,2.7748041878470673
2021-12-26,4.039436474218634
2021-12-27,3.623327355663976
2021-12-28,3.2874955167479816
2021-12-29,3.5177049708943198
2021-12-30,2.898695394837406
2021-12-31,3.3823548794613876
2022-01-01,3.4325994929293744
2022-01-02,3.5223662863636975
2022-01-03,3.2042747147727733
2022-01-04,12.903206036079583
2022-01-05,9.677404527059686
2022-01-06,7.258053395294764
2022-01-07,5.443540046471073
2022-01-08,4.082655034853304
2022-01-09,3.061991276139978
2022-01-10,2.296493457104983
2022-01-11,1.7223700928287373
2022-01-12,1.2917775696215528
2022-01-13,0.9688331772161645
2022-01-14,0.7266248829121232
2022-01-15,0.5449686621840923
2022-01-16,0.40872649663806926
2022-01-17,0.3065448724785519
2022-01-18,0.2924086543589139
2022-01-19,0.5526398241025188
2022-01-20,0.6957298680768891
2022-01-21,1.2926307343910002
2022-01-22,1.43822305079325
2022-01-23,1.974500621428271
2022-01-24,2.6267087994045366
2022-01-25,2.5200315995534024
2022-01-26,1.8900236996650517
2022-01-27,1.4175177747487886
2022-01-28,1.2818883310615914
2022-01-29,1.8364162482961937
2022-01-30,2.1273121862221456
2022-01-31,1.595484139666609
2022-02-01,26.196613104749964
2022-02-02,19.64745982856247
2022-02-03,14.735594871421853
2022-02-04,11.051696153566388
2022-02-05,8.28877211517479
2022-02-06,6.216579086381093
2022-02-07,4.662434314785819
2022-02-08,3.496825736089364
2022-02-09,2.6226193020670228
2022-02-10,1.966964476550267
2022-02-11,1.4752233574127
2022-02-12,1.106417518059525
2022-02-13,0.8298131385446438
2022-02-14,0.6223598539084828
2022-02-15,0.8626032237646954
2022-02-16,1.0323690844901883
2022-02-17,2.8263601467009747
2022-02-18,3.7656034433590646
2022-02-19,2.8242025825192982
2022-02-20,2.1181519368894737
2022-02-21,1.5886139526671053
2022-02-22,1.1914604645003288
2022-02-23,0.8935953483752466
2022-02-24,0.6701965112814349
2022-02-25,0.5026473834610761
2022-02-26,0.37698553759580705
2022-02-27,0.2827391531968553
2022-02-28,0.21205436489764146
2022-03-01,0.15904077367323108
2022-03-02,0.1192805802549233
2022-03-03,0.08946043519119247
2022-03-04,0.06709532639339434
2022-03-05,0.05032149479504575
2022-03-06,0.03774112109628431
2022-03-07,0.02830584082221323
2022-03-08,1.3962293806166601
2022-03-09,2.7867553687958284
2022-03-10,4.048399859930205
2022-03-11,3.3904665616143204
2022-03-12,2.54284992121074
2022-03-13,1.9071374409080548
2022-03-14,1.430353080681041
2022-03-15,1.0727648105107805
2022-03-16,0.8045736078830854
2022-03-17,0.603430205912314
2022-03-18,0.4525726544342355
2022-03-19,0.3394294908256766
2022-03-20,0.2545721181192574
2022-03-21,0.19092908858944305
2022-03-22,0.14319681644208226
2022-03-23,0.1073976123315617
2022-03-24,0.08054820924867126
2022-03-25,0.06041115693650344
2022-03-26,0.045308367702377575
2022-03-27,0.03398127577678318
2022-03-28,0.02548595683258738
2022-03-29,0.019114467624440534
2022-03-30,1.160169184051664
2022-03-31,0.9847102213720813
2022-04-01,1.9468659993623945
2022-04-02,2.022649499521796
2022-04-03,1.9440704579746801
2022-04-04,2.7288861768143433
2022-04-05,3.166664632610758
2022-04-06,3.333331807791402
2022-04-07,2.9687488558435513
2022-04-08,2.3828116418826633
2022-04-09,2.766275398078664
2022-04-10,2.3247065485589977
2022-04-11,1.9518632447525814
2022-04-12,2.233897433564436
2022-04-13,3.3004230751733274
2022-04-14,3.371150639713329
2022-04-15,3.3929463131183306
2022-04-16,2.8259597348387477
2022-04-17,2.452803134462394
2022-04-18,2.3083523508467954
2022-04-19,3.551264263135097
2022-04-20,2.663448197351322
2022-04-21,1.9975861480134915
2022-04-22,1.6336062776767855
2022-04-23,1.516871374924256
2022-04-24,2.2939035311931923
2022-04-25,2.939177648394894
2022-04-26,2.2043832362961706
2022-04-27,1.6532874272221278
2022-04-28,1.2399655704165957
2022-04-29,0.9924741778124467
2022-04-30,1.4526889666926686
2022-05-01,1.193683391686168
2022-05-02,2.3848458770979595
2022-05-03,2.5686344078234695
2022-05-04,2.051475805867602
2022-05-05,2.9761068544007014
2022-05-06,3.2112468074671927
2022-05-07,2.408435105600394
2022-05-08,1.8063263292002956
2022-05-09,1.3547447469002214
2022-05-10,2.246058560175166
2022-05-11,2.174127253464708
2022-05-12,3.109762106765198
2022-05-13,4.238571580073899
2022-05-14,3.178928685055424
2022-05-15,2.3841965137915677
2022-05-16,1.7881473853436758
2022-05-17,1.3411105390077567
2022-05-18,1.0058329042558174
2022-05-19,0.754374678191863
2022-05-20,0.5657810086438971
2022-05-21,0.4243357564829228
2022-05-22,0.3182518173621921
2022-05-23,0.23868886302164405
2022-05-24,0.179016647266233
2022-05-25,0.13426248544967476
2022-05-26,0.10069686408725606
2022-05-27,0.07552264806544204
2022-05-28,0.05664198604908153
2022-05-29,0.04248148953681114
2022-05-30,0.03186111715260835
2022-05-31,0.1384791711977896
2022-06-01,1.0413593783983424
2022-06-02,0.8435195337987568
2022-06-03,1.3930563170157344
2022-06-04,1.4822922377618006
2022-06-05,2.6846358449880174
2022-06-06,2.6488935504076796
2022-06-07,1.9866701628057595
2022-06-08,1.4900026221043194
2022-06-09,1.1175019665782395
2022-06-10,0.8381264749336796
2022-06-11,0.6285948562002597
2022-06-12,0.4714461421501947
2022-06-13,0.35358460661264596
2022-06-14,0.26518845495948445
2022-06-15,0.19889134121961333
2022-06-16,0.14916850591470998
2022-06-17,0.3202097127693659
2022-06-18,1.1672406179103578
2022-06-19,1.8858471300994353
2022-06-20,2.893552014241243
2022-06-21,2.170164010680932
2022-06-22,1.6276230080106988
2022-06-23,1.220717256008024
2022-06-24,1.0822046086726846
2022-06-25,1.4574867898378467
2022-06-26,3.113948425711719
2022-06-27,3.7625446526171222
2022-06-28,3.041908489462842
2022-06-29,2.521014700430465
2022-06-30,2.2032610253228486
2022-07-01,2.01702910232547
2022-07-02,2.002355160077436
2022-07-03,2.595516370058077
2022-07-04,3.290387277543558
2022-07-05,2.467790458157668
2022-07-06,1.8508428436182511
2022-07-07,1.3881321327136882
2022-07-08,1.1140157662019328
2022-07-09,3.2521784913181166
2022-07-10,3.0328838684885877
2022-07-11,2.628829568033107
2022-07-12,2.27162217602483
2022-07-13,2.8703832986852893
2022-07-14,3.746537474013967
2022-07-15,4.226569772177142
2022-07-16,3.9199273291328565
2022-07-17,4.273278830182976
2022-07-18,3.736209122637232
2022-07-19,2.8021568419779235
2022-07-20,2.1016176314834425
2022-07-21,1.5762132236125819
2022-07-22,1.1821599177094362
2022-07-23,0.8866199382820771
2022-07-24,0.6649649537115577
2022-07-25,0.49872371528366827
2022-07-26,0.37404278646275113
2022-07-27,0.28053208984706335
2022-07-28,0.2103990673852975
2022-07-29,0.15779930053897312
2022-07-30,0.11834947540422983
2022-07-31,0.08876210655317236
2022-08-01,0.06657157991487926
2022-08-02,0.19576201826949283
2022-08-03,0.5322381803687863
2022-08-04,0.6075119686099231
2022-08-05,0.6535506431241089
2022-08-06,0.6776629823430816
2022-08-07,1.9874139034239784
2022-08-08,1.8759770942346505
2022-08-09,1.4069828206759878
2022-08-10,1.0552371155069908
2022-08-11,0.7914278366302431
2022-08-12,0.5935708774726822
2022-08-13,0.44517815810451167
2022-08-14,0.3338836185783837
2022-08-15,0.2504127139337878
2022-08-16,1.344059535450341
2022-08-17,2.278877984921089
2022-08-18,1.8654084886908169
2022-08-19,2.107389699851446
2022-08-20,3.695125608221918
2022-08-21,2.9796775394997717
2022-08-22,2.7347581546248287
2022-08-23,2.0510686159686213
2022-08-24,1.538301461976466
2022-08-25,1.1537260964823493
2022-08-26,0.8652945723617619
2022-08-27,0.6489709292713214
2022-08-28,0.486728196953491
2022-08-29,0.36504614771511823
2022-08-30,0.27378461078633864
2022-08-31,0.20533845808975398
2022-09-01,0.15400384356731547
2022-09-02,0.1155028826754866
2022-09-03,2.4199604953399487
2022-09-04,3.367053704838295
2022-09-05,2.9732069452953875
2022-09-06,2.9899052089715403
2022-09-07,2.6590955733953217
2022-09-08,2.994321680046491
2022-09-09,3.943657926701535
2022-09-10,4.791076778359485
2022-09-11,4.770390917102946
2022-09-12,3.692376521160543
2022-09-13,2.7692823908704067
2022-09-14,2.076961793152805
2022-09-15,1.5577213448646037
2022-09-16,1.1682910086484526
2022-09-17,0.8762182564863394
2022-09-18,0.6571636923647545
2022-09-19,0.4928727692735658
2022-09-20,1.7550712436218414
2022-09-21,1.4829700993830477
2022-09-22,2.3726442412039526
2022-09-23,1.9357331809029643
2022-09-24,2.3788832190105564
2022-09-25,2.1487457475912506
2022-09-26,2.2261426440267713
2022-09-27,1.8996069830200784
2022-09-28,2.1538719039317256
2022-09-29,2.907070594615461
2022-09-30,3.2636362792949294
2022-10-01,2.8435605428045303
2022-10-02,2.9868370737700642
2022-10-03,4.615127805327549
2022-10-04,3.7313458539956614
2022-10-05,3.986009390496746
2022-10-06,3.3436737095392264
2022-10-07,2.559838615487753
2022-10-08,2.0761289616158147
2022-10-09,2.557096721211861
2022-10-10,2.1990725409088956
2022-10-11,4.069304405681672
2022-10-12,5.0103116375945875
2022-10-13,3.955650394862607
2022-10-14,4.747987796146956
2022-10-15,4.508907513776883
2022-10-16,4.694180635332662
2022-10-17,4.020635476499497
2022-10-18,3.0154766073746226
2022-10-19,2.261607455530967
2022-10-20,1.696205591648225
2022-10-21,1.2721541937361687
2022-10-22,0.9541156453021264
2022-10-23,0.7155867339765948
2022-10-24,0.536690050482446
2022-10-25,0.4025175378618345
2022-10-26,0.3018881533963758
2022-10-27,0.22641611504728185
2022-10-28,0.16981208628546135
2022-10-29,0.127359064714096
2022-10-30,0.09551929853557199
2022-10-31,0.07163947390167899
2022-11-01,1.6891462720929264
2022-11-02,2.6106097040696947
2022-11-03,1.9996239447189377
2022-11-04,2.72888462520587
2022-11-05,2.317496802237736
2022-11-06,2.1027059350116355
2022-11-07,2.2124461179253934
2022-11-08,1.659334588444045
2022-11-09,1.2445009413330335
2022-11-10,0.933375705999775
2022-11-11,0.7000317794998312
2022-11-12,0.5250238346248733
2022-11-13,0.393767875968655
2022-11-14,0.2953259069764912
2022-11-15,0.4506610968990351
2022-11-16,1.3796624893409433
2022-11-17,2.659746867005708
2022-11-18,2.1614768169209473
2022-11-19,2.079440946024044
2022-11-20,2.9345807095180327
2022-11-21,2.544685532138524
2022-11-22,1.938514149103893
2022-11-23,2.912218945161253
2022-11-24,2.632080875537606
2022-11-25,2.807393989986538
2022-11-26,2.8555454924899033
2022-11-27,2.9333257860340938
2022-11-28,3.033327672858904
2022-11-29,3.6049957546441784
2022-11-30,7.630830149316468
2022-12-01,11.473122611987352
