date,Ferragosto
2022-03-22,1.596651825375361
2022-03-23,1.8016555356981874
2022-03-24,2.434574985106974
2022-03-25,2.6280145721635635
2022-03-26,1.9710109291226725
2022-03-27,1.478258196842004
2022-03-28,1.108693647631503
2022-03-29,1.3715202357236274
2022-03-30,1.6536401767927207
2022-03-31,2.0527301325945406
2022-04-01,3.612464266112572
2022-04-02,3.251014866251096
2022-04-03,3.4174278163549885
2022-04-04,4.458904195599575
2022-04-05,3.434178146699681
2022-04-06,3.7214669433580942
2022-04-07,3.4369335408519044
2022-04-08,2.9006168223055946
2022-04-09,2.6754626167291957
2022-04-10,2.8190969625468965
2022-04-11,3.280989388576839
2022-04-12,2.720742041432629
2022-04-13,3.300973197741139
2022-04-14,2.569479898305854
2022-04-15,1.9583599237293903
2022-04-16,1.6562699427970426
2022-04-17,1.585952457097782
2022-04-18,1.6582143428233367
2022-04-19,1.2436607571175025
2022-04-20,0.9327455678381268
2022-04-21,0.699559175878595
2022-04-22,0.5246693819089462
2022-04-23,1.1435020364317097
2022-04-24,1.180543193990449
2022-04-25,3.552074062159504
2022-04-26,2.6640555466196276
2022-05-17,1.9980416599647206
2022-05-18,1.4985312449735402
2022-05-19,1.123898433730155
2022-05-20,1.4470904919642829
2022-05-21,1.4603178689732121
2022-05-22,2.1577384017299095
2022-05-23,3.045387134630766
2022-05-24,2.2840403509730742
2022-05-31,1.8484469298964723
2022-06-01,1.5634185307556876
2022-06-02,3.047563898066766
2022-06-03,2.3273395902167406
2022-06-04,2.0580046926625557
2022-06-05,3.616420186163584
2022-06-06,4.847731806289354
2022-06-07,4.3557988547170154
2022-06-08,4.391849141037762
2022-06-09,4.033470189111655
2022-06-10,3.1709359751670743
2022-06-11,2.3782019813753053
2022-06-12,1.783651486031479
2022-06-13,1.337738614523609
2022-06-14,1.0033039608927066
2022-06-28,3.0441446373361973
2022-06-29,2.460191811335481
2022-06-30,2.407643858501611
2022-07-01,2.2328162272095415
2022-07-02,2.976695503740489
2022-07-03,2.430438294472033
2022-07-04,2.4894953875206913
2022-07-05,1.8671215406405184
2022-07-19,1.4003411554803886
2022-07-20,1.0502558666102915
2022-07-21,0.7876918999577186
2022-07-22,1.372018924968289
2022-07-23,2.42484752705955
2022-07-24,3.3498856452946626
2022-07-25,4.606164233970997
2022-07-26,3.4546231754782477
2022-08-09,2.5909673816086856
2022-08-10,1.943225536206514
2022-08-11,1.4574191521548854
2022-08-12,1.311814364116164
2022-08-13,1.9630274397537897
2022-08-14,4.013937246482009
2022-08-15,10.03128626819484
2022-08-16,7.523464701146129
2022-08-30,5.642598525859596
2022-08-31,4.231948894394697
2022-09-01,3.1739616707960225
2022-09-02,2.52630458643035
2022-09-03,2.9363951064894294
2022-09-04,4.337712996533739
2022-09-05,3.9303680807336376
2022-09-06,3.767776060550228
2022-09-07,4.304998712079338
2022-09-08,3.9162490340595033
2022-09-09,4.614270108877961
2022-09-10,4.231535914991804
2022-09-11,3.5382352695771866
2022-09-12,3.40367645218289
2022-09-13,2.6927573391371675
2022-09-14,3.946651337686209
2022-09-15,3.6474885032646567
2022-09-16,2.8293663774484923
2022-09-17,2.403274783086369
2022-09-18,2.4691227539814435
2022-09-19,2.0185087321527493
2022-09-20,2.473881549114562
2022-09-21,3.5845778285025887
2022-09-22,2.8967667047102745
2022-09-23,2.932991695199372
2022-09-24,2.4705771047328624
2022-09-25,2.78001616188298
2022-09-26,3.9912621214122352
2022-09-27,2.993446591059176
2022-10-04,3.8805016099610485
2022-10-05,4.577042874137454
2022-10-06,3.4848654889364234
2022-10-07,3.603232450035651
2022-10-08,3.1399243375267383
2022-10-09,2.438276586478387
2022-10-10,2.7349574398587904
2022-10-11,2.0512180798940927
2022-10-25,1.8404968932539028
2022-10-26,2.599122669940427
2022-10-27,2.82434200245532
2022-10-28,3.784923168508157
2022-10-29,4.328275709714451
2022-10-30,3.6628734489525048
2022-10-31,3.986738420047712
2022-11-01,2.990053815035784
2022-11-08,2.4508736946101712
2022-11-09,2.327738604290962
2022-11-10,2.6937206198848878
2022-11-11,4.645290464913666
2022-11-12,4.973551182018583
2022-11-13,4.1259967198472705
2022-11-14,3.2611642065521194
2022-11-15,2.6558731549140893
2022-11-16,2.0335715328522332
2022-11-17,1.7230953163058416
2022-11-18,2.6569048205627146
2022-11-19,2.2426786154220357
2022-11-20,1.9736756282331935
2022-11-21,1.5740067211748952
2022-11-22,4.220505040881172
2022-11-23,3.9362121139942126
2022-11-24,3.837575752162326
2022-11-25,5.086515147455078
2022-11-26,4.377386360591308
2022-11-27,4.303873103776814
2022-11-28,4.644571494499277
2022-11-29,4.543428620874457
2022-11-30,3.9388214656558427
2022-12-01,2.954116099241882
