date,Pioggia
2021-11-27,4.059618117064156
2021-11-28,3.919713587798117
2021-11-29,3.054368524181921
2021-11-30,2.2907763931364404
2021-12-01,1.7180822948523302
2021-12-02,1.2885617211392475
2021-12-03,0.9664212908544355
2021-12-04,0.7248159681408265
2021-12-05,0.5436119761056198
2021-12-06,0.40770898207921485
2021-12-07,0.3057817365594111
2021-12-08,0.22933630241955832
2021-12-09,0.17200222681466873
2021-12-10,0.12900167011100153
2021-12-11,0.09675125258325114
2021-12-12,0.07256343943743834
2021-12-13,0.05442257957807876
2021-12-14,0.04081693468355906
2021-12-15,0.030612701012669295
2021-12-16,0.02295952575950197
2021-12-17,0.017219644319626477
2021-12-18,0.012914733239719858
2021-12-19,0.009686049929789893
2021-12-20,0.00726453744734242
2021-12-21,0.005448403085506814
2021-12-22,0.004086302314130111
2021-12-23,0.003064726735597583
2021-12-24,0.002298545051698187
2021-12-25,0.00172390878877364
2021-12-26,0.0012929315915802299
2021-12-27,0.0009696986936851723
2021-12-28,0.6778106073535973
2021-12-29,1.4354412888485315
2021-12-30,1.503664299969732
2021-12-31,2.627748224977299
2022-01-01,2.377061168732974
2022-01-02,2.9702958765497303
2022-01-03,3.842305240745631
2022-01-04,2.881728930559223
2022-01-05,2.161296697919417
2022-01-06,1.6209725234395627
2022-01-07,1.215729392579672
2022-01-08,0.911797044434754
2022-01-09,0.6838477833260653
2022-01-10,0.512885837494549
2022-01-11,0.3846643781209117
2022-01-12,0.28849828359068375
2022-01-13,0.2163737126930128
2022-01-14,0.1622802845197596
2022-01-15,0.12171021338981969
2022-01-16,0.09128266004236475
2022-01-17,0.06846199503177355
2022-01-18,0.051346496273830165
2022-01-19,0.03850987220537262
2022-01-20,0.028882404154029467
2022-01-21,0.021661803115522096
2022-01-22,0.01624635233664157
2022-01-23,0.012184764252481177
2022-01-24,0.009138573189360882
2022-01-25,0.006853929892020661
2022-01-26,0.005140447419015495
2022-01-27,0.003855335564261621
2022-01-28,0.0028915016731962152
2022-01-29,0.0021686262548971614
2022-01-30,0.001626469691172871
2022-01-31,0.0012198522683796531
2022-02-01,0.0009148892012847399
2022-02-02,0.0006861669009635548
2022-02-03,0.0005146251757226661
2022-02-04,0.0003859688817919996
2022-02-05,0.0002894766613439997
2022-02-06,0.00021710749600799975
2022-02-07,0.00016283062200599978
2022-02-08,0.0001221229665044998
2022-02-09,9.159222487837486e-05
2022-02-10,6.869416865878113e-05
2022-02-11,0.5208848539598275
2022-02-12,2.9427469738032044
2022-02-13,3.196643563685737
2022-02-14,3.2620660060976365
2022-02-15,4.026549504573228
2022-02-16,3.9261621284299206
2022-02-17,3.3196215963224405
2022-02-18,4.0522161972418305
2022-02-19,3.0391621479313726
2022-02-20,2.2793716109485294
2022-02-21,1.709528708211397
2022-02-22,1.2821465311585476
2022-02-23,0.9616098983689106
2022-02-24,0.7212074237766829
2022-02-25,0.5409055678325121
2022-02-26,0.40567917587438407
2022-02-27,0.304259381905788
2022-02-28,0.22819453642934098
2022-03-01,0.17114590232200572
2022-03-02,0.12835942674150427
2022-03-03,0.0962695700561282
2022-03-04,0.07220217754209614
2022-03-05,0.0541516331565721
2022-03-06,0.04061372486742907
2022-03-07,0.0304602936505718
2022-03-08,0.022845220237928846
2022-03-09,0.017133915178446632
2022-03-10,0.012850436383834974
2022-03-11,0.00963782728787623
2022-03-12,0.007228370465907172
2022-03-13,0.005421277849430378
2022-03-14,0.004065958387072783
2022-03-15,0.0030494687903045875
2022-03-16,0.0022871015927284403
2022-03-17,0.00171532619454633
2022-03-18,0.0012864946459097474
2022-03-19,0.0009648709844323105
2022-03-20,0.0007236532383242327
2022-03-21,0.0005427399287431745
2022-03-22,0.7399903882798908
2022-03-23,0.7529094578765848
2022-03-24,1.1896820934074388
2022-03-25,2.798511570055579
2022-03-26,2.0988836775416844
2022-03-27,1.5741627581562632
2022-03-28,1.1806220686171973
2022-03-29,0.885466551462898
2022-03-30,0.6640999135971734
2022-03-31,0.49807493519788
2022-04-01,0.37355620139840995
2022-04-02,0.28016715104880746
2022-04-03,0.21012536328660558
2022-04-04,0.15759402246495416
2022-04-05,0.11819551684871561
2022-04-06,0.0886466376365367
2022-04-07,0.06648497822740251
2022-04-08,0.049863733670551885
2022-04-09,0.03739780025291391
2022-04-10,0.02804835018968543
2022-04-11,0.02103626264226407
2022-04-12,0.01577719698169805
2022-04-13,0.011832897736273537
2022-04-14,0.008874673302205151
2022-04-15,0.006656004976653863
2022-04-16,0.0049920037324903965
2022-04-17,0.003744002799367797
2022-04-18,0.002808002099525847
2022-04-19,0.002106001574644385
2022-04-20,0.0015795011809832888
2022-04-21,0.0011846258857374664
2022-04-22,0.25088846941430315
2022-04-23,1.3444163520607275
2022-04-24,2.872895597378879
2022-04-25,3.5296716980341594
2022-04-26,2.647253773525619
2022-04-27,1.9854403301442143
2022-04-28,1.4890802476081606
2022-04-29,1.1168101857061203
2022-04-30,0.8376076392795903
2022-05-01,0.6282057294596927
2022-05-02,0.47115429709476947
2022-05-03,1.0408657228210771
2022-05-04,1.530649292115808
2022-05-05,1.6896536357535226
2022-05-06,3.256823560148476
2022-05-07,2.4426176701113564
2022-05-08,1.8319632525835172
2022-05-09,1.3739724394376378
2022-05-10,1.8204793295782284
2022-05-11,2.8341094971836713
2022-05-12,4.031832122887754
2022-05-13,3.773874092165815
2022-05-14,2.830405569124361
2022-05-15,2.1228041768432706
2022-05-16,1.5921031326324528
2022-05-17,1.1940773494743395
2022-05-18,0.8955580121057546
2022-05-19,0.6716685090793159
2022-05-20,0.5037513818094869
2022-05-21,0.3778135363571151
2022-05-22,0.2833601522678363
2022-05-23,0.2125201142008772
2022-05-24,0.1593900856506579
2022-05-25,0.11954256423799342
2022-05-26,0.08965692317849505
2022-05-27,0.6505760257172047
2022-05-28,1.8420986859545705
2022-05-29,2.308657347799261
2022-05-30,4.408576344182779
2022-05-31,5.246432258137085
2022-06-01,4.497324193602814
2022-06-02,3.6646598118687765
2022-06-03,3.102661525568249
2022-06-04,3.993662810842854
2022-06-05,3.484830441465474
2022-06-06,3.3532061644324394
2022-06-07,4.024904623324329
2022-06-08,3.9457618008265802
2022-06-09,5.417654683953269
2022-06-10,5.3340743462982845
2022-06-11,4.000555759723713
2022-06-12,3.0004168197927843
2022-06-13,2.2503126148445878
2022-06-14,1.6877344611334408
2022-06-15,1.2658008458500805
2022-06-16,0.9493506343875603
2022-06-17,0.8786796424573369
2022-06-18,4.002759731843003
2022-06-19,4.074986465548919
2022-06-20,4.472906515828356
2022-06-21,3.354679886871267
2022-06-22,2.51600991515345
2022-06-23,1.8870074363650873
2022-06-24,1.4152555772738153
2022-06-25,1.0614416829553615
2022-06-26,0.7960812622165211
2022-06-27,0.5970609466623907
2022-06-28,0.6561290433301263
2022-06-29,0.8358467824975948
2022-06-30,0.7518850868731961
2022-07-01,0.7514138151548971
2022-07-02,2.2093936946995063
2022-07-03,2.84454527102463
2022-07-04,2.300075619935139
2022-07-05,1.725056714951354
2022-07-06,1.2937925362135154
2022-07-07,0.9703444021601365
2022-07-08,0.8110916349534357
2022-07-09,2.202068726215077
2022-07-10,2.432801544661308
2022-07-11,2.157934491829314
2022-07-12,20.36845086887199
2022-07-13,15.27633815165399
2022-07-14,11.457253613740491
2022-07-15,8.592940210305368
2022-07-16,6.444705157729026
2022-07-17,4.833528868296769
2022-07-18,3.6251466512225767
2022-07-19,2.718859988416932
2022-07-20,2.039144991312699
2022-07-21,1.5293587434845242
2022-07-22,1.147019057613393
2022-07-23,0.8602642932100447
2022-07-24,0.6451982199075335
2022-07-25,0.48389866493065004
2022-07-26,1.0816739986979875
2022-07-27,1.957088832356824
2022-07-28,4.082399957600952
2022-07-29,4.051383301534047
2022-07-30,3.0385374761505353
2022-07-31,2.2789031071129013
2022-08-01,1.709177330334676
2022-08-02,2.971882997751007
2022-08-03,3.0101622483132555
2022-08-04,3.059705019568275
2022-08-05,3.62811209800954
2022-08-06,5.179417406840488
2022-08-07,5.572063055130366
2022-08-08,4.876963958014441
2022-08-09,4.387722968510831
2022-08-10,3.290792226383123
2022-08-11,2.468094169787342
2022-08-12,2.3198206273405066
2022-08-13,2.73986547050538
2022-08-14,3.3048991028790353
2022-08-15,3.6140909938259433
2022-08-16,2.710568245369457
2022-08-17,2.0329261840270925
2022-08-18,1.5246946380203192
2022-08-19,1.1435209785152394
2022-08-20,0.8576407338864295
2022-08-21,0.643230550414822
2022-08-22,0.4824229128111165
2022-08-23,0.36181718460833734
2022-08-24,0.271362888456253
2022-08-25,0.20352216634218975
2022-08-26,0.1526416247566423
2022-08-27,0.11448121856748172
2022-08-28,0.08586091392561128
2022-08-29,0.06439568544420846
2022-08-30,0.04829676408315634
2022-08-31,0.03622257306236725
2022-09-01,0.027166929796775437
2022-09-02,0.16620853068091493
2022-09-03,1.322573064677353
2022-09-04,1.6794297985080149
2022-09-05,4.2595723488810115
2022-09-06,3.1946792616607587
2022-09-07,2.3960094462455688
2022-09-08,1.7970070846841766
2022-09-09,1.3477553135131322
2022-09-10,1.0108164851348491
2022-09-11,0.7581123638511368
2022-09-12,0.5685842728883526
2022-09-13,0.8326882046662645
2022-09-14,0.7286828201663649
2022-09-15,0.9631787817914403
2022-09-16,0.9411340863435803
2022-09-17,2.1121005647576854
2022-09-18,1.6361587569015972
2022-09-19,1.789619067676198
2022-09-20,1.9122143007571486
2022-09-21,2.2362440589011947
2022-09-22,2.7709330441758957
2022-09-23,2.942783116465255
2022-09-24,2.8425040040156078
2022-09-25,2.798544669678372
2022-09-26,4.619741835592113
2022-09-27,4.234806376694085
2022-09-28,4.6240214491872305
2022-09-29,4.999266086890423
2022-09-30,4.832782898501151
2022-10-01,3.7287538405425296
2022-10-02,4.296565380406897
2022-10-03,3.4203407019718393
2022-10-04,2.925255526478879
2022-10-05,3.3606083115258265
2022-10-06,3.593372900311037
2022-10-07,3.997113008566611
2022-10-08,4.602001423091625
2022-10-09,7.243167733985386
2022-10-10,5.974042467155706
2022-10-11,4.9105318503667785
2022-10-12,5.59956555444175
2022-10-13,6.137174165831313
2022-10-14,5.279963957706817
2022-10-15,5.0953896349467795
2022-10-16,4.071542226210084
2022-10-17,4.00157333632423
2022-10-18,3.7611800022431723
2022-10-19,3.1854683350157127
2022-10-20,2.868267917928451
2022-10-21,4.307450938446339
2022-10-22,4.3243382038347535
2022-10-23,3.6286703195427314
2022-10-24,2.9506694063237147
2022-10-25,3.2930020547427863
2022-10-26,3.7301682077237563
2022-10-27,4.255959489126151
2022-10-28,3.7753029501779465
2022-10-29,3.1648105459667932
2022-10-30,3.0402745761417616
2022-10-31,2.561455932106321
2022-11-01,3.991091949079741
2022-11-02,4.305818961809806
2022-11-03,3.7918642213573546
2022-11-04,4.062648166018016
2022-11-05,3.5469861245135115
2022-11-06,2.9519062600518
2022-11-07,3.3597630283721838
2022-11-08,3.529822271279138
2022-11-09,3.9702833701260207
2022-11-10,3.863129194261182
2022-11-11,3.564013562362553
2022-11-12,3.2146768384385815
2022-11-13,2.6401742954956022
2022-11-14,2.594714054955035
2022-11-15,2.676035541216276
2022-11-16,2.6424433225788735
2022-11-17,2.0339158252674885
2022-11-18,1.9525202022839496
2022-11-19,1.8289734850462955
2022-11-20,2.611313447118055
2022-11-21,2.895985085338541
2022-11-22,3.701988814003906
2022-11-23,3.984824943836263
2022-11-24,3.311535374543864
2022-11-25,2.775318197574564
2022-11-26,2.956488648180923
2022-11-27,2.779866486135692
2022-11-28,2.2828165312684354
2022-11-29,2.9921123984513263
2022-11-30,3.244084298838495
2022-12-01,3.933063224128871
